relative_path	size	sha256	role	family	resource_id
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_200_H4.txt	1481	3b44c2a8fabfe429b9a1e08940a4c0fc730c23977fa512e3dc243c2b150f422b	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_250_H1.txt	1669	a52e240dc90bd8f848a9c62708da86543e0e313ac3bdc686bda54b87e2de2846	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_250_H2.txt	1737	d41a14a28431c5ea7ed19ae2613cff7b59ff1484af4511cfe6cb1d3215969398	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_250_H3.txt	1779	d9e444de91b83c07e0faa642aa9d9dd7f4b8a95f0a1e6e3f2b6a673968ba92ed	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_250_H4.txt	1811	b6fbb6715089ee09fc4fa24a643371e2ae3f8ae674279d98663b15932b9ece16	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_50_H1.txt	419	d62fe09ee3f1a59f491da7b14210ac49c436249c883e7580b33b64174a213ac4	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_50_H2.txt	433	b0992a4f7cc119a0fea761c1e0f1c32d7df24366239582b149716e35f952e319	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_50_H3.txt	444	0e270473c4d08b602a7aad60b52d9341f1ce542118a62a61cbad04da332c0cbf	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/ArrivalTimes/TiemposOrders_E_50_H4.txt	446	a0a7e9af2ebfd58892b234e4cb85707db5040b0e4e08967ed7b9cefcc5904e79	AUTHOR_GENERATED_DATA	W1-W4	albareda-arrival-times
legacy/W1-W2-W3-W4_Albareda/README.md	10196	1c99e448d2ab0fe7bda26cc3a2aa6543ce919659b581e367006bd69e00b3aabd	PROVENANCE_METADATA	W1-W4	albareda-base-provenance
legacy/W1-W2-W3-W4_Albareda/W1/100/wsrp_input_layout_01_000.txt	481	bfd3817f7bbc7807933b9f47ff833d57278f494ab35c4ae19062e36093d66521	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/100/wsrp_input_layout_01_030.txt	481	3bca54027fcda372f50e941928229369f63d00d951c1594ba52c5cd491c73119	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/100/wsrp_input_layout_01_060.txt	483	91635b55c2edd95369b336902c336b542f8325ab881d14ce2870dacfc8b474dc	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/100/wsrp_input_layout_01_090.txt	483	e4522cfa3b8fb369c466af5870a77280a5507a13f4928fb73043d3950f868189	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/100/wsrp_input_pedido_01_000.txt	11563	938511be23ccbfebe9cdec6578839b254b6acbb12f2219136043bb23fcb16142	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/100/wsrp_input_pedido_01_030.txt	11792	de1bca294ee530ab0139cc69877b8df48697637e3db05eb7725ed415d9f702a5	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/100/wsrp_input_pedido_01_060.txt	11733	965e974e9f62c3afcf9364c7809afa59837da52735bafcd9fef407e43b1f841e	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/100/wsrp_input_pedido_01_090.txt	12374	a00d85cd512400b7e3491845ffd4d44ff3fcc190245588adcdd4186a134096a0	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/150/wsrp_input_layout_01_000.txt	481	bfd3817f7bbc7807933b9f47ff833d57278f494ab35c4ae19062e36093d66521	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/150/wsrp_input_layout_01_030.txt	481	3bca54027fcda372f50e941928229369f63d00d951c1594ba52c5cd491c73119	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/150/wsrp_input_layout_01_060.txt	483	91635b55c2edd95369b336902c336b542f8325ab881d14ce2870dacfc8b474dc	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/150/wsrp_input_layout_01_090.txt	483	e4522cfa3b8fb369c466af5870a77280a5507a13f4928fb73043d3950f868189	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/150/wsrp_input_pedido_01_000.txt	16652	31b68d4d1949c8c5714bf315b881b00b4dbc250ed1d3a66ac96e25909e701596	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/150/wsrp_input_pedido_01_030.txt	17563	f6f0af11399ac2dd8da760f773dbe1f2c83747b2796d6628aaea4239488750bf	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/150/wsrp_input_pedido_01_060.txt	17720	b785e9e9842affb6126bd8ca69c756d2ba34c1cb477a1b28e0a8448623725973	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/150/wsrp_input_pedido_01_090.txt	16997	4e1d85ade0478a31bba8f7839eeb9ce62b31c27c7584abbc58cdba1f038252ef	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/200/wsrp_input_layout_01_000.txt	481	bfd3817f7bbc7807933b9f47ff833d57278f494ab35c4ae19062e36093d66521	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/200/wsrp_input_layout_01_030.txt	481	3bca54027fcda372f50e941928229369f63d00d951c1594ba52c5cd491c73119	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/200/wsrp_input_layout_01_060.txt	483	91635b55c2edd95369b336902c336b542f8325ab881d14ce2870dacfc8b474dc	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/200/wsrp_input_layout_01_090.txt	483	e4522cfa3b8fb369c466af5870a77280a5507a13f4928fb73043d3950f868189	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/200/wsrp_input_pedido_01_000.txt	24043	0da35906935856b21c4206836ba376a43af9bb25870a3f49d48a9ba8e7f032d2	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/200/wsrp_input_pedido_01_030.txt	22879	61663cca988d2e4b6c4cda79cd85171e79779dbc65f60f0315e1ce1247c87c4d	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/200/wsrp_input_pedido_01_060.txt	22203	6d1e00320b18cc885d3353f678846c7875f152bd03b672e509a465a3069d84fc	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/200/wsrp_input_pedido_01_090.txt	22464	ac0b26fc3030f25367c8fd5849590ca28a1c64b3c9d02bffa43313eb5bd84a57	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/250/wsrp_input_layout_01_000.txt	481	bfd3817f7bbc7807933b9f47ff833d57278f494ab35c4ae19062e36093d66521	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/250/wsrp_input_layout_01_030.txt	481	3bca54027fcda372f50e941928229369f63d00d951c1594ba52c5cd491c73119	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/250/wsrp_input_layout_01_060.txt	483	91635b55c2edd95369b336902c336b542f8325ab881d14ce2870dacfc8b474dc	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/250/wsrp_input_layout_01_090.txt	483	e4522cfa3b8fb369c466af5870a77280a5507a13f4928fb73043d3950f868189	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/250/wsrp_input_pedido_01_000.txt	30385	03aea6ae1aebb96a262e6de7429b87c65dacf86a7b088f5fcb2c6aa19fb6e078	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/250/wsrp_input_pedido_01_030.txt	28559	3ffcb1666e70976ee802e7c54c3faca803e513090a3004f47221c641a2a8323f	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/250/wsrp_input_pedido_01_060.txt	29146	4fe5020ec471df564eba319e5856bddfda9d319e5e1509a742820cce0d962617	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/250/wsrp_input_pedido_01_090.txt	29619	b82f843c7eb156befb284c8831e3c3d05b010c3df9898e59ea6dc2eff01944bb	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/50/wsrp_input_layout_01_000.txt	481	bfd3817f7bbc7807933b9f47ff833d57278f494ab35c4ae19062e36093d66521	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/50/wsrp_input_layout_01_030.txt	481	3bca54027fcda372f50e941928229369f63d00d951c1594ba52c5cd491c73119	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/50/wsrp_input_layout_01_060.txt	483	91635b55c2edd95369b336902c336b542f8325ab881d14ce2870dacfc8b474dc	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/50/wsrp_input_layout_01_090.txt	483	e4522cfa3b8fb369c466af5870a77280a5507a13f4928fb73043d3950f868189	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/50/wsrp_input_pedido_01_000.txt	5458	06ee1fb1ea16b7ea0a7fd181267612f23d9938921fbd023e1231258f4ceea696	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/50/wsrp_input_pedido_01_030.txt	6184	c6ce38b168dfbc78f56847212984fe917203cced1eae5feaccd3628bf1040825	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/50/wsrp_input_pedido_01_060.txt	5819	6c3722278da12b24a94183793a8fcc76e6f1275123bdd2e51fcc6bd3c2582804	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W1/50/wsrp_input_pedido_01_090.txt	5512	df25f58c68d5da1b74149096de5b85cdf6c892b1a1dd20544e9d7063ac3a1e5b	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/w1.2.3.4_albareda_dataset_metadata.json	2931	16f37c473129f55cb517d53bfccaf3ab157996dd5e4069675f28201c26fd7b0e	PROVENANCE_METADATA	W1-W4	albareda-base-provenance
legacy/W1-W2-W3-W4_Albareda/W2/100/wsrp_input_layout_02_000.txt	636	9dc191637ba5d686f5f5432e7ae453a3f4435e8da09ed51c2475c12a22ecfae7	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/100/wsrp_input_layout_02_030.txt	636	6ac0778bc4e30f1b6342516a05a8882c0963dc790d7c4d7206a2cb39f6d429b4	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/100/wsrp_input_layout_02_060.txt	639	1076965c7551cafe85ec638821a68fb7397a0e01ac68030205c76214cb4eb418	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/100/wsrp_input_layout_02_090.txt	639	38dfe48e2a2205ae10d289248a40808639e6c44c249892b4eb4cc5cd16f9e800	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/100/wsrp_input_pedido_02_000.txt	17102	dd87d30946850158e7d3d9fad135a5e06a97876fd8e2dc835f191a035230542d	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/100/wsrp_input_pedido_02_030.txt	16603	023eb45c8a3a76de6b05cb7fb3eda2675abee67549d9ae069ef3d72eebff1a6f	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/100/wsrp_input_pedido_02_060.txt	15747	b0aebdc7432ff0d98daa7cf72fcb05eb278f357a1f70e5387c74979e4206091c	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/100/wsrp_input_pedido_02_090.txt	16392	83f0812f9c542dccc72a77f53ad674438eb3fc901df99cd74ac0a34c14c0ecf3	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/150/wsrp_input_layout_02_000.txt	636	9dc191637ba5d686f5f5432e7ae453a3f4435e8da09ed51c2475c12a22ecfae7	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/150/wsrp_input_layout_02_030.txt	636	6ac0778bc4e30f1b6342516a05a8882c0963dc790d7c4d7206a2cb39f6d429b4	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/150/wsrp_input_layout_02_060.txt	639	1076965c7551cafe85ec638821a68fb7397a0e01ac68030205c76214cb4eb418	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/150/wsrp_input_layout_02_090.txt	639	38dfe48e2a2205ae10d289248a40808639e6c44c249892b4eb4cc5cd16f9e800	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/150/wsrp_input_pedido_02_000.txt	25985	4a42669f450dd0ca8527491b05d06223857d6cca4f170760db8863a96f5b550e	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/150/wsrp_input_pedido_02_030.txt	26210	764b257b8fa8edb3bad2c0b902ac33d0e3de52b9f440415ae4696d12954a000c	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/150/wsrp_input_pedido_02_060.txt	26132	7849b16c3d31a73b11e47f0420ace1c25e83bbfdbc032fc222cb7fbe6867c53d	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/150/wsrp_input_pedido_02_090.txt	26317	a7c71911c418e1097245fb37b258840f86e826893e732c89cc60582b98c718ce	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/200/wsrp_input_layout_02_000.txt	636	9dc191637ba5d686f5f5432e7ae453a3f4435e8da09ed51c2475c12a22ecfae7	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/200/wsrp_input_layout_02_030.txt	636	6ac0778bc4e30f1b6342516a05a8882c0963dc790d7c4d7206a2cb39f6d429b4	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/200/wsrp_input_layout_02_060.txt	639	1076965c7551cafe85ec638821a68fb7397a0e01ac68030205c76214cb4eb418	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/200/wsrp_input_layout_02_090.txt	639	38dfe48e2a2205ae10d289248a40808639e6c44c249892b4eb4cc5cd16f9e800	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/200/wsrp_input_pedido_02_000.txt	36396	8add94774c9c78d3b4cfaac64a6a7692a8965882607cd5092c2a48717325780c	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/200/wsrp_input_pedido_02_030.txt	33893	f373e3faf9cbb091336b44150d389cd5ff99dfffcd70ca462a0c909e61984394	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/200/wsrp_input_pedido_02_060.txt	34409	c3e5959d7b382ef809835da955b566eb0db4ace4882fe7965a980b1baefd4276	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/200/wsrp_input_pedido_02_090.txt	33845	96c990d5508b09fcc874fcb5a2b3693f5d3cd752fac8dd5fa747bf57d32698bd	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/250/wsrp_input_layout_02_000.txt	636	9dc191637ba5d686f5f5432e7ae453a3f4435e8da09ed51c2475c12a22ecfae7	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/250/wsrp_input_layout_02_030.txt	636	6ac0778bc4e30f1b6342516a05a8882c0963dc790d7c4d7206a2cb39f6d429b4	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/250/wsrp_input_layout_02_060.txt	639	1076965c7551cafe85ec638821a68fb7397a0e01ac68030205c76214cb4eb418	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/250/wsrp_input_layout_02_090.txt	639	38dfe48e2a2205ae10d289248a40808639e6c44c249892b4eb4cc5cd16f9e800	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/250/wsrp_input_pedido_02_000.txt	42332	6694f470192800a54c487f3eb2e29e6567b132acc5906befa74d7aaa69957e0c	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/250/wsrp_input_pedido_02_030.txt	42654	40991cc705d52864b4a1c0e83cab909b9431c53e761326618df441b7d7fb41da	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/250/wsrp_input_pedido_02_060.txt	45579	e07d3ec76eb0f389b651f014be00894fcd94889d31d568ea029791fbf943781a	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/250/wsrp_input_pedido_02_090.txt	44686	322b8e0b3b9ed3442507fc80c35235faa38d2d2205a26cd46cf4277cd3a63df7	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/50/wsrp_input_layout_02_000.txt	636	9dc191637ba5d686f5f5432e7ae453a3f4435e8da09ed51c2475c12a22ecfae7	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/50/wsrp_input_layout_02_030.txt	636	6ac0778bc4e30f1b6342516a05a8882c0963dc790d7c4d7206a2cb39f6d429b4	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/50/wsrp_input_layout_02_060.txt	639	1076965c7551cafe85ec638821a68fb7397a0e01ac68030205c76214cb4eb418	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/50/wsrp_input_layout_02_090.txt	639	38dfe48e2a2205ae10d289248a40808639e6c44c249892b4eb4cc5cd16f9e800	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/50/wsrp_input_pedido_02_000.txt	9720	89deaa70b76c8ffc5806483f838f4dccc3144d40dd16dbba760cd743c013f05d	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/50/wsrp_input_pedido_02_030.txt	8673	1fe1703420a452ef8a455e28838d6e0831176b6b6e2cf73886ec579f82a9483f	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/50/wsrp_input_pedido_02_060.txt	8389	7b48c1794c8859683bb303808259b0ab4a5a88cf6bd82df379b7f26b5cc891d8	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W2/50/wsrp_input_pedido_02_090.txt	8192	940220a6a71cef09972ef54cea7e08dacd3d5bb5fa92fddb8ab999ce155ec9ce	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/100/wsrp_input_layout_03_000.txt	1048	b673e771f4650f06475a719c4e441d834796f3a453631e431cd7bbcf47aecc77	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/100/wsrp_input_layout_03_030.txt	1048	a1f81f414e481eb33a0ff95d9b9745a7c4ab05ef5e8905259415f16d0ebb1ed1	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/100/wsrp_input_layout_03_060.txt	1052	d7f81ea8ad72ba30f4ddd8b33ba5d5f2727e920b7a47ed83e14d1ab89ac0e05e	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/100/wsrp_input_layout_03_090.txt	1052	f2e7d24a401fbcdb63f8560678971d7a1e2788437b5757c9e82c0385209343eb	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/100/wsrp_input_pedido_03_000.txt	38559	33dbcf55e48dbac8519583cba4c69b89b02225647e40c15030f2f5d3a4c4f184	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/100/wsrp_input_pedido_03_030.txt	38310	9b44dc816792b6188819c20cf47af34694fd6b8603c5b189a894d1f2fd44109c	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/100/wsrp_input_pedido_03_060.txt	41272	466561016369dfb186b75f6dac8772b6aad2765b1cdac8c689a8683fb86166e6	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/100/wsrp_input_pedido_03_090.txt	42120	09f47358f327abb81c12941f14973b15c8c87a858ea6655a2bf21d7e51691252	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/150/wsrp_input_layout_03_000.txt	1048	b673e771f4650f06475a719c4e441d834796f3a453631e431cd7bbcf47aecc77	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/150/wsrp_input_layout_03_030.txt	1048	a1f81f414e481eb33a0ff95d9b9745a7c4ab05ef5e8905259415f16d0ebb1ed1	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/150/wsrp_input_layout_03_060.txt	1052	d7f81ea8ad72ba30f4ddd8b33ba5d5f2727e920b7a47ed83e14d1ab89ac0e05e	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/150/wsrp_input_layout_03_090.txt	1052	f2e7d24a401fbcdb63f8560678971d7a1e2788437b5757c9e82c0385209343eb	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/150/wsrp_input_pedido_03_000.txt	54736	5bcbd6d069c39d990050e450260190454f345c8029aac7219a5d7d4a2b2de695	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/150/wsrp_input_pedido_03_030.txt	58509	2606dc493aa08c479ca243d7aef84856b43eabc6c3f145c04d9945c26afb4c2c	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/150/wsrp_input_pedido_03_060.txt	62096	b657fb0a2ebd7595f4810d5eae22dd5dc0da868f7cffdfec5ee8e5005b221750	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/150/wsrp_input_pedido_03_090.txt	59458	aceb3933550369ae9c2a9354ae653c0a8037c4ab1cc03989fca72bf81ae4a097	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/200/wsrp_input_layout_03_000.txt	1048	b673e771f4650f06475a719c4e441d834796f3a453631e431cd7bbcf47aecc77	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/200/wsrp_input_layout_03_030.txt	1048	a1f81f414e481eb33a0ff95d9b9745a7c4ab05ef5e8905259415f16d0ebb1ed1	BENCHMARK_DATA	W1-W4	albareda-base
legacy/W1-W2-W3-W4_Albareda/W3/200/wsrp_input_layout_03_060.txt	1052	d7f81ea8ad72ba30f4ddd8b33ba5d5f2727e920b7a47ed83e14d1ab89ac0e05e	BENCHMARK_DATA	W1-W4	albareda-base
