Order 0	number of articles 13	due date 84.8542
4	Aisle 0	Location 1
5	Aisle 1	Location 31
6	Aisle 13	Location 3
7	Aisle 4	Location 3
8	Aisle 0	Location 10
9	Aisle 18	Location 36
10	Aisle 2	Location 12
11	Aisle 12	Location 2
12	Aisle 1	Location 39
13	Aisle 0	Location 33
14	Aisle 0	Location 20
15	Aisle 19	Location 23
16	Aisle 0	Location 11
Order 13	number of articles 14	due date 78.8542
0	Aisle 3	Location 4
1	Aisle 2	Location 17
2	Aisle 4	Location 8
3	Aisle 0	Location 28
4	Aisle 4	Location 15
5	Aisle 5	Location 11
6	Aisle 4	Location 20
7	Aisle 2	Location 12
8	Aisle 1	Location 2
9	Aisle 2	Location 11
10	Aisle 7	Location 23
11	Aisle 1	Location 30
12	Aisle 1	Location 24
13	Aisle 1	Location 6
Order 14	number of articles 7	due date 14.8542
0	Aisle 4	Location 9
1	Aisle 4	Location 16
2	Aisle 1	Location 3
3	Aisle 3	Location 32
4	Aisle 5	Location 30
5	Aisle 1	Location 24
6	Aisle 1	Location 2
Order 15	number of articles 16	due date 65.8542
0	Aisle 7	Location 24
1	Aisle 0	Location 35
2	Aisle 0	Location 24
3	Aisle 1	Location 18
4	Aisle 0	Location 14
5	Aisle 9	Location 38
6	Aisle 10	Location 26
7	Aisle 3	Location 36
8	Aisle 1	Location 43
9	Aisle 3	Location 30
10	Aisle 3	Location 39
11	Aisle 1	Location 36
12	Aisle 0	Location 22
13	Aisle 11	Location 16
14	Aisle 2	Location 27
15	Aisle 1	Location 0
Order 16	number of articles 13	due date 37.8542
0	Aisle 0	Location 20
1	Aisle 2	Location 43
2	Aisle 2	Location 8
3	Aisle 4	Location 23
4	Aisle 0	Location 41
5	Aisle 2	Location 10
6	Aisle 1	Location 38
7	Aisle 15	Location 4
8	Aisle 0	Location 24
9	Aisle 0	Location 5
10	Aisle 1	Location 42
11	Aisle 1	Location 6
12	Aisle 0	Location 19
Order 17	number of articles 19	due date 67.8542
0	Aisle 0	Location 23
1	Aisle 1	Location 11
2	Aisle 9	Location 20
3	Aisle 0	Location 41
4	Aisle 1	Location 32
5	Aisle 0	Location 16
6	Aisle 0	Location 42
7	Aisle 0	Location 1
8	Aisle 4	Location 29
9	Aisle 0	Location 2
10	Aisle 3	Location 7
11	Aisle 2	Location 31
12	Aisle 4	Location 17
13	Aisle 1	Location 36
14	Aisle 2	Location 19
15	Aisle 0	Location 14
16	Aisle 0	Location 0
17	Aisle 2	Location 30
18	Aisle 0	Location 24
Order 18	number of articles 14	due date 21.8542
0	Aisle 9	Location 1
1	Aisle 0	Location 9
2	Aisle 3	Location 15
3	Aisle 2	Location 18
4	Aisle 1	Location 31
5	Aisle 1	Location 22
6	Aisle 5	Location 31
7	Aisle 1	Location 5
8	Aisle 0	Location 1
9	Aisle 0	Location 11
10	Aisle 2	Location 2
11	Aisle 3	Location 29
12	Aisle 5	Location 39
13	Aisle 0	Location 21
Order 19	number of articles 13	due date 107.854
0	Aisle 1	Location 18
1	Aisle 3	Location 39
2	Aisle 3	Location 23
3	Aisle 1	Location 22
4	Aisle 1	Location 41
5	Aisle 0	Location 18
6	Aisle 0	Location 35
7	Aisle 4	Location 44
8	Aisle 1	Location 15
9	Aisle 10	Location 8
10	Aisle 0	Location 6
11	Aisle 3	Location 44
12	Aisle 1	Location 27
