Order 0	number of articles 21	due date 94.2083
2	Aisle 2	Location 31
3	Aisle 3	Location 1
4	Aisle 0	Location 31
5	Aisle 2	Location 32
6	Aisle 6	Location 35
7	Aisle 0	Location 17
8	Aisle 2	Location 24
9	Aisle 0	Location 1
Order 10	number of articles 16	due date 7.20833
0	Aisle 4	Location 32
1	Aisle 4	Location 19
2	Aisle 15	Location 3
3	Aisle 0	Location 17
4	Aisle 1	Location 17
5	Aisle 7	Location 26
6	Aisle 2	Location 41
7	Aisle 11	Location 20
8	Aisle 1	Location 20
9	Aisle 0	Location 7
10	Aisle 14	Location 12
11	Aisle 0	Location 12
12	Aisle 0	Location 27
13	Aisle 3	Location 33
14	Aisle 14	Location 37
15	Aisle 5	Location 24
Order 11	number of articles 8	due date 764.208
0	Aisle 1	Location 37
1	Aisle 2	Location 3
2	Aisle 4	Location 10
3	Aisle 5	Location 25
4	Aisle 1	Location 43
5	Aisle 10	Location 13
6	Aisle 1	Location 4
7	Aisle 2	Location 5
Order 12	number of articles 17	due date 645.208
0	Aisle 0	Location 14
1	Aisle 1	Location 44
2	Aisle 5	Location 9
3	Aisle 3	Location 38
4	Aisle 5	Location 22
5	Aisle 0	Location 32
6	Aisle 0	Location 22
7	Aisle 0	Location 41
8	Aisle 1	Location 32
9	Aisle 1	Location 15
10	Aisle 1	Location 33
11	Aisle 1	Location 25
12	Aisle 1	Location 8
13	Aisle 2	Location 44
14	Aisle 1	Location 28
15	Aisle 5	Location 18
16	Aisle 5	Location 27
Order 13	number of articles 13	due date 303.208
0	Aisle 0	Location 26
1	Aisle 3	Location 41
2	Aisle 11	Location 6
3	Aisle 4	Location 20
4	Aisle 1	Location 17
5	Aisle 1	Location 4
6	Aisle 0	Location 5
7	Aisle 9	Location 0
8	Aisle 12	Location 41
9	Aisle 5	Location 39
10	Aisle 1	Location 38
11	Aisle 1	Location 15
12	Aisle 4	Location 34
Order 14	number of articles 8	due date 484.208
0	Aisle 4	Location 0
1	Aisle 1	Location 43
2	Aisle 2	Location 36
3	Aisle 6	Location 5
4	Aisle 0	Location 2
5	Aisle 3	Location 34
6	Aisle 5	Location 28
7	Aisle 0	Location 42
Order 15	number of articles 13	due date 40.2083
0	Aisle 0	Location 4
1	Aisle 3	Location 21
2	Aisle 3	Location 39
3	Aisle 2	Location 2
4	Aisle 1	Location 0
5	Aisle 16	Location 29
6	Aisle 4	Location 20
7	Aisle 1	Location 9
8	Aisle 4	Location 1
9	Aisle 0	Location 34
10	Aisle 0	Location 17
11	Aisle 19	Location 29
12	Aisle 0	Location 31
Order 16	number of articles 5	due date 745.208
0	Aisle 1	Location 25
1	Aisle 1	Location 0
2	Aisle 2	Location 27
3	Aisle 0	Location 31
4	Aisle 1	Location 11
Order 17	number of articles 15	due date 410.208
0	Aisle 0	Location 35
1	Aisle 1	Location 17
2	Aisle 0	Location 6
3	Aisle 1	Location 14
4	Aisle 0	Location 37
5	Aisle 5	Location 18
6	Aisle 3	Location 25
7	Aisle 1	Location 33
8	Aisle 0	Location 39
9	Aisle 1	Location 32
10	Aisle 1	Location 38
11	Aisle 7	Location 24
12	Aisle 3	Location 8
13	Aisle 3	Location 32
14	Aisle 0	Location 23
Order 18	number of articles 7	due date 204.208
0	Aisle 2	Location 28
1	Aisle 4	Location 3
2	Aisle 5	Location 34
3	Aisle 2	Location 21
4	Aisle 0	Location 16
5	Aisle 0	Location 44
6	Aisle 3	Location 44
Order 19	number of articles 18	due date 207.208
0	Aisle 0	Location 9
1	Aisle 0	Location 31
2	Aisle 13	Location 40
3	Aisle 5	Location 29
4	Aisle 3	Location 38
5	Aisle 0	Location 30
6	Aisle 0	Location 32
7	Aisle 5	Location 20
8	Aisle 4	Location 12
9	Aisle 0	Location 43
10	Aisle 2	Location 19
11	Aisle 5	Location 8
12	Aisle 0	Location 5
13	Aisle 3	Location 4
14	Aisle 2	Location 15
15	Aisle 4	Location 24
16	Aisle 3	Location 6
17	Aisle 1	Location 32
Order 20	number of articles 15	due date 370.208
0	Aisle 3	Location 42
1	Aisle 0	Location 24
2	Aisle 1	Location 36
3	Aisle 5	Location 33
4	Aisle 2	Location 35
5	Aisle 5	Location 18
6	Aisle 5	Location 5
7	Aisle 1	Location 41
8	Aisle 3	Location 16
9	Aisle 1	Location 37
10	Aisle 3	Location 35
11	Aisle 0	Location 10
12	Aisle 0	Location 29
13	Aisle 5	Location 31
14	Aisle 1	Location 24
Order 21	number of articles 22	due date 543.208
0	Aisle 3	Location 32
1	Aisle 1	Location 35
2	Aisle 4	Location 40
3	Aisle 18	Location 25
4	Aisle 4	Location 29
5	Aisle 1	Location 31
6	Aisle 16	Location 5
7	Aisle 0	Location 4
8	Aisle 0	Location 44
9	Aisle 11	Location 24
10	Aisle 0	Location 26
11	Aisle 18	Location 29
12	Aisle 1	Location 26
13	Aisle 0	Location 9
14	Aisle 0	Location 15
15	Aisle 0	Location 39
16	Aisle 4	Location 4
17	Aisle 1	Location 19
18	Aisle 5	Location 28
19	Aisle 1	Location 22
20	Aisle 1	Location 42
21	Aisle 5	Location 32
Order 22	number of articles 10	due date 61.2083
0	Aisle 17	Location 31
1	Aisle 1	Location 9
2	Aisle 0	Location 28
3	Aisle 3	Location 42
4	Aisle 0	Location 21
5	Aisle 4	Location 36
6	Aisle 2	Location 25
7	Aisle 1	Location 8
8	Aisle 10	Location 28
9	Aisle 4	Location 12
Order 23	number of articles 12	due date 116.208
0	Aisle 16	Location 1
1	Aisle 2	Location 0
2	Aisle 1	Location 13
3	Aisle 0	Location 7
4	Aisle 1	Location 10
5	Aisle 2	Location 11
6	Aisle 0	Location 19
7	Aisle 4	Location 2
8	Aisle 1	Location 25
9	Aisle 3	Location 21
10	Aisle 2	Location 13
11	Aisle 0	Location 24
Order 24	number of articles 8	due date 221.208
0	Aisle 3	Location 35
1	Aisle 1	Location 22
2	Aisle 0	Location 24
3	Aisle 0	Location 33
4	Aisle 1	Location 15
5	Aisle 2	Location 41
6	Aisle 4	Location 0
7	Aisle 1	Location 25
Order 25	number of articles 14	due date 773.208
0	Aisle 1	Location 7
1	Aisle 0	Location 27
2	Aisle 0	Location 2
3	Aisle 0	Location 5
4	Aisle 4	Location 4
5	Aisle 2	Location 27
6	Aisle 2	Location 38
7	Aisle 2	Location 24
8	Aisle 4	Location 11
9	Aisle 3	Location 5
10	Aisle 1	Location 2
11	Aisle 1	Location 0
12	Aisle 4	Location 33
13	Aisle 4	Location 25
Order 26	number of articles 22	due date 771.208
0	Aisle 2	Location 38
1	Aisle 10	Location 19
2	Aisle 0	Location 2
3	Aisle 10	Location 31
4	Aisle 0	Location 33
5	Aisle 10	Location 1
6	Aisle 5	Location 19
7	Aisle 1	Location 25
8	Aisle 4	Location 37
9	Aisle 0	Location 27
10	Aisle 1	Location 34
11	Aisle 5	Location 39
12	Aisle 0	Location 1
13	Aisle 1	Location 32
14	Aisle 3	Location 33
15	Aisle 2	Location 7
16	Aisle 1	Location 43
17	Aisle 1	Location 11
18	Aisle 0	Location 12
19	Aisle 1	Location 7
20	Aisle 8	Location 44
21	Aisle 15	Location 18
Order 27	number of articles 12	due date 463.208
0	Aisle 2	Location 25
1	Aisle 4	Location 29
2	Aisle 15	Location 27
3	Aisle 0	Location 4
4	Aisle 1	Location 44
5	Aisle 2	Location 11
6	Aisle 1	Location 11
7	Aisle 0	Location 16
8	Aisle 5	Location 40
9	Aisle 1	Location 42
10	Aisle 0	Location 11
11	Aisle 0	Location 28
Order 28	number of articles 16	due date 243.208
0	Aisle 2	Location 30
1	Aisle 4	Location 32
2	Aisle 13	Location 31
3	Aisle 0	Location 13
4	Aisle 0	Location 38
5	Aisle 5	Location 27
6	Aisle 0	Location 25
7	Aisle 1	Location 32
8	Aisle 3	Location 38
9	Aisle 6	Location 8
10	Aisle 1	Location 16
11	Aisle 2	Location 21
12	Aisle 5	Location 30
13	Aisle 2	Location 27
14	Aisle 5	Location 32
15	Aisle 3	Location 21
Order 29	number of articles 17	due date 229.208
0	Aisle 0	Location 9
1	Aisle 6	Location 8
2	Aisle 1	Location 21
3	Aisle 0	Location 44
4	Aisle 3	Location 6
5	Aisle 0	Location 10
6	Aisle 9	Location 13
7	Aisle 0	Location 0
8	Aisle 1	Location 15
9	Aisle 1	Location 39
10	Aisle 2	Location 33
11	Aisle 12	Location 19
12	Aisle 3	Location 27
13	Aisle 3	Location 42
14	Aisle 5	Location 1
15	Aisle 0	Location 3
16	Aisle 1	Location 10
Order 30	number of articles 16	due date 235.208
0	Aisle 11	Location 0
1	Aisle 1	Location 36
2	Aisle 4	Location 39
3	Aisle 1	Location 10
4	Aisle 4	Location 10
5	Aisle 5	Location 5
6	Aisle 0	Location 3
7	Aisle 2	Location 9
8	Aisle 3	Location 3
9	Aisle 0	Location 29
10	Aisle 0	Location 35
11	Aisle 3	Location 39
12	Aisle 1	Location 9
13	Aisle 2	Location 3
14	Aisle 10	Location 29
15	Aisle 4	Location 27
Order 31	number of articles 8	due date 669.208
0	Aisle 1	Location 13
1	Aisle 5	Location 32
2	Aisle 1	Location 15
3	Aisle 11	Location 2
4	Aisle 3	Location 23
5	Aisle 1	Location 21
6	Aisle 4	Location 7
7	Aisle 0	Location 36
Order 32	number of articles 8	due date 14.2083
0	Aisle 5	Location 44
1	Aisle 0	Location 17
2	Aisle 2	Location 19
3	Aisle 0	Location 38
4	Aisle 0	Location 25
5	Aisle 1	Location 42
6	Aisle 0	Location 10
7	Aisle 0	Location 3
Order 33	number of articles 7	due date 245.208
0	Aisle 1	Location 42
1	Aisle 0	Location 27
2	Aisle 2	Location 35
3	Aisle 0	Location 10
4	Aisle 2	Location 7
5	Aisle 0	Location 20
6	Aisle 4	Location 9
Order 34	number of articles 6	due date 691.208
0	Aisle 7	Location 13
1	Aisle 5	Location 16
2	Aisle 1	Location 24
3	Aisle 2	Location 35
4	Aisle 1	Location 35
5	Aisle 2	Location 40
Order 35	number of articles 12	due date 181.208
0	Aisle 1	Location 16
1	Aisle 1	Location 29
2	Aisle 0	Location 44
3	Aisle 3	Location 34
4	Aisle 0	Location 34
5	Aisle 15	Location 28
6	Aisle 0	Location 36
7	Aisle 0	Location 37
8	Aisle 0	Location 42
9	Aisle 1	Location 6
10	Aisle 3	Location 35
11	Aisle 1	Location 3
Order 36	number of articles 20	due date 586.208
0	Aisle 1	Location 42
1	Aisle 0	Location 8
2	Aisle 5	Location 42
3	Aisle 5	Location 36
4	Aisle 5	Location 34
5	Aisle 0	Location 37
6	Aisle 3	Location 22
7	Aisle 5	Location 15
8	Aisle 4	Location 9
9	Aisle 1	Location 7
10	Aisle 19	Location 8
11	Aisle 1	Location 43
12	Aisle 1	Location 28
13	Aisle 0	Location 42
14	Aisle 0	Location 30
15	Aisle 4	Location 6
16	Aisle 9	Location 39
17	Aisle 3	Location 17
18	Aisle 0	Location 44
19	Aisle 5	Location 12
Order 37	number of articles 12	due date 605.208
0	Aisle 0	Location 35
1	Aisle 0	Location 44
2	Aisle 1	Location 28
3	Aisle 1	Location 12
4	Aisle 2	Location 27
5	Aisle 10	Location 40
6	Aisle 5	Location 35
7	Aisle 0	Location 6
8	Aisle 1	Location 24
9	Aisle 3	Location 26
10	Aisle 0	Location 29
11	Aisle 3	Location 30
Order 38	number of articles 12	due date 428.208
0	Aisle 0	Location 5
1	Aisle 2	Location 4
2	Aisle 0	Location 40
3	Aisle 1	Location 12
4	Aisle 0	Location 25
5	Aisle 0	Location 23
6	Aisle 5	Location 26
7	Aisle 12	Location 26
8	Aisle 8	Location 1
9	Aisle 2	Location 18
10	Aisle 1	Location 1
11	Aisle 0	Location 3
Order 39	number of articles 15	due date 481.208
0	Aisle 4	Location 7
1	Aisle 0	Location 10
2	Aisle 5	Location 17
3	Aisle 0	Location 34
4	Aisle 3	Location 30
5	Aisle 1	Location 33
6	Aisle 1	Location 30
7	Aisle 1	Location 37
8	Aisle 0	Location 20
9	Aisle 1	Location 31
10	Aisle 0	Location 0
11	Aisle 5	Location 10
12	Aisle 0	Location 44
13	Aisle 0	Location 8
14	Aisle 1	Location 14
Order 40	number of articles 13	due date 561.208
0	Aisle 2	Location 44
1	Aisle 5	Location 20
2	Aisle 0	Location 7
3	Aisle 1	Location 27
4	Aisle 3	Location 21
5	Aisle 1	Location 9
6	Aisle 0	Location 40
7	Aisle 4	Location 20
8	Aisle 1	Location 1
9	Aisle 3	Location 31
10	Aisle 1	Location 6
11	Aisle 7	Location 5
12	Aisle 0	Location 3
Order 41	number of articles 11	due date 538.208
0	Aisle 5	Location 27
1	Aisle 0	Location 12
2	Aisle 15	Location 13
3	Aisle 0	Location 10
4	Aisle 1	Location 23
5	Aisle 1	Location 1
6	Aisle 2	Location 17
7	Aisle 5	Location 13
8	Aisle 13	Location 37
9	Aisle 4	Location 19
10	Aisle 1	Location 12
Order 42	number of articles 19	due date 780.208
0	Aisle 3	Location 8
1	Aisle 2	Location 6
2	Aisle 7	Location 1
3	Aisle 1	Location 24
4	Aisle 15	Location 12
5	Aisle 2	Location 17
6	Aisle 0	Location 26
7	Aisle 5	Location 6
8	Aisle 0	Location 5
9	Aisle 1	Location 29
10	Aisle 1	Location 5
11	Aisle 2	Location 44
12	Aisle 5	Location 30
13	Aisle 8	Location 12
14	Aisle 0	Location 7
15	Aisle 4	Location 5
16	Aisle 0	Location 20
17	Aisle 0	Location 13
18	Aisle 1	Location 9
Order 43	number of articles 13	due date 413.208
0	Aisle 10	Location 24
1	Aisle 0	Location 12
2	Aisle 2	Location 11
3	Aisle 7	Location 35
4	Aisle 1	Location 43
5	Aisle 5	Location 23
6	Aisle 1	Location 6
7	Aisle 4	Location 11
8	Aisle 3	Location 6
9	Aisle 0	Location 33
10	Aisle 0	Location 4
11	Aisle 5	Location 10
12	Aisle 5	Location 33
Order 44	number of articles 5	due date 50.2083
0	Aisle 1	Location 36
1	Aisle 4	Location 24
2	Aisle 0	Location 21
3	Aisle 0	Location 24
4	Aisle 0	Location 38
Order 45	number of articles 15	due date 357.208
0	Aisle 1	Location 36
1	Aisle 1	Location 34
2	Aisle 14	Location 18
3	Aisle 1	Location 24
4	Aisle 5	Location 41
5	Aisle 0	Location 40
6	Aisle 0	Location 3
7	Aisle 1	Location 17
8	Aisle 2	Location 35
9	Aisle 4	Location 8
10	Aisle 2	Location 39
11	Aisle 11	Location 0
12	Aisle 1	Location 29
13	Aisle 2	Location 21
14	Aisle 18	Location 17
Order 46	number of articles 10	due date 227.208
0	Aisle 1	Location 38
1	Aisle 1	Location 7
2	Aisle 1	Location 19
3	Aisle 0	Location 24
4	Aisle 0	Location 0
5	Aisle 0	Location 5
6	Aisle 0	Location 23
7	Aisle 3	Location 27
8	Aisle 0	Location 14
9	Aisle 4	Location 44
Order 47	number of articles 17	due date 305.208
0	Aisle 0	Location 12
1	Aisle 0	Location 31
2	Aisle 1	Location 13
3	Aisle 3	Location 7
4	Aisle 3	Location 23
5	Aisle 2	Location 38
6	Aisle 1	Location 35
7	Aisle 0	Location 26
8	Aisle 0	Location 33
9	Aisle 1	Location 22
10	Aisle 4	Location 14
11	Aisle 3	Location 3
12	Aisle 13	Location 39
13	Aisle 9	Location 24
14	Aisle 2	Location 5
15	Aisle 1	Location 25
16	Aisle 1	Location 23
Order 48	number of articles 14	due date 140.208
0	Aisle 0	Location 31
1	Aisle 0	Location 24
2	Aisle 5	Location 24
3	Aisle 5	Location 7
4	Aisle 0	Location 41
5	Aisle 2	Location 9
6	Aisle 3	Location 7
7	Aisle 1	Location 37
8	Aisle 5	Location 38
9	Aisle 1	Location 13
10	Aisle 1	Location 11
11	Aisle 1	Location 42
12	Aisle 0	Location 34
13	Aisle 4	Location 19
Order 49	number of articles 17	due date 210.208
0	Aisle 1	Location 15
1	Aisle 0	Location 0
2	Aisle 1	Location 13
3	Aisle 2	Location 0
4	Aisle 6	Location 17
5	Aisle 2	Location 9
6	Aisle 2	Location 31
7	Aisle 12	Location 23
8	Aisle 4	Location 13
9	Aisle 1	Location 1
10	Aisle 5	Location 9
11	Aisle 0	Location 2
12	Aisle 0	Location 42
13	Aisle 5	Location 24
14	Aisle 4	Location 34
15	Aisle 19	Location 7
16	Aisle 1	Location 11
Order 50	number of articles 20	due date 157.208
0	Aisle 2	Location 15
1	Aisle 2	Location 44
2	Aisle 4	Location 31
3	Aisle 7	Location 23
4	Aisle 1	Location 28
5	Aisle 2	Location 3
6	Aisle 0	Location 25
7	Aisle 3	Location 24
8	Aisle 0	Location 8
9	Aisle 1	Location 31
10	Aisle 2	Location 16
11	Aisle 3	Location 31
12	Aisle 1	Location 22
13	Aisle 5	Location 0
14	Aisle 0	Location 22
15	Aisle 1	Location 12
16	Aisle 1	Location 35
17	Aisle 1	Location 27
18	Aisle 1	Location 37
19	Aisle 2	Location 24
Order 51	number of articles 11	due date 320.208
0	Aisle 5	Location 11
1	Aisle 19	Location 5
2	Aisle 1	Location 17
3	Aisle 4	Location 0
4	Aisle 3	Location 22
5	Aisle 2	Location 27
6	Aisle 0	Location 11
7	Aisle 0	Location 19
8	Aisle 18	Location 17
9	Aisle 5	Location 4
10	Aisle 2	Location 17
Order 52	number of articles 23	due date 74.2083
0	Aisle 0	Location 0
1	Aisle 12	Location 23
2	Aisle 4	Location 35
3	Aisle 2	Location 13
4	Aisle 1	Location 42
5	Aisle 0	Location 21
6	Aisle 1	Location 30
7	Aisle 4	Location 43
8	Aisle 2	Location 43
9	Aisle 4	Location 44
10	Aisle 4	Location 42
11	Aisle 3	Location 25
12	Aisle 1	Location 28
13	Aisle 1	Location 7
14	Aisle 5	Location 23
15	Aisle 1	Location 4
16	Aisle 3	Location 13
17	Aisle 5	Location 1
18	Aisle 1	Location 33
19	Aisle 4	Location 37
20	Aisle 1	Location 40
21	Aisle 10	Location 26
22	Aisle 3	Location 42
Order 53	number of articles 10	due date 306.208
0	Aisle 5	Location 8
1	Aisle 0	Location 23
2	Aisle 1	Location 33
3	Aisle 4	Location 7
4	Aisle 15	Location 44
5	Aisle 2	Location 29
6	Aisle 4	Location 26
7	Aisle 1	Location 39
8	Aisle 1	Location 43
9	Aisle 0	Location 37
Order 54	number of articles 13	due date 420.208
0	Aisle 4	Location 3
1	Aisle 0	Location 21
2	Aisle 5	Location 26
3	Aisle 0	Location 19
4	Aisle 5	Location 2
5	Aisle 5	Location 34
6	Aisle 0	Location 40
7	Aisle 1	Location 33
8	Aisle 11	Location 26
9	Aisle 3	Location 8
10	Aisle 0	Location 32
11	Aisle 0	Location 8
12	Aisle 3	Location 29
Order 55	number of articles 17	due date 592.208
0	Aisle 0	Location 26
1	Aisle 5	Location 17
2	Aisle 3	Location 13
3	Aisle 1	Location 31
4	Aisle 2	Location 33
5	Aisle 0	Location 40
6	Aisle 3	Location 29
7	Aisle 17	Location 39
8	Aisle 5	Location 14
9	Aisle 14	Location 29
10	Aisle 1	Location 37
11	Aisle 0	Location 12
12	Aisle 10	Location 40
13	Aisle 0	Location 38
14	Aisle 3	Location 4
15	Aisle 0	Location 32
16	Aisle 0	Location 24
Order 56	number of articles 20	due date 501.208
0	Aisle 1	Location 0
1	Aisle 1	Location 38
2	Aisle 1	Location 1
3	Aisle 0	Location 32
4	Aisle 3	Location 38
5	Aisle 0	Location 33
6	Aisle 3	Location 29
7	Aisle 0	Location 20
8	Aisle 0	Location 22
9	Aisle 0	Location 23
10	Aisle 5	Location 31
11	Aisle 4	Location 25
12	Aisle 2	Location 44
13	Aisle 1	Location 6
14	Aisle 1	Location 7
15	Aisle 5	Location 32
16	Aisle 0	Location 13
17	Aisle 1	Location 11
18	Aisle 1	Location 22
19	Aisle 16	Location 1
Order 57	number of articles 15	due date 92.2083
0	Aisle 1	Location 13
1	Aisle 0	Location 40
2	Aisle 15	Location 36
3	Aisle 2	Location 29
4	Aisle 3	Location 27
5	Aisle 0	Location 9
6	Aisle 2	Location 3
7	Aisle 1	Location 9
8	Aisle 5	Location 6
9	Aisle 0	Location 39
10	Aisle 4	Location 13
11	Aisle 6	Location 7
12	Aisle 1	Location 25
13	Aisle 3	Location 26
14	Aisle 0	Location 12
Order 58	number of articles 8	due date 760.208
0	Aisle 4	Location 20
1	Aisle 2	Location 0
2	Aisle 5	Location 8
3	Aisle 1	Location 19
4	Aisle 1	Location 16
5	Aisle 4	Location 16
6	Aisle 1	Location 15
7	Aisle 5	Location 20
Order 59	number of articles 8	due date 151.208
0	Aisle 3	Location 6
1	Aisle 2	Location 41
2	Aisle 5	Location 0
3	Aisle 1	Location 7
4	Aisle 10	Location 21
5	Aisle 4	Location 5
6	Aisle 3	Location 29
7	Aisle 1	Location 13
Order 60	number of articles 23	due date 351.208
0	Aisle 19	Location 16
1	Aisle 4	Location 31
2	Aisle 1	Location 28
3	Aisle 1	Location 24
4	Aisle 0	Location 32
5	Aisle 1	Location 36
6	Aisle 1	Location 6
7	Aisle 1	Location 39
8	Aisle 0	Location 6
9	Aisle 3	Location 42
10	Aisle 5	Location 37
11	Aisle 4	Location 33
12	Aisle 4	Location 17
13	Aisle 4	Location 38
14	Aisle 16	Location 43
15	Aisle 8	Location 26
16	Aisle 1	Location 8
17	Aisle 1	Location 40
18	Aisle 1	Location 10
19	Aisle 3	Location 3
20	Aisle 15	Location 41
21	Aisle 1	Location 3
22	Aisle 1	Location 32
Order 61	number of articles 5	due date 127.208
0	Aisle 7	Location 10
1	Aisle 1	Location 6
2	Aisle 1	Location 29
3	Aisle 2	Location 35
4	Aisle 1	Location 38
Order 62	number of articles 16	due date 270.208
0	Aisle 0	Location 22
1	Aisle 5	Location 33
2	Aisle 0	Location 8
3	Aisle 3	Location 0
4	Aisle 0	Location 11
5	Aisle 0	Location 3
6	Aisle 5	Location 27
7	Aisle 1	Location 36
8	Aisle 0	Location 39
9	Aisle 1	Location 43
10	Aisle 13	Location 40
11	Aisle 0	Location 12
12	Aisle 0	Location 38
13	Aisle 5	Location 23
14	Aisle 2	Location 43
15	Aisle 2	Location 14
Order 63	number of articles 16	due date 452.208
0	Aisle 1	Location 12
1	Aisle 0	Location 34
2	Aisle 1	Location 30
3	Aisle 0	Location 4
4	Aisle 0	Location 31
5	Aisle 1	Location 20
6	Aisle 5	Location 16
7	Aisle 5	Location 12
8	Aisle 1	Location 21
9	Aisle 0	Location 10
10	Aisle 17	Location 33
11	Aisle 4	Location 27
12	Aisle 1	Location 31
13	Aisle 1	Location 34
14	Aisle 2	Location 26
15	Aisle 1	Location 28
Order 64	number of articles 15	due date 132.208
0	Aisle 1	Location 39
1	Aisle 2	Location 22
2	Aisle 0	Location 29
3	Aisle 3	Location 21
4	Aisle 3	Location 22
5	Aisle 0	Location 11
6	Aisle 4	Location 7
7	Aisle 1	Location 8
8	Aisle 1	Location 21
9	Aisle 8	Location 25
10	Aisle 0	Location 34
11	Aisle 0	Location 33
12	Aisle 0	Location 15
13	Aisle 1	Location 15
14	Aisle 8	Location 17
Order 65	number of articles 18	due date 728.208
0	Aisle 18	Location 9
1	Aisle 10	Location 28
2	Aisle 1	Location 27
