Order 0	number of articles 20	due date 66.75
1	Aisle 4	Location 16
2	Aisle 1	Location 0
3	Aisle 0	Location 27
4	Aisle 6	Location 7
5	Aisle 4	Location 6
6	Aisle 4	Location 5
7	Aisle 1	Location 12
8	Aisle 1	Location 31
9	Aisle 0	Location 15
10	Aisle 2	Location 40
11	Aisle 1	Location 41
12	Aisle 5	Location 15
13	Aisle 1	Location 15
14	Aisle 2	Location 21
15	Aisle 6	Location 2
16	Aisle 3	Location 25
17	Aisle 1	Location 44
18	Aisle 2	Location 38
19	Aisle 4	Location 40
20	Aisle 4	Location 14
21	Aisle 0	Location 4
Order 12	number of articles 10	due date 84.75
0	Aisle 7	Location 44
1	Aisle 11	Location 41
2	Aisle 3	Location 27
3	Aisle 1	Location 42
4	Aisle 1	Location 32
5	Aisle 1	Location 12
6	Aisle 0	Location 14
7	Aisle 9	Location 7
8	Aisle 0	Location 22
9	Aisle 1	Location 19
Order 13	number of articles 8	due date 86.75
0	Aisle 4	Location 16
1	Aisle 1	Location 29
2	Aisle 1	Location 35
3	Aisle 5	Location 23
4	Aisle 0	Location 15
5	Aisle 0	Location 9
6	Aisle 1	Location 32
7	Aisle 1	Location 40
Order 14	number of articles 18	due date 53.75
0	Aisle 1	Location 37
1	Aisle 5	Location 25
2	Aisle 10	Location 31
3	Aisle 1	Location 41
4	Aisle 3	Location 28
5	Aisle 0	Location 4
6	Aisle 0	Location 37
7	Aisle 3	Location 14
8	Aisle 5	Location 20
9	Aisle 10	Location 41
10	Aisle 0	Location 43
11	Aisle 0	Location 12
12	Aisle 0	Location 13
13	Aisle 1	Location 1
14	Aisle 0	Location 23
15	Aisle 8	Location 28
16	Aisle 0	Location 35
17	Aisle 0	Location 18
Order 15	number of articles 19	due date 41.75
0	Aisle 0	Location 30
1	Aisle 12	Location 30
2	Aisle 1	Location 3
3	Aisle 0	Location 42
4	Aisle 1	Location 26
5	Aisle 2	Location 17
6	Aisle 2	Location 13
7	Aisle 0	Location 41
8	Aisle 2	Location 12
9	Aisle 0	Location 34
10	Aisle 1	Location 21
11	Aisle 1	Location 43
12	Aisle 0	Location 43
13	Aisle 4	Location 36
14	Aisle 1	Location 18
15	Aisle 3	Location 41
16	Aisle 2	Location 27
17	Aisle 4	Location 8
18	Aisle 0	Location 17
Order 16	number of articles 12	due date 7.75
0	Aisle 19	Location 29
1	Aisle 2	Location 20
2	Aisle 5	Location 4
3	Aisle 4	Location 1
4	Aisle 1	Location 18
5	Aisle 2	Location 21
6	Aisle 3	Location 23
7	Aisle 3	Location 30
8	Aisle 1	Location 15
9	Aisle 3	Location 1
10	Aisle 4	Location 15
11	Aisle 0	Location 18
Order 17	number of articles 23	due date 44.75
0	Aisle 1	Location 29
1	Aisle 0	Location 23
2	Aisle 2	Location 5
3	Aisle 4	Location 16
4	Aisle 3	Location 39
5	Aisle 3	Location 23
6	Aisle 0	Location 40
7	Aisle 1	Location 2
8	Aisle 0	Location 29
9	Aisle 4	Location 6
10	Aisle 7	Location 28
11	Aisle 1	Location 12
12	Aisle 0	Location 26
13	Aisle 6	Location 7
14	Aisle 0	Location 30
15	Aisle 5	Location 10
16	Aisle 0	Location 1
17	Aisle 3	Location 14
18	Aisle 8	Location 35
19	Aisle 1	Location 37
20	Aisle 7	Location 42
21	Aisle 2	Location 20
22	Aisle 3	Location 12
Order 18	number of articles 10	due date 17.75
0	Aisle 1	Location 40
1	Aisle 2	Location 38
2	Aisle 10	Location 5
3	Aisle 4	Location 35
4	Aisle 3	Location 42
5	Aisle 1	Location 19
6	Aisle 5	Location 38
7	Aisle 0	Location 36
8	Aisle 18	Location 44
9	Aisle 0	Location 2
Order 19	number of articles 11	due date 69.75
0	Aisle 2	Location 8
1	Aisle 4	Location 28
2	Aisle 1	Location 14
3	Aisle 4	Location 26
4	Aisle 12	Location 22
5	Aisle 1	Location 39
6	Aisle 1	Location 13
7	Aisle 0	Location 11
8	Aisle 4	Location 18
9	Aisle 3	Location 27
10	Aisle 1	Location 38
