Order 0	number of articles 8	due date 188.063
3	Aisle 5	Location 18
4	Aisle 3	Location 37
5	Aisle 1	Location 2
6	Aisle 1	Location 28
7	Aisle 1	Location 39
8	Aisle 0	Location 9
9	Aisle 1	Location 40
10	Aisle 1	Location 27
11	Aisle 2	Location 2
12	Aisle 3	Location 34
13	Aisle 9	Location 34
14	Aisle 1	Location 4
15	Aisle 0	Location 19
16	Aisle 5	Location 15
17	Aisle 16	Location 40
18	Aisle 0	Location 11
Order 10	number of articles 20	due date 155.063
0	Aisle 3	Location 35
1	Aisle 3	Location 16
2	Aisle 0	Location 32
3	Aisle 8	Location 2
4	Aisle 0	Location 28
5	Aisle 0	Location 35
6	Aisle 1	Location 37
7	Aisle 5	Location 33
8	Aisle 2	Location 13
9	Aisle 2	Location 16
10	Aisle 5	Location 13
11	Aisle 1	Location 41
12	Aisle 0	Location 17
13	Aisle 5	Location 28
14	Aisle 5	Location 43
15	Aisle 17	Location 38
16	Aisle 1	Location 36
17	Aisle 0	Location 38
18	Aisle 2	Location 8
19	Aisle 7	Location 2
Order 11	number of articles 21	due date 172.063
0	Aisle 1	Location 30
1	Aisle 1	Location 7
2	Aisle 0	Location 34
3	Aisle 2	Location 2
4	Aisle 0	Location 6
5	Aisle 0	Location 30
6	Aisle 1	Location 42
7	Aisle 4	Location 7
8	Aisle 4	Location 26
9	Aisle 0	Location 16
10	Aisle 3	Location 12
11	Aisle 16	Location 27
12	Aisle 3	Location 0
13	Aisle 0	Location 14
14	Aisle 0	Location 24
15	Aisle 1	Location 38
16	Aisle 5	Location 2
17	Aisle 0	Location 28
18	Aisle 1	Location 36
19	Aisle 0	Location 33
20	Aisle 1	Location 44
Order 12	number of articles 13	due date 54.0625
0	Aisle 2	Location 14
1	Aisle 0	Location 43
2	Aisle 3	Location 1
3	Aisle 5	Location 13
4	Aisle 1	Location 38
5	Aisle 0	Location 8
6	Aisle 1	Location 25
7	Aisle 2	Location 25
8	Aisle 3	Location 28
9	Aisle 4	Location 21
10	Aisle 0	Location 23
11	Aisle 1	Location 22
12	Aisle 1	Location 18
Order 13	number of articles 16	due date 85.0625
0	Aisle 0	Location 26
1	Aisle 4	Location 37
2	Aisle 1	Location 28
3	Aisle 2	Location 8
4	Aisle 1	Location 10
5	Aisle 0	Location 20
6	Aisle 4	Location 41
7	Aisle 0	Location 39
8	Aisle 0	Location 27
9	Aisle 4	Location 12
10	Aisle 0	Location 13
11	Aisle 2	Location 9
12	Aisle 10	Location 43
13	Aisle 4	Location 33
14	Aisle 5	Location 24
15	Aisle 5	Location 39
Order 14	number of articles 18	due date 135.063
0	Aisle 5	Location 15
1	Aisle 0	Location 11
2	Aisle 0	Location 28
3	Aisle 2	Location 33
4	Aisle 2	Location 21
5	Aisle 1	Location 17
6	Aisle 0	Location 21
7	Aisle 0	Location 13
8	Aisle 1	Location 33
9	Aisle 1	Location 7
10	Aisle 0	Location 39
11	Aisle 5	Location 4
12	Aisle 2	Location 8
13	Aisle 5	Location 10
14	Aisle 1	Location 4
15	Aisle 1	Location 2
16	Aisle 1	Location 1
17	Aisle 1	Location 12
Order 15	number of articles 21	due date 27.0625
0	Aisle 3	Location 4
1	Aisle 7	Location 9
2	Aisle 1	Location 35
3	Aisle 2	Location 39
4	Aisle 14	Location 22
5	Aisle 1	Location 27
6	Aisle 0	Location 31
7	Aisle 0	Location 38
8	Aisle 2	Location 30
9	Aisle 4	Location 20
10	Aisle 3	Location 33
11	Aisle 7	Location 23
12	Aisle 3	Location 36
13	Aisle 1	Location 32
14	Aisle 0	Location 26
15	Aisle 0	Location 32
16	Aisle 18	Location 43
17	Aisle 3	Location 9
18	Aisle 1	Location 2
19	Aisle 0	Location 0
20	Aisle 3	Location 1
Order 16	number of articles 17	due date 43.0625
0	Aisle 0	Location 30
1	Aisle 0	Location 2
2	Aisle 5	Location 38
3	Aisle 0	Location 37
4	Aisle 1	Location 13
5	Aisle 1	Location 16
6	Aisle 1	Location 35
7	Aisle 1	Location 14
8	Aisle 1	Location 0
9	Aisle 5	Location 28
10	Aisle 5	Location 30
11	Aisle 5	Location 12
12	Aisle 4	Location 13
13	Aisle 5	Location 32
14	Aisle 13	Location 32
15	Aisle 5	Location 4
16	Aisle 0	Location 10
Order 17	number of articles 22	due date 203.063
0	Aisle 3	Location 32
1	Aisle 4	Location 29
2	Aisle 4	Location 20
3	Aisle 0	Location 16
4	Aisle 0	Location 17
5	Aisle 0	Location 13
6	Aisle 1	Location 9
7	Aisle 1	Location 19
8	Aisle 1	Location 0
9	Aisle 1	Location 11
10	Aisle 18	Location 38
11	Aisle 11	Location 20
12	Aisle 1	Location 24
13	Aisle 0	Location 2
14	Aisle 4	Location 23
15	Aisle 1	Location 33
16	Aisle 4	Location 36
17	Aisle 5	Location 41
18	Aisle 1	Location 40
19	Aisle 3	Location 7
20	Aisle 3	Location 4
21	Aisle 1	Location 7
Order 18	number of articles 9	due date 135.063
0	Aisle 2	Location 10
1	Aisle 5	Location 20
2	Aisle 0	Location 25
3	Aisle 3	Location 27
4	Aisle 3	Location 5
5	Aisle 1	Location 8
6	Aisle 1	Location 44
7	Aisle 2	Location 25
8	Aisle 5	Location 16
Order 19	number of articles 13	due date 170.063
0	Aisle 1	Location 37
1	Aisle 4	Location 9
2	Aisle 0	Location 27
3	Aisle 4	Location 14
4	Aisle 14	Location 1
5	Aisle 2	Location 4
6	Aisle 1	Location 11
7	Aisle 2	Location 2
8	Aisle 0	Location 38
9	Aisle 2	Location 41
10	Aisle 1	Location 15
11	Aisle 5	Location 13
12	Aisle 1	Location 20
