Order 0	number of articles 20	due date 72.1667
17	Aisle 0	Location 29
18	Aisle 1	Location 6
19	Aisle 4	Location 39
Order 9	number of articles 7	due date 99.1667
0	Aisle 1	Location 41
1	Aisle 5	Location 25
2	Aisle 0	Location 34
3	Aisle 1	Location 26
4	Aisle 0	Location 22
5	Aisle 2	Location 21
6	Aisle 0	Location 4
Order 10	number of articles 6	due date 49.1667
0	Aisle 15	Location 13
1	Aisle 5	Location 35
2	Aisle 2	Location 10
3	Aisle 1	Location 13
4	Aisle 1	Location 14
5	Aisle 1	Location 20
Order 11	number of articles 22	due date 29.1667
0	Aisle 4	Location 18
1	Aisle 1	Location 33
2	Aisle 0	Location 33
3	Aisle 1	Location 12
4	Aisle 1	Location 38
5	Aisle 0	Location 3
6	Aisle 0	Location 17
7	Aisle 1	Location 35
8	Aisle 3	Location 12
9	Aisle 3	Location 22
10	Aisle 5	Location 32
11	Aisle 6	Location 36
12	Aisle 2	Location 41
13	Aisle 1	Location 39
14	Aisle 0	Location 39
15	Aisle 1	Location 29
16	Aisle 0	Location 31
17	Aisle 5	Location 41
18	Aisle 1	Location 23
19	Aisle 5	Location 10
20	Aisle 18	Location 21
21	Aisle 4	Location 22
Order 12	number of articles 6	due date 35.1667
0	Aisle 0	Location 14
1	Aisle 1	Location 14
2	Aisle 1	Location 0
3	Aisle 0	Location 1
4	Aisle 1	Location 11
5	Aisle 2	Location 5
Order 13	number of articles 17	due date 35.1667
0	Aisle 0	Location 37
1	Aisle 1	Location 0
2	Aisle 0	Location 38
3	Aisle 1	Location 25
4	Aisle 1	Location 23
5	Aisle 0	Location 28
6	Aisle 1	Location 22
7	Aisle 2	Location 15
8	Aisle 4	Location 33
9	Aisle 1	Location 32
10	Aisle 0	Location 14
11	Aisle 3	Location 2
12	Aisle 0	Location 21
13	Aisle 3	Location 24
14	Aisle 0	Location 30
15	Aisle 1	Location 15
16	Aisle 0	Location 34
Order 14	number of articles 14	due date 82.1667
0	Aisle 3	Location 38
1	Aisle 4	Location 8
2	Aisle 9	Location 26
3	Aisle 0	Location 12
4	Aisle 0	Location 19
5	Aisle 1	Location 39
6	Aisle 4	Location 37
7	Aisle 5	Location 2
8	Aisle 0	Location 16
9	Aisle 1	Location 27
10	Aisle 1	Location 44
11	Aisle 1	Location 38
12	Aisle 4	Location 33
13	Aisle 0	Location 29
Order 15	number of articles 11	due date 89.1667
0	Aisle 5	Location 14
1	Aisle 0	Location 40
2	Aisle 1	Location 39
3	Aisle 3	Location 16
4	Aisle 2	Location 33
5	Aisle 1	Location 40
6	Aisle 1	Location 12
7	Aisle 3	Location 2
8	Aisle 1	Location 0
9	Aisle 0	Location 13
10	Aisle 1	Location 11
Order 16	number of articles 8	due date 18.1667
0	Aisle 5	Location 27
1	Aisle 3	Location 44
2	Aisle 0	Location 42
3	Aisle 0	Location 15
4	Aisle 0	Location 26
5	Aisle 5	Location 15
6	Aisle 2	Location 27
7	Aisle 0	Location 16
Order 17	number of articles 19	due date 21.1667
0	Aisle 4	Location 35
1	Aisle 0	Location 13
2	Aisle 1	Location 36
3	Aisle 1	Location 5
4	Aisle 0	Location 11
5	Aisle 5	Location 15
6	Aisle 1	Location 22
7	Aisle 18	Location 29
8	Aisle 1	Location 16
9	Aisle 1	Location 21
10	Aisle 1	Location 37
11	Aisle 3	Location 35
12	Aisle 3	Location 30
13	Aisle 12	Location 43
14	Aisle 3	Location 19
15	Aisle 14	Location 3
16	Aisle 5	Location 23
17	Aisle 15	Location 17
18	Aisle 0	Location 9
Order 18	number of articles 14	due date 67.1667
0	Aisle 3	Location 30
1	Aisle 0	Location 6
2	Aisle 0	Location 8
3	Aisle 1	Location 44
4	Aisle 0	Location 24
5	Aisle 2	Location 21
6	Aisle 3	Location 0
7	Aisle 1	Location 16
8	Aisle 0	Location 15
9	Aisle 0	Location 44
10	Aisle 1	Location 5
11	Aisle 1	Location 34
12	Aisle 1	Location 20
13	Aisle 0	Location 13
Order 19	number of articles 9	due date 60.1667
0	Aisle 2	Location 11
1	Aisle 1	Location 36
2	Aisle 0	Location 0
3	Aisle 1	Location 20
4	Aisle 0	Location 34
5	Aisle 0	Location 18
6	Aisle 1	Location 31
7	Aisle 0	Location 5
8	Aisle 0	Location 37
