Order 0	number of articles 16	due date 315.625
5	Aisle 3	Location 34
6	Aisle 0	Location 29
7	Aisle 1	Location 35
8	Aisle 0	Location 33
9	Aisle 1	Location 20
10	Aisle 2	Location 37
11	Aisle 1	Location 44
12	Aisle 1	Location 34
13	Aisle 3	Location 1
14	Aisle 3	Location 26
15	Aisle 3	Location 35
16	Aisle 0	Location 44
Order 6	number of articles 22	due date 277.625
0	Aisle 19	Location 24
1	Aisle 4	Location 26
2	Aisle 5	Location 12
3	Aisle 1	Location 9
4	Aisle 1	Location 43
5	Aisle 0	Location 11
6	Aisle 2	Location 26
7	Aisle 10	Location 2
8	Aisle 5	Location 15
9	Aisle 0	Location 27
10	Aisle 1	Location 30
11	Aisle 0	Location 41
12	Aisle 1	Location 34
13	Aisle 0	Location 16
14	Aisle 0	Location 44
15	Aisle 0	Location 4
16	Aisle 1	Location 31
17	Aisle 6	Location 1
18	Aisle 5	Location 9
19	Aisle 3	Location 0
20	Aisle 2	Location 11
21	Aisle 1	Location 33
Order 7	number of articles 5	due date 413.625
0	Aisle 15	Location 1
1	Aisle 1	Location 17
2	Aisle 5	Location 19
3	Aisle 2	Location 33
4	Aisle 4	Location 28
Order 8	number of articles 17	due date 156.625
0	Aisle 6	Location 38
1	Aisle 3	Location 16
2	Aisle 3	Location 23
3	Aisle 1	Location 11
4	Aisle 0	Location 39
5	Aisle 19	Location 16
6	Aisle 2	Location 14
7	Aisle 0	Location 42
8	Aisle 1	Location 12
9	Aisle 1	Location 42
10	Aisle 3	Location 42
11	Aisle 0	Location 27
12	Aisle 1	Location 34
13	Aisle 16	Location 17
14	Aisle 0	Location 24
15	Aisle 4	Location 33
16	Aisle 12	Location 36
Order 9	number of articles 15	due date 12.625
0	Aisle 16	Location 40
1	Aisle 0	Location 26
2	Aisle 2	Location 19
3	Aisle 1	Location 32
4	Aisle 4	Location 38
5	Aisle 4	Location 25
6	Aisle 3	Location 19
7	Aisle 1	Location 12
8	Aisle 1	Location 3
9	Aisle 0	Location 7
10	Aisle 5	Location 22
11	Aisle 2	Location 25
12	Aisle 1	Location 16
13	Aisle 0	Location 21
14	Aisle 1	Location 14
Order 10	number of articles 10	due date 272.625
0	Aisle 4	Location 44
1	Aisle 6	Location 14
2	Aisle 1	Location 40
3	Aisle 1	Location 17
4	Aisle 5	Location 11
5	Aisle 2	Location 11
6	Aisle 3	Location 2
7	Aisle 15	Location 21
8	Aisle 19	Location 33
9	Aisle 4	Location 3
Order 11	number of articles 22	due date 189.625
0	Aisle 1	Location 27
1	Aisle 0	Location 28
2	Aisle 1	Location 38
3	Aisle 0	Location 23
4	Aisle 3	Location 14
5	Aisle 2	Location 27
6	Aisle 0	Location 24
7	Aisle 2	Location 24
8	Aisle 2	Location 29
9	Aisle 4	Location 40
10	Aisle 5	Location 20
11	Aisle 0	Location 4
12	Aisle 0	Location 1
13	Aisle 19	Location 28
14	Aisle 0	Location 3
15	Aisle 5	Location 42
16	Aisle 11	Location 18
17	Aisle 1	Location 19
18	Aisle 0	Location 34
19	Aisle 0	Location 32
20	Aisle 0	Location 38
21	Aisle 1	Location 29
Order 12	number of articles 22	due date 357.625
0	Aisle 17	Location 36
1	Aisle 4	Location 44
2	Aisle 4	Location 26
3	Aisle 1	Location 32
4	Aisle 9	Location 16
5	Aisle 5	Location 37
6	Aisle 0	Location 36
7	Aisle 0	Location 37
8	Aisle 0	Location 23
9	Aisle 2	Location 16
10	Aisle 0	Location 33
11	Aisle 1	Location 23
12	Aisle 3	Location 23
13	Aisle 3	Location 27
14	Aisle 1	Location 17
15	Aisle 1	Location 27
16	Aisle 1	Location 18
17	Aisle 3	Location 8
18	Aisle 0	Location 6
19	Aisle 2	Location 24
20	Aisle 3	Location 35
21	Aisle 1	Location 14
Order 13	number of articles 23	due date 261.625
0	Aisle 3	Location 29
1	Aisle 4	Location 14
2	Aisle 4	Location 43
3	Aisle 4	Location 16
4	Aisle 3	Location 3
5	Aisle 5	Location 15
6	Aisle 1	Location 5
7	Aisle 3	Location 7
8	Aisle 0	Location 11
9	Aisle 0	Location 15
10	Aisle 0	Location 38
11	Aisle 0	Location 14
12	Aisle 3	Location 31
13	Aisle 0	Location 1
14	Aisle 2	Location 12
15	Aisle 6	Location 5
16	Aisle 0	Location 2
17	Aisle 0	Location 9
18	Aisle 5	Location 22
19	Aisle 5	Location 14
20	Aisle 5	Location 18
21	Aisle 11	Location 18
22	Aisle 1	Location 26
Order 14	number of articles 13	due date 25.625
0	Aisle 1	Location 15
1	Aisle 1	Location 13
2	Aisle 0	Location 34
3	Aisle 2	Location 28
4	Aisle 0	Location 1
5	Aisle 1	Location 39
6	Aisle 1	Location 28
7	Aisle 1	Location 2
8	Aisle 0	Location 40
9	Aisle 0	Location 12
10	Aisle 2	Location 7
11	Aisle 3	Location 2
12	Aisle 1	Location 11
Order 15	number of articles 19	due date 27.625
0	Aisle 5	Location 37
1	Aisle 1	Location 43
2	Aisle 17	Location 2
3	Aisle 1	Location 1
4	Aisle 10	Location 22
5	Aisle 0	Location 9
6	Aisle 0	Location 17
7	Aisle 1	Location 27
8	Aisle 17	Location 35
9	Aisle 0	Location 35
10	Aisle 0	Location 4
11	Aisle 1	Location 16
12	Aisle 14	Location 24
13	Aisle 4	Location 1
14	Aisle 1	Location 3
15	Aisle 6	Location 16
16	Aisle 3	Location 27
17	Aisle 0	Location 26
18	Aisle 1	Location 34
Order 16	number of articles 19	due date 242.625
0	Aisle 1	Location 18
1	Aisle 17	Location 1
2	Aisle 4	Location 26
3	Aisle 7	Location 11
4	Aisle 2	Location 9
5	Aisle 1	Location 38
6	Aisle 3	Location 34
7	Aisle 5	Location 31
8	Aisle 2	Location 24
9	Aisle 0	Location 0
10	Aisle 1	Location 43
11	Aisle 1	Location 11
12	Aisle 2	Location 28
13	Aisle 1	Location 12
14	Aisle 0	Location 36
15	Aisle 5	Location 22
16	Aisle 0	Location 38
17	Aisle 1	Location 7
18	Aisle 4	Location 5
Order 17	number of articles 21	due date 453.625
0	Aisle 3	Location 20
1	Aisle 3	Location 13
2	Aisle 3	Location 22
3	Aisle 1	Location 31
4	Aisle 0	Location 29
5	Aisle 8	Location 35
6	Aisle 0	Location 41
7	Aisle 0	Location 33
8	Aisle 0	Location 11
9	Aisle 2	Location 30
10	Aisle 1	Location 30
11	Aisle 2	Location 11
12	Aisle 0	Location 15
13	Aisle 1	Location 2
14	Aisle 0	Location 13
15	Aisle 1	Location 25
16	Aisle 7	Location 16
17	Aisle 4	Location 19
18	Aisle 3	Location 26
19	Aisle 3	Location 10
20	Aisle 4	Location 9
Order 18	number of articles 22	due date 171.625
0	Aisle 0	Location 34
1	Aisle 0	Location 22
2	Aisle 1	Location 33
3	Aisle 3	Location 31
4	Aisle 1	Location 13
5	Aisle 2	Location 24
6	Aisle 1	Location 38
7	Aisle 1	Location 21
8	Aisle 16	Location 29
9	Aisle 1	Location 2
10	Aisle 12	Location 28
11	Aisle 0	Location 19
12	Aisle 1	Location 23
13	Aisle 1	Location 29
14	Aisle 1	Location 39
15	Aisle 0	Location 30
16	Aisle 4	Location 6
17	Aisle 5	Location 44
18	Aisle 1	Location 37
19	Aisle 2	Location 4
20	Aisle 0	Location 17
21	Aisle 2	Location 18
Order 19	number of articles 12	due date 327.625
0	Aisle 0	Location 31
1	Aisle 0	Location 21
2	Aisle 5	Location 43
3	Aisle 7	Location 29
4	Aisle 5	Location 30
5	Aisle 1	Location 23
6	Aisle 1	Location 6
7	Aisle 3	Location 22
8	Aisle 1	Location 19
9	Aisle 1	Location 38
10	Aisle 0	Location 20
11	Aisle 0	Location 10
Order 20	number of articles 20	due date 149.625
0	Aisle 1	Location 29
1	Aisle 1	Location 17
2	Aisle 4	Location 28
3	Aisle 0	Location 23
4	Aisle 1	Location 20
5	Aisle 0	Location 6
6	Aisle 8	Location 22
7	Aisle 4	Location 1
8	Aisle 1	Location 19
9	Aisle 3	Location 19
10	Aisle 0	Location 11
11	Aisle 4	Location 6
12	Aisle 0	Location 30
13	Aisle 3	Location 13
14	Aisle 0	Location 1
15	Aisle 2	Location 20
16	Aisle 1	Location 23
17	Aisle 1	Location 4
18	Aisle 1	Location 1
19	Aisle 1	Location 31
Order 21	number of articles 14	due date 413.625
0	Aisle 1	Location 43
1	Aisle 16	Location 20
2	Aisle 1	Location 31
3	Aisle 2	Location 34
4	Aisle 0	Location 20
5	Aisle 2	Location 29
6	Aisle 1	Location 20
7	Aisle 0	Location 40
8	Aisle 1	Location 38
9	Aisle 2	Location 17
10	Aisle 1	Location 9
11	Aisle 1	Location 10
12	Aisle 3	Location 0
13	Aisle 1	Location 25
Order 22	number of articles 14	due date 288.625
0	Aisle 1	Location 35
1	Aisle 0	Location 24
2	Aisle 0	Location 21
3	Aisle 5	Location 0
4	Aisle 0	Location 6
5	Aisle 1	Location 14
6	Aisle 1	Location 34
7	Aisle 0	Location 34
8	Aisle 16	Location 14
9	Aisle 0	Location 20
10	Aisle 4	Location 29
11	Aisle 0	Location 10
12	Aisle 1	Location 31
13	Aisle 5	Location 17
Order 23	number of articles 19	due date 241.625
0	Aisle 0	Location 11
1	Aisle 17	Location 43
2	Aisle 0	Location 37
3	Aisle 0	Location 33
4	Aisle 10	Location 44
5	Aisle 0	Location 38
6	Aisle 1	Location 20
7	Aisle 2	Location 37
8	Aisle 3	Location 32
9	Aisle 4	Location 22
10	Aisle 4	Location 39
11	Aisle 12	Location 17
12	Aisle 5	Location 2
13	Aisle 14	Location 36
14	Aisle 6	Location 1
15	Aisle 1	Location 14
16	Aisle 4	Location 33
17	Aisle 5	Location 11
18	Aisle 0	Location 25
Order 24	number of articles 11	due date 92.625
0	Aisle 16	Location 14
1	Aisle 4	Location 11
2	Aisle 14	Location 19
3	Aisle 0	Location 34
4	Aisle 1	Location 22
5	Aisle 0	Location 26
6	Aisle 1	Location 13
7	Aisle 17	Location 10
8	Aisle 10	Location 44
9	Aisle 4	Location 41
10	Aisle 4	Location 33
Order 25	number of articles 12	due date 108.625
0	Aisle 1	Location 1
1	Aisle 3	Location 20
2	Aisle 1	Location 23
3	Aisle 16	Location 32
4	Aisle 18	Location 44
5	Aisle 5	Location 28
6	Aisle 1	Location 44
7	Aisle 0	Location 29
8	Aisle 2	Location 32
9	Aisle 5	Location 41
10	Aisle 11	Location 30
11	Aisle 0	Location 11
Order 26	number of articles 5	due date 387.625
0	Aisle 2	Location 20
1	Aisle 5	Location 12
2	Aisle 3	Location 10
3	Aisle 0	Location 32
4	Aisle 5	Location 14
Order 27	number of articles 13	due date 288.625
0	Aisle 1	Location 8
1	Aisle 0	Location 21
2	Aisle 0	Location 6
3	Aisle 18	Location 19
4	Aisle 5	Location 22
5	Aisle 1	Location 28
6	Aisle 1	Location 35
7	Aisle 3	Location 35
8	Aisle 17	Location 28
9	Aisle 3	Location 34
10	Aisle 0	Location 14
11	Aisle 16	Location 31
12	Aisle 3	Location 19
Order 28	number of articles 5	due date 272.625
0	Aisle 1	Location 10
1	Aisle 4	Location 43
2	Aisle 2	Location 23
3	Aisle 4	Location 40
4	Aisle 0	Location 3
Order 29	number of articles 12	due date 324.625
0	Aisle 2	Location 43
1	Aisle 0	Location 37
2	Aisle 3	Location 12
3	Aisle 5	Location 20
4	Aisle 1	Location 38
5	Aisle 1	Location 13
6	Aisle 1	Location 34
7	Aisle 1	Location 44
8	Aisle 3	Location 30
9	Aisle 18	Location 9
10	Aisle 2	Location 6
11	Aisle 7	Location 44
Order 30	number of articles 19	due date 249.625
0	Aisle 1	Location 23
1	Aisle 0	Location 2
2	Aisle 11	Location 19
3	Aisle 0	Location 1
4	Aisle 1	Location 1
5	Aisle 0	Location 28
6	Aisle 17	Location 10
7	Aisle 1	Location 11
8	Aisle 1	Location 30
9	Aisle 0	Location 24
10	Aisle 2	Location 5
11	Aisle 1	Location 15
12	Aisle 0	Location 20
13	Aisle 1	Location 0
14	Aisle 0	Location 26
15	Aisle 19	Location 1
16	Aisle 1	Location 26
17	Aisle 17	Location 7
18	Aisle 4	Location 38
Order 31	number of articles 19	due date 94.625
0	Aisle 8	Location 36
1	Aisle 2	Location 25
2	Aisle 4	Location 5
3	Aisle 13	Location 10
4	Aisle 9	Location 37
5	Aisle 0	Location 21
6	Aisle 5	Location 5
7	Aisle 14	Location 30
8	Aisle 2	Location 33
9	Aisle 2	Location 3
10	Aisle 2	Location 28
11	Aisle 1	Location 17
12	Aisle 1	Location 35
13	Aisle 1	Location 22
14	Aisle 1	Location 28
15	Aisle 1	Location 16
16	Aisle 0	Location 4
17	Aisle 1	Location 20
18	Aisle 19	Location 14
Order 32	number of articles 10	due date 333.625
0	Aisle 1	Location 11
1	Aisle 0	Location 13
2	Aisle 0	Location 42
3	Aisle 0	Location 34
4	Aisle 0	Location 43
5	Aisle 0	Location 44
6	Aisle 8	Location 8
7	Aisle 0	Location 30
8	Aisle 0	Location 22
9	Aisle 0	Location 28
Order 33	number of articles 21	due date 400.625
0	Aisle 1	Location 23
1	Aisle 0	Location 29
2	Aisle 1	Location 43
3	Aisle 1	Location 40
4	Aisle 1	Location 38
5	Aisle 0	Location 35
6	Aisle 1	Location 30
7	Aisle 2	Location 32
8	Aisle 1	Location 24
9	Aisle 1	Location 8
10	Aisle 0	Location 30
11	Aisle 0	Location 26
12	Aisle 15	Location 9
13	Aisle 0	Location 14
14	Aisle 17	Location 0
15	Aisle 4	Location 44
16	Aisle 0	Location 27
17	Aisle 0	Location 3
18	Aisle 1	Location 9
19	Aisle 0	Location 18
20	Aisle 0	Location 44
Order 34	number of articles 17	due date 168.625
0	Aisle 0	Location 14
1	Aisle 1	Location 4
2	Aisle 0	Location 35
3	Aisle 2	Location 10
4	Aisle 2	Location 42
5	Aisle 2	Location 1
6	Aisle 3	Location 22
7	Aisle 1	Location 19
8	Aisle 1	Location 27
9	Aisle 1	Location 28
10	Aisle 14	Location 27
11	Aisle 0	Location 18
12	Aisle 2	Location 35
13	Aisle 17	Location 13
14	Aisle 2	Location 41
15	Aisle 2	Location 6
16	Aisle 0	Location 12
Order 35	number of articles 22	due date 306.625
0	Aisle 2	Location 38
1	Aisle 0	Location 40
2	Aisle 2	Location 2
3	Aisle 0	Location 28
4	Aisle 5	Location 29
5	Aisle 1	Location 20
6	Aisle 5	Location 43
7	Aisle 0	Location 10
8	Aisle 14	Location 28
9	Aisle 1	Location 41
10	Aisle 1	Location 34
11	Aisle 4	Location 23
12	Aisle 4	Location 5
13	Aisle 0	Location 12
14	Aisle 1	Location 24
15	Aisle 0	Location 18
16	Aisle 4	Location 15
17	Aisle 5	Location 37
18	Aisle 1	Location 15
19	Aisle 4	Location 31
20	Aisle 3	Location 26
21	Aisle 3	Location 27
Order 36	number of articles 23	due date 274.625
0	Aisle 3	Location 9
1	Aisle 3	Location 37
2	Aisle 0	Location 40
3	Aisle 5	Location 3
4	Aisle 1	Location 2
5	Aisle 5	Location 6
6	Aisle 3	Location 36
7	Aisle 0	Location 30
8	Aisle 3	Location 29
9	Aisle 12	Location 8
10	Aisle 2	Location 11
11	Aisle 12	Location 9
12	Aisle 0	Location 9
13	Aisle 4	Location 25
14	Aisle 2	Location 36
15	Aisle 1	Location 19
16	Aisle 4	Location 38
17	Aisle 0	Location 43
18	Aisle 3	Location 3
19	Aisle 1	Location 8
20	Aisle 4	Location 1
21	Aisle 5	Location 23
22	Aisle 15	Location 17
Order 37	number of articles 23	due date 187.625
0	Aisle 1	Location 18
1	Aisle 3	Location 30
2	Aisle 2	Location 13
3	Aisle 2	Location 36
4	Aisle 0	Location 38
5	Aisle 0	Location 21
6	Aisle 0	Location 44
7	Aisle 0	Location 13
8	Aisle 1	Location 34
9	Aisle 3	Location 26
10	Aisle 0	Location 35
11	Aisle 0	Location 40
12	Aisle 3	Location 14
13	Aisle 0	Location 5
14	Aisle 4	Location 43
15	Aisle 1	Location 36
16	Aisle 1	Location 9
17	Aisle 0	Location 3
18	Aisle 4	Location 19
19	Aisle 1	Location 19
20	Aisle 0	Location 27
21	Aisle 3	Location 9
22	Aisle 1	Location 35
Order 38	number of articles 15	due date 105.625
0	Aisle 5	Location 40
1	Aisle 2	Location 16
2	Aisle 1	Location 14
3	Aisle 13	Location 37
4	Aisle 1	Location 28
5	Aisle 0	Location 2
6	Aisle 6	Location 17
7	Aisle 1	Location 16
8	Aisle 3	Location 29
9	Aisle 1	Location 39
10	Aisle 5	Location 6
11	Aisle 4	Location 39
12	Aisle 1	Location 44
13	Aisle 12	Location 43
14	Aisle 1	Location 30
Order 39	number of articles 19	due date 290.625
0	Aisle 5	Location 43
1	Aisle 1	Location 33
2	Aisle 0	Location 41
3	Aisle 1	Location 38
4	Aisle 5	Location 13
5	Aisle 4	Location 6
6	Aisle 1	Location 40
7	Aisle 0	Location 28
8	Aisle 1	Location 23
9	Aisle 13	Location 0
10	Aisle 0	Location 22
11	Aisle 3	Location 12
12	Aisle 2	Location 20
13	Aisle 0	Location 1
14	Aisle 0	Location 20
15	Aisle 0	Location 36
16	Aisle 11	Location 6
17	Aisle 0	Location 23
18	Aisle 16	Location 0
Order 40	number of articles 6	due date 76.625
0	Aisle 0	Location 39
1	Aisle 4	Location 32
2	Aisle 1	Location 12
3	Aisle 4	Location 6
4	Aisle 4	Location 0
5	Aisle 4	Location 33
Order 41	number of articles 18	due date 27.625
0	Aisle 5	Location 37
1	Aisle 9	Location 7
2	Aisle 4	Location 43
3	Aisle 2	Location 6
4	Aisle 0	Location 34
5	Aisle 3	Location 17
6	Aisle 1	Location 13
7	Aisle 2	Location 39
8	Aisle 0	Location 38
9	Aisle 4	Location 4
10	Aisle 11	Location 15
11	Aisle 2	Location 35
12	Aisle 13	Location 26
13	Aisle 5	Location 32
14	Aisle 1	Location 39
15	Aisle 5	Location 25
16	Aisle 0	Location 3
17	Aisle 1	Location 10
Order 42	number of articles 6	due date 81.625
0	Aisle 0	Location 2
1	Aisle 5	Location 16
2	Aisle 1	Location 31
3	Aisle 5	Location 28
4	Aisle 1	Location 38
5	Aisle 1	Location 28
Order 43	number of articles 21	due date 278.625
0	Aisle 0	Location 18
1	Aisle 6	Location 15
2	Aisle 4	Location 24
3	Aisle 1	Location 15
4	Aisle 17	Location 13
5	Aisle 0	Location 26
6	Aisle 4	Location 41
7	Aisle 5	Location 24
8	Aisle 1	Location 24
9	Aisle 0	Location 2
10	Aisle 2	Location 7
11	Aisle 1	Location 31
12	Aisle 3	Location 13
13	Aisle 18	Location 42
14	Aisle 1	Location 39
15	Aisle 0	Location 36
16	Aisle 2	Location 25
17	Aisle 1	Location 36
18	Aisle 0	Location 39
19	Aisle 0	Location 3
20	Aisle 1	Location 42
Order 44	number of articles 15	due date 136.625
0	Aisle 0	Location 15
1	Aisle 2	Location 24
2	Aisle 1	Location 8
3	Aisle 4	Location 41
4	Aisle 4	Location 38
5	Aisle 1	Location 38
6	Aisle 0	Location 14
7	Aisle 4	Location 36
8	Aisle 2	Location 40
9	Aisle 0	Location 35
10	Aisle 1	Location 37
11	Aisle 0	Location 29
12	Aisle 0	Location 21
13	Aisle 1	Location 10
14	Aisle 9	Location 15
Order 45	number of articles 19	due date 312.625
0	Aisle 0	Location 35
1	Aisle 0	Location 28
2	Aisle 0	Location 15
3	Aisle 1	Location 40
4	Aisle 2	Location 7
5	Aisle 2	Location 11
6	Aisle 17	Location 7
7	Aisle 4	Location 1
8	Aisle 2	Location 34
9	Aisle 2	Location 42
10	Aisle 1	Location 36
11	Aisle 0	Location 32
12	Aisle 3	Location 12
13	Aisle 4	Location 32
14	Aisle 0	Location 18
15	Aisle 1	Location 19
16	Aisle 4	Location 0
17	Aisle 1	Location 37
18	Aisle 0	Location 22
Order 46	number of articles 21	due date 202.625
0	Aisle 1	Location 22
1	Aisle 0	Location 36
2	Aisle 0	Location 30
3	Aisle 1	Location 5
4	Aisle 1	Location 27
5	Aisle 0	Location 9
6	Aisle 15	Location 16
7	Aisle 3	Location 36
8	Aisle 0	Location 13
9	Aisle 1	Location 2
10	Aisle 4	Location 33
11	Aisle 5	Location 9
12	Aisle 0	Location 27
13	Aisle 5	Location 20
14	Aisle 1	Location 3
15	Aisle 0	Location 31
16	Aisle 2	Location 42
17	Aisle 1	Location 44
18	Aisle 1	Location 41
19	Aisle 13	Location 13
20	Aisle 0	Location 15
Order 47	number of articles 17	due date 235.625
0	Aisle 0	Location 44
1	Aisle 0	Location 43
2	Aisle 1	Location 10
3	Aisle 4	Location 11
4	Aisle 3	Location 17
5	Aisle 8	Location 14
6	Aisle 0	Location 40
7	Aisle 4	Location 33
8	Aisle 0	Location 15
9	Aisle 4	Location 7
10	Aisle 4	Location 2
11	Aisle 1	Location 19
12	Aisle 0	Location 11
13	Aisle 8	Location 29
14	Aisle 13	Location 4
15	Aisle 3	Location 10
16	Aisle 0	Location 34
Order 48	number of articles 12	due date 429.625
0	Aisle 5	Location 40
1	Aisle 3	Location 17
2	Aisle 1	Location 26
3	Aisle 4	Location 10
4	Aisle 5	Location 6
5	Aisle 1	Location 17
6	Aisle 5	Location 16
7	Aisle 0	Location 12
8	Aisle 0	Location 38
9	Aisle 1	Location 0
10	Aisle 0	Location 6
11	Aisle 0	Location 17
Order 49	number of articles 22	due date 393.625
0	Aisle 0	Location 39
1	Aisle 5	Location 36
2	Aisle 1	Location 17
3	Aisle 0	Location 17
4	Aisle 4	Location 40
5	Aisle 1	Location 24
6	Aisle 0	Location 1
7	Aisle 4	Location 17
8	Aisle 2	Location 39
9	Aisle 5	Location 35
10	Aisle 1	Location 4
11	Aisle 9	Location 17
12	Aisle 4	Location 14
13	Aisle 3	Location 10
14	Aisle 1	Location 35
15	Aisle 1	Location 19
16	Aisle 3	Location 44
17	Aisle 0	Location 24
18	Aisle 1	Location 3
19	Aisle 1	Location 11
20	Aisle 3	Location 11
21	Aisle 0	Location 4
Order 50	number of articles 18	due date 131.625
0	Aisle 19	Location 7
1	Aisle 12	Location 18
2	Aisle 14	Location 12
3	Aisle 0	Location 33
4	Aisle 1	Location 44
5	Aisle 3	Location 36
6	Aisle 1	Location 7
7	Aisle 2	Location 37
8	Aisle 4	Location 13
9	Aisle 5	Location 17
10	Aisle 0	Location 31
11	Aisle 4	Location 17
12	Aisle 0	Location 3
13	Aisle 4	Location 8
14	Aisle 1	Location 35
15	Aisle 18	Location 25
16	Aisle 0	Location 0
17	Aisle 1	Location 10
Order 51	number of articles 8	due date 44.625
0	Aisle 1	Location 1
1	Aisle 5	Location 29
2	Aisle 1	Location 42
3	Aisle 3	Location 15
4	Aisle 0	Location 1
5	Aisle 5	Location 4
6	Aisle 1	Location 35
7	Aisle 3	Location 6
Order 52	number of articles 6	due date 65.625
0	Aisle 5	Location 24
1	Aisle 3	Location 17
2	Aisle 3	Location 18
3	Aisle 1	Location 0
4	Aisle 0	Location 35
5	Aisle 1	Location 24
Order 53	number of articles 20	due date 25.625
0	Aisle 0	Location 12
1	Aisle 1	Location 35
2	Aisle 4	Location 30
3	Aisle 0	Location 7
4	Aisle 2	Location 44
5	Aisle 0	Location 1
6	Aisle 1	Location 34
7	Aisle 1	Location 4
8	Aisle 0	Location 22
9	Aisle 0	Location 11
10	Aisle 0	Location 0
11	Aisle 16	Location 5
12	Aisle 1	Location 11
13	Aisle 1	Location 43
14	Aisle 1	Location 32
15	Aisle 9	Location 42
16	Aisle 5	Location 24
17	Aisle 14	Location 18
18	Aisle 11	Location 20
19	Aisle 2	Location 42
Order 54	number of articles 6	due date 208.625
0	Aisle 2	Location 19
1	Aisle 5	Location 28
2	Aisle 1	Location 30
3	Aisle 2	Location 44
4	Aisle 0	Location 4
5	Aisle 2	Location 23
Order 55	number of articles 10	due date 174.625
0	Aisle 0	Location 39
1	Aisle 1	Location 6
2	Aisle 1	Location 39
3	Aisle 2	Location 8
4	Aisle 0	Location 19
5	Aisle 2	Location 33
6	Aisle 1	Location 43
7	Aisle 5	Location 37
8	Aisle 1	Location 7
9	Aisle 5	Location 38
Order 56	number of articles 13	due date 7.625
0	Aisle 0	Location 17
1	Aisle 1	Location 30
2	Aisle 0	Location 44
3	Aisle 1	Location 14
4	Aisle 1	Location 29
5	Aisle 1	Location 13
6	Aisle 5	Location 16
7	Aisle 12	Location 25
8	Aisle 3	Location 32
9	Aisle 1	Location 36
10	Aisle 0	Location 8
11	Aisle 2	Location 25
12	Aisle 3	Location 21
Order 57	number of articles 19	due date 410.625
0	Aisle 1	Location 10
1	Aisle 1	Location 34
2	Aisle 1	Location 28
3	Aisle 1	Location 0
4	Aisle 5	Location 0
5	Aisle 2	Location 38
6	Aisle 0	Location 35
7	Aisle 0	Location 36
8	Aisle 5	Location 3
9	Aisle 1	Location 1
10	Aisle 12	Location 40
11	Aisle 0	Location 8
12	Aisle 3	Location 0
13	Aisle 1	Location 25
14	Aisle 12	Location 32
15	Aisle 11	Location 39
16	Aisle 1	Location 3
17	Aisle 3	Location 39
18	Aisle 1	Location 32
Order 58	number of articles 22	due date 308.625
0	Aisle 1	Location 15
1	Aisle 3	Location 9
2	Aisle 2	Location 14
3	Aisle 15	Location 25
4	Aisle 4	Location 7
5	Aisle 1	Location 13
6	Aisle 1	Location 10
7	Aisle 5	Location 32
8	Aisle 4	Location 39
