Order 0	number of articles 5	due date 150.229
10	Aisle 0	Location 18
11	Aisle 3	Location 39
12	Aisle 3	Location 24
Order 19	number of articles 10	due date 31.2292
0	Aisle 0	Location 3
1	Aisle 1	Location 8
2	Aisle 9	Location 6
3	Aisle 1	Location 6
4	Aisle 1	Location 40
5	Aisle 2	Location 24
6	Aisle 10	Location 20
7	Aisle 1	Location 11
8	Aisle 0	Location 31
9	Aisle 1	Location 21
Order 20	number of articles 13	due date 153.229
0	Aisle 3	Location 11
1	Aisle 1	Location 34
2	Aisle 10	Location 27
3	Aisle 19	Location 8
4	Aisle 1	Location 29
5	Aisle 18	Location 40
6	Aisle 2	Location 40
7	Aisle 0	Location 32
8	Aisle 3	Location 31
9	Aisle 0	Location 38
10	Aisle 8	Location 39
11	Aisle 3	Location 7
12	Aisle 19	Location 40
Order 21	number of articles 18	due date 180.229
0	Aisle 3	Location 41
1	Aisle 0	Location 27
2	Aisle 8	Location 7
3	Aisle 1	Location 21
4	Aisle 1	Location 14
5	Aisle 11	Location 17
6	Aisle 1	Location 17
7	Aisle 3	Location 17
8	Aisle 5	Location 5
9	Aisle 5	Location 8
10	Aisle 16	Location 16
11	Aisle 1	Location 24
12	Aisle 5	Location 27
13	Aisle 0	Location 9
14	Aisle 1	Location 0
15	Aisle 1	Location 32
16	Aisle 1	Location 13
17	Aisle 4	Location 3
Order 22	number of articles 20	due date 88.2292
0	Aisle 3	Location 14
1	Aisle 0	Location 6
2	Aisle 0	Location 26
3	Aisle 1	Location 39
4	Aisle 1	Location 10
5	Aisle 5	Location 30
6	Aisle 0	Location 34
7	Aisle 11	Location 42
8	Aisle 1	Location 13
9	Aisle 4	Location 36
10	Aisle 4	Location 15
11	Aisle 9	Location 2
12	Aisle 0	Location 44
13	Aisle 4	Location 11
14	Aisle 0	Location 10
15	Aisle 0	Location 15
16	Aisle 1	Location 0
17	Aisle 4	Location 30
18	Aisle 0	Location 13
19	Aisle 1	Location 2
Order 23	number of articles 16	due date 38.2292
0	Aisle 18	Location 28
1	Aisle 4	Location 29
2	Aisle 0	Location 20
3	Aisle 0	Location 3
4	Aisle 15	Location 5
5	Aisle 1	Location 7
6	Aisle 0	Location 33
7	Aisle 5	Location 12
8	Aisle 0	Location 7
9	Aisle 1	Location 17
10	Aisle 13	Location 4
11	Aisle 3	Location 1
12	Aisle 1	Location 0
13	Aisle 3	Location 18
14	Aisle 11	Location 11
15	Aisle 0	Location 32
Order 24	number of articles 20	due date 18.2292
0	Aisle 3	Location 3
1	Aisle 2	Location 3
2	Aisle 15	Location 37
3	Aisle 1	Location 6
4	Aisle 0	Location 42
5	Aisle 1	Location 31
6	Aisle 5	Location 20
7	Aisle 3	Location 13
8	Aisle 0	Location 12
9	Aisle 1	Location 23
10	Aisle 19	Location 0
11	Aisle 1	Location 17
12	Aisle 19	Location 30
13	Aisle 8	Location 0
14	Aisle 3	Location 20
15	Aisle 5	Location 34
16	Aisle 16	Location 11
17	Aisle 5	Location 42
18	Aisle 0	Location 9
19	Aisle 17	Location 1
Order 25	number of articles 13	due date 43.2292
0	Aisle 5	Location 26
1	Aisle 11	Location 1
2	Aisle 1	Location 32
3	Aisle 0	Location 8
4	Aisle 1	Location 18
5	Aisle 0	Location 21
6	Aisle 3	Location 42
7	Aisle 0	Location 19
8	Aisle 3	Location 23
9	Aisle 0	Location 26
10	Aisle 3	Location 22
11	Aisle 4	Location 20
12	Aisle 0	Location 27
Order 26	number of articles 21	due date 188.229
0	Aisle 0	Location 6
1	Aisle 5	Location 28
2	Aisle 6	Location 10
3	Aisle 0	Location 33
4	Aisle 4	Location 4
5	Aisle 1	Location 22
6	Aisle 1	Location 10
7	Aisle 1	Location 0
8	Aisle 1	Location 7
9	Aisle 3	Location 18
10	Aisle 8	Location 13
11	Aisle 5	Location 15
12	Aisle 0	Location 10
13	Aisle 19	Location 30
14	Aisle 1	Location 4
15	Aisle 2	Location 40
16	Aisle 17	Location 25
17	Aisle 2	Location 37
18	Aisle 2	Location 23
19	Aisle 15	Location 11
20	Aisle 0	Location 27
Order 27	number of articles 11	due date 40.2292
0	Aisle 0	Location 6
1	Aisle 0	Location 10
2	Aisle 14	Location 0
3	Aisle 2	Location 10
4	Aisle 4	Location 9
5	Aisle 1	Location 22
6	Aisle 1	Location 14
7	Aisle 3	Location 39
8	Aisle 0	Location 23
9	Aisle 1	Location 7
10	Aisle 1	Location 36
Order 28	number of articles 12	due date 199.229
0	Aisle 0	Location 36
1	Aisle 3	Location 19
2	Aisle 2	Location 24
3	Aisle 0	Location 25
4	Aisle 0	Location 41
5	Aisle 1	Location 19
6	Aisle 5	Location 11
7	Aisle 1	Location 41
8	Aisle 1	Location 2
9	Aisle 0	Location 43
10	Aisle 11	Location 32
11	Aisle 0	Location 26
Order 29	number of articles 17	due date 135.229
0	Aisle 0	Location 43
1	Aisle 4	Location 12
2	Aisle 3	Location 5
3	Aisle 1	Location 28
4	Aisle 1	Location 33
5	Aisle 4	Location 3
6	Aisle 4	Location 22
7	Aisle 17	Location 1
8	Aisle 17	Location 21
9	Aisle 2	Location 30
10	Aisle 1	Location 9
11	Aisle 2	Location 34
12	Aisle 0	Location 29
13	Aisle 0	Location 7
14	Aisle 19	Location 32
15	Aisle 0	Location 28
16	Aisle 0	Location 44
Order 30	number of articles 9	due date 114.229
0	Aisle 0	Location 43
1	Aisle 3	Location 27
2	Aisle 0	Location 0
3	Aisle 5	Location 23
4	Aisle 0	Location 21
5	Aisle 1	Location 13
6	Aisle 1	Location 43
7	Aisle 1	Location 41
8	Aisle 4	Location 17
Order 31	number of articles 6	due date 22.2292
0	Aisle 3	Location 19
1	Aisle 1	Location 20
2	Aisle 1	Location 22
3	Aisle 0	Location 4
4	Aisle 1	Location 32
5	Aisle 5	Location 1
Order 32	number of articles 6	due date 30.2292
0	Aisle 1	Location 34
1	Aisle 11	Location 16
2	Aisle 5	Location 19
3	Aisle 1	Location 18
4	Aisle 0	Location 36
5	Aisle 1	Location 10
Order 33	number of articles 14	due date 180.229
0	Aisle 0	Location 32
1	Aisle 5	Location 15
2	Aisle 3	Location 23
3	Aisle 2	Location 26
4	Aisle 0	Location 19
5	Aisle 0	Location 39
6	Aisle 0	Location 23
7	Aisle 3	Location 19
8	Aisle 1	Location 38
9	Aisle 0	Location 3
10	Aisle 4	Location 15
11	Aisle 1	Location 25
12	Aisle 4	Location 21
13	Aisle 5	Location 35
Order 34	number of articles 9	due date 181.229
0	Aisle 2	Location 5
1	Aisle 3	Location 18
2	Aisle 1	Location 28
3	Aisle 1	Location 5
4	Aisle 1	Location 29
5	Aisle 0	Location 38
6	Aisle 5	Location 26
7	Aisle 15	Location 41
8	Aisle 0	Location 34
Order 35	number of articles 10	due date 157.229
0	Aisle 0	Location 13
1	Aisle 3	Location 30
2	Aisle 1	Location 37
3	Aisle 0	Location 25
4	Aisle 1	Location 13
5	Aisle 2	Location 24
6	Aisle 0	Location 11
7	Aisle 0	Location 2
8	Aisle 1	Location 17
9	Aisle 4	Location 24
Order 36	number of articles 8	due date 184.229
0	Aisle 5	Location 21
1	Aisle 4	Location 43
2	Aisle 1	Location 11
3	Aisle 15	Location 31
4	Aisle 1	Location 2
5	Aisle 1	Location 28
6	Aisle 3	Location 15
7	Aisle 0	Location 17
Order 37	number of articles 16	due date 148.229
0	Aisle 0	Location 30
1	Aisle 2	Location 36
2	Aisle 7	Location 28
3	Aisle 1	Location 5
4	Aisle 1	Location 14
5	Aisle 5	Location 3
6	Aisle 1	Location 42
7	Aisle 1	Location 43
8	Aisle 1	Location 3
9	Aisle 0	Location 25
10	Aisle 9	Location 33
11	Aisle 0	Location 3
12	Aisle 4	Location 2
13	Aisle 1	Location 18
14	Aisle 1	Location 16
15	Aisle 15	Location 29
Order 38	number of articles 14	due date 189.229
0	Aisle 1	Location 35
1	Aisle 1	Location 13
2	Aisle 2	Location 43
3	Aisle 4	Location 43
4	Aisle 0	Location 25
5	Aisle 0	Location 4
6	Aisle 3	Location 8
7	Aisle 1	Location 3
8	Aisle 0	Location 37
9	Aisle 0	Location 1
10	Aisle 1	Location 7
11	Aisle 13	Location 4
12	Aisle 0	Location 15
13	Aisle 3	Location 37
Order 39	number of articles 9	due date 147.229
0	Aisle 3	Location 18
1	Aisle 0	Location 38
2	Aisle 13	Location 29
3	Aisle 9	Location 3
4	Aisle 4	Location 9
5	Aisle 0	Location 30
6	Aisle 14	Location 24
7	Aisle 14	Location 21
8	Aisle 0	Location 27
