Order 0	number of articles 10	due date 94.375
7	Aisle 3	Location 9
8	Aisle 1	Location 13
9	Aisle 0	Location 40
10	Aisle 1	Location 42
11	Aisle 3	Location 12
12	Aisle 5	Location 10
13	Aisle 1	Location 31
14	Aisle 5	Location 38
15	Aisle 2	Location 8
16	Aisle 4	Location 29
Order 8	number of articles 22	due date 25.375
0	Aisle 0	Location 22
1	Aisle 5	Location 38
2	Aisle 5	Location 22
3	Aisle 0	Location 43
4	Aisle 4	Location 42
5	Aisle 1	Location 39
6	Aisle 1	Location 24
7	Aisle 5	Location 32
8	Aisle 1	Location 38
9	Aisle 1	Location 16
10	Aisle 2	Location 42
11	Aisle 11	Location 26
12	Aisle 1	Location 23
13	Aisle 0	Location 31
14	Aisle 0	Location 2
15	Aisle 3	Location 9
16	Aisle 8	Location 43
17	Aisle 2	Location 4
18	Aisle 2	Location 20
19	Aisle 2	Location 8
20	Aisle 8	Location 7
21	Aisle 2	Location 40
Order 9	number of articles 19	due date 33.375
0	Aisle 8	Location 39
1	Aisle 14	Location 1
2	Aisle 3	Location 26
3	Aisle 5	Location 25
4	Aisle 4	Location 6
5	Aisle 0	Location 5
6	Aisle 5	Location 7
7	Aisle 1	Location 7
8	Aisle 4	Location 11
9	Aisle 3	Location 14
10	Aisle 0	Location 2
11	Aisle 1	Location 19
12	Aisle 1	Location 33
13	Aisle 6	Location 12
14	Aisle 0	Location 9
15	Aisle 11	Location 33
16	Aisle 4	Location 3
17	Aisle 5	Location 11
18	Aisle 0	Location 17
Order 10	number of articles 21	due date 109.375
0	Aisle 0	Location 20
1	Aisle 1	Location 15
2	Aisle 0	Location 40
3	Aisle 1	Location 2
4	Aisle 16	Location 2
5	Aisle 12	Location 40
6	Aisle 1	Location 7
7	Aisle 1	Location 4
8	Aisle 2	Location 15
9	Aisle 3	Location 36
10	Aisle 5	Location 31
11	Aisle 0	Location 9
12	Aisle 15	Location 30
13	Aisle 19	Location 4
14	Aisle 3	Location 41
15	Aisle 1	Location 21
16	Aisle 0	Location 0
17	Aisle 1	Location 44
18	Aisle 0	Location 34
19	Aisle 3	Location 16
20	Aisle 0	Location 39
Order 11	number of articles 22	due date 6.375
0	Aisle 1	Location 33
1	Aisle 1	Location 0
2	Aisle 4	Location 8
3	Aisle 0	Location 9
4	Aisle 1	Location 34
5	Aisle 1	Location 31
6	Aisle 0	Location 21
7	Aisle 4	Location 38
8	Aisle 7	Location 27
9	Aisle 5	Location 28
10	Aisle 1	Location 40
11	Aisle 7	Location 40
12	Aisle 0	Location 5
13	Aisle 5	Location 22
14	Aisle 13	Location 1
15	Aisle 5	Location 12
16	Aisle 0	Location 17
17	Aisle 1	Location 36
18	Aisle 1	Location 19
19	Aisle 0	Location 12
20	Aisle 0	Location 38
21	Aisle 2	Location 31
Order 12	number of articles 17	due date 127.375
0	Aisle 2	Location 36
1	Aisle 2	Location 3
2	Aisle 3	Location 13
3	Aisle 0	Location 39
4	Aisle 0	Location 28
5	Aisle 4	Location 0
6	Aisle 2	Location 41
7	Aisle 1	Location 37
8	Aisle 1	Location 3
9	Aisle 1	Location 26
10	Aisle 0	Location 21
11	Aisle 1	Location 13
12	Aisle 0	Location 30
13	Aisle 2	Location 25
14	Aisle 4	Location 3
15	Aisle 17	Location 25
16	Aisle 4	Location 13
Order 13	number of articles 10	due date 76.375
0	Aisle 0	Location 12
1	Aisle 0	Location 24
2	Aisle 2	Location 42
3	Aisle 1	Location 22
4	Aisle 5	Location 34
5	Aisle 5	Location 12
6	Aisle 2	Location 14
7	Aisle 4	Location 16
8	Aisle 1	Location 1
9	Aisle 5	Location 13
Order 14	number of articles 8	due date 55.375
0	Aisle 1	Location 20
1	Aisle 1	Location 31
2	Aisle 0	Location 7
3	Aisle 13	Location 10
4	Aisle 0	Location 17
5	Aisle 2	Location 18
6	Aisle 4	Location 3
7	Aisle 5	Location 33
Order 15	number of articles 13	due date 125.375
0	Aisle 3	Location 44
1	Aisle 1	Location 14
2	Aisle 4	Location 29
3	Aisle 0	Location 44
4	Aisle 0	Location 11
5	Aisle 3	Location 19
6	Aisle 1	Location 40
7	Aisle 1	Location 5
8	Aisle 0	Location 31
9	Aisle 0	Location 5
10	Aisle 1	Location 38
11	Aisle 5	Location 9
12	Aisle 3	Location 43
Order 16	number of articles 7	due date 120.375
0	Aisle 1	Location 2
1	Aisle 0	Location 7
2	Aisle 0	Location 5
3	Aisle 1	Location 5
4	Aisle 4	Location 26
5	Aisle 0	Location 39
6	Aisle 2	Location 40
Order 17	number of articles 7	due date 44.375
0	Aisle 1	Location 43
1	Aisle 5	Location 40
2	Aisle 1	Location 4
3	Aisle 10	Location 15
4	Aisle 0	Location 31
5	Aisle 1	Location 25
6	Aisle 1	Location 16
Order 18	number of articles 11	due date 34.375
0	Aisle 8	Location 26
1	Aisle 1	Location 6
2	Aisle 0	Location 24
3	Aisle 0	Location 42
4	Aisle 18	Location 37
5	Aisle 3	Location 11
6	Aisle 1	Location 36
7	Aisle 1	Location 30
8	Aisle 0	Location 15
9	Aisle 4	Location 29
10	Aisle 4	Location 10
Order 19	number of articles 23	due date 54.375
0	Aisle 4	Location 23
1	Aisle 0	Location 35
2	Aisle 1	Location 32
3	Aisle 1	Location 17
4	Aisle 2	Location 39
5	Aisle 4	Location 17
6	Aisle 2	Location 10
7	Aisle 15	Location 34
8	Aisle 3	Location 34
9	Aisle 16	Location 12
10	Aisle 3	Location 10
11	Aisle 1	Location 7
12	Aisle 0	Location 0
13	Aisle 2	Location 14
14	Aisle 0	Location 29
15	Aisle 4	Location 1
16	Aisle 3	Location 19
17	Aisle 9	Location 3
18	Aisle 5	Location 35
19	Aisle 1	Location 22
20	Aisle 1	Location 18
21	Aisle 5	Location 6
22	Aisle 5	Location 21
