Order 0	number of articles 16	due date 52.5208
8	Aisle 3	Location 37
Order 23	number of articles 15	due date 549.521
0	Aisle 14	Location 40
1	Aisle 0	Location 2
2	Aisle 1	Location 3
3	Aisle 1	Location 2
4	Aisle 0	Location 29
5	Aisle 1	Location 34
6	Aisle 18	Location 25
7	Aisle 2	Location 18
8	Aisle 0	Location 8
9	Aisle 4	Location 27
10	Aisle 0	Location 18
11	Aisle 4	Location 39
12	Aisle 0	Location 13
13	Aisle 1	Location 21
14	Aisle 3	Location 13
Order 24	number of articles 20	due date 375.521
0	Aisle 5	Location 3
1	Aisle 0	Location 28
2	Aisle 2	Location 39
3	Aisle 4	Location 7
4	Aisle 0	Location 38
5	Aisle 3	Location 39
6	Aisle 2	Location 18
7	Aisle 1	Location 17
8	Aisle 0	Location 36
9	Aisle 0	Location 37
10	Aisle 4	Location 14
11	Aisle 4	Location 36
12	Aisle 1	Location 1
13	Aisle 3	Location 42
14	Aisle 0	Location 8
15	Aisle 5	Location 28
16	Aisle 0	Location 11
17	Aisle 1	Location 44
18	Aisle 1	Location 31
19	Aisle 5	Location 37
Order 25	number of articles 9	due date 60.5208
0	Aisle 11	Location 20
1	Aisle 0	Location 32
2	Aisle 2	Location 16
3	Aisle 0	Location 0
4	Aisle 14	Location 44
5	Aisle 0	Location 26
6	Aisle 4	Location 6
7	Aisle 3	Location 43
8	Aisle 0	Location 11
Order 26	number of articles 13	due date 35.5208
0	Aisle 4	Location 33
1	Aisle 2	Location 32
2	Aisle 1	Location 20
3	Aisle 0	Location 31
4	Aisle 1	Location 11
5	Aisle 0	Location 34
6	Aisle 12	Location 30
7	Aisle 10	Location 14
8	Aisle 0	Location 26
9	Aisle 1	Location 31
10	Aisle 8	Location 14
11	Aisle 8	Location 11
12	Aisle 3	Location 22
Order 27	number of articles 16	due date 125.521
0	Aisle 4	Location 2
1	Aisle 8	Location 18
2	Aisle 3	Location 34
3	Aisle 1	Location 25
4	Aisle 1	Location 29
5	Aisle 0	Location 35
6	Aisle 3	Location 37
7	Aisle 1	Location 44
8	Aisle 1	Location 16
9	Aisle 0	Location 19
10	Aisle 4	Location 21
11	Aisle 0	Location 24
12	Aisle 1	Location 36
13	Aisle 1	Location 2
14	Aisle 0	Location 0
15	Aisle 4	Location 44
Order 28	number of articles 8	due date 540.521
0	Aisle 5	Location 28
1	Aisle 3	Location 30
2	Aisle 2	Location 33
3	Aisle 0	Location 3
4	Aisle 1	Location 22
5	Aisle 4	Location 34
6	Aisle 1	Location 24
7	Aisle 13	Location 1
Order 29	number of articles 22	due date 519.521
0	Aisle 12	Location 20
1	Aisle 4	Location 8
2	Aisle 4	Location 16
3	Aisle 0	Location 25
4	Aisle 0	Location 27
5	Aisle 1	Location 12
6	Aisle 0	Location 26
7	Aisle 4	Location 18
8	Aisle 1	Location 42
9	Aisle 5	Location 25
10	Aisle 0	Location 35
11	Aisle 0	Location 5
12	Aisle 0	Location 16
13	Aisle 0	Location 10
14	Aisle 4	Location 10
15	Aisle 0	Location 2
16	Aisle 1	Location 24
17	Aisle 3	Location 40
18	Aisle 5	Location 19
19	Aisle 2	Location 19
20	Aisle 3	Location 11
21	Aisle 16	Location 12
Order 30	number of articles 16	due date 515.521
0	Aisle 0	Location 37
1	Aisle 5	Location 12
2	Aisle 3	Location 18
3	Aisle 0	Location 3
4	Aisle 1	Location 40
5	Aisle 2	Location 35
6	Aisle 0	Location 12
7	Aisle 1	Location 16
8	Aisle 1	Location 17
9	Aisle 1	Location 34
10	Aisle 3	Location 20
11	Aisle 3	Location 12
12	Aisle 2	Location 0
13	Aisle 3	Location 40
14	Aisle 0	Location 36
15	Aisle 1	Location 38
Order 31	number of articles 8	due date 13.5208
0	Aisle 0	Location 22
1	Aisle 4	Location 15
2	Aisle 2	Location 29
3	Aisle 4	Location 44
4	Aisle 0	Location 14
5	Aisle 1	Location 22
6	Aisle 0	Location 7
7	Aisle 1	Location 12
Order 32	number of articles 11	due date 399.521
0	Aisle 4	Location 25
1	Aisle 5	Location 3
2	Aisle 0	Location 5
3	Aisle 7	Location 24
4	Aisle 0	Location 42
5	Aisle 0	Location 6
6	Aisle 1	Location 26
7	Aisle 3	Location 0
8	Aisle 2	Location 16
9	Aisle 5	Location 12
10	Aisle 3	Location 9
Order 33	number of articles 5	due date 207.521
0	Aisle 12	Location 6
1	Aisle 4	Location 32
2	Aisle 1	Location 39
3	Aisle 4	Location 20
4	Aisle 3	Location 36
Order 34	number of articles 20	due date 441.521
0	Aisle 2	Location 26
1	Aisle 1	Location 4
2	Aisle 1	Location 13
3	Aisle 1	Location 44
4	Aisle 0	Location 0
5	Aisle 0	Location 28
6	Aisle 5	Location 43
7	Aisle 3	Location 25
8	Aisle 15	Location 30
9	Aisle 3	Location 34
10	Aisle 17	Location 41
11	Aisle 0	Location 37
12	Aisle 4	Location 4
13	Aisle 0	Location 25
14	Aisle 0	Location 27
15	Aisle 0	Location 20
16	Aisle 1	Location 32
17	Aisle 2	Location 33
18	Aisle 0	Location 11
19	Aisle 0	Location 9
Order 35	number of articles 16	due date 47.5208
0	Aisle 5	Location 41
1	Aisle 0	Location 7
2	Aisle 1	Location 2
3	Aisle 1	Location 20
4	Aisle 5	Location 11
5	Aisle 1	Location 35
6	Aisle 0	Location 32
7	Aisle 1	Location 8
8	Aisle 1	Location 25
9	Aisle 0	Location 38
10	Aisle 0	Location 19
11	Aisle 3	Location 25
12	Aisle 3	Location 39
13	Aisle 4	Location 7
14	Aisle 0	Location 29
15	Aisle 15	Location 35
Order 36	number of articles 19	due date 562.521
0	Aisle 4	Location 3
1	Aisle 1	Location 27
2	Aisle 0	Location 14
3	Aisle 0	Location 21
4	Aisle 8	Location 20
5	Aisle 0	Location 16
6	Aisle 0	Location 24
7	Aisle 1	Location 20
8	Aisle 4	Location 26
9	Aisle 1	Location 21
10	Aisle 4	Location 14
11	Aisle 0	Location 25
12	Aisle 2	Location 21
13	Aisle 5	Location 43
14	Aisle 1	Location 39
15	Aisle 2	Location 30
16	Aisle 0	Location 7
17	Aisle 1	Location 19
18	Aisle 2	Location 7
Order 37	number of articles 11	due date 293.521
0	Aisle 1	Location 19
1	Aisle 18	Location 40
2	Aisle 1	Location 11
3	Aisle 0	Location 2
4	Aisle 0	Location 31
5	Aisle 4	Location 11
6	Aisle 5	Location 12
7	Aisle 1	Location 14
8	Aisle 0	Location 20
9	Aisle 4	Location 22
10	Aisle 8	Location 27
Order 38	number of articles 18	due date 472.521
0	Aisle 1	Location 34
1	Aisle 11	Location 43
2	Aisle 5	Location 27
3	Aisle 1	Location 27
4	Aisle 0	Location 36
5	Aisle 15	Location 11
6	Aisle 0	Location 26
7	Aisle 0	Location 17
8	Aisle 0	Location 3
9	Aisle 4	Location 12
10	Aisle 0	Location 41
11	Aisle 0	Location 27
12	Aisle 3	Location 32
13	Aisle 0	Location 12
14	Aisle 4	Location 23
15	Aisle 15	Location 33
16	Aisle 0	Location 43
17	Aisle 4	Location 20
Order 39	number of articles 23	due date 278.521
0	Aisle 0	Location 39
1	Aisle 0	Location 8
2	Aisle 1	Location 31
3	Aisle 0	Location 5
4	Aisle 0	Location 38
5	Aisle 3	Location 2
6	Aisle 1	Location 28
7	Aisle 0	Location 35
8	Aisle 5	Location 8
9	Aisle 3	Location 20
10	Aisle 5	Location 5
11	Aisle 5	Location 16
12	Aisle 0	Location 9
13	Aisle 1	Location 11
14	Aisle 1	Location 36
15	Aisle 4	Location 16
16	Aisle 5	Location 37
17	Aisle 4	Location 13
18	Aisle 2	Location 9
19	Aisle 1	Location 13
20	Aisle 1	Location 9
21	Aisle 3	Location 12
22	Aisle 2	Location 13
Order 40	number of articles 9	due date 497.521
0	Aisle 2	Location 4
1	Aisle 6	Location 2
2	Aisle 3	Location 32
3	Aisle 3	Location 29
4	Aisle 4	Location 25
5	Aisle 1	Location 40
6	Aisle 1	Location 41
7	Aisle 1	Location 15
8	Aisle 1	Location 32
Order 41	number of articles 8	due date 261.521
0	Aisle 2	Location 39
1	Aisle 0	Location 32
2	Aisle 17	Location 19
3	Aisle 4	Location 39
4	Aisle 4	Location 2
5	Aisle 5	Location 34
6	Aisle 1	Location 8
7	Aisle 0	Location 40
Order 42	number of articles 21	due date 59.5208
0	Aisle 0	Location 21
1	Aisle 0	Location 11
2	Aisle 7	Location 38
3	Aisle 17	Location 30
4	Aisle 1	Location 8
5	Aisle 0	Location 12
6	Aisle 4	Location 22
7	Aisle 0	Location 0
8	Aisle 1	Location 23
9	Aisle 0	Location 7
10	Aisle 16	Location 41
11	Aisle 5	Location 0
12	Aisle 0	Location 10
13	Aisle 1	Location 6
14	Aisle 0	Location 20
15	Aisle 2	Location 31
16	Aisle 0	Location 3
17	Aisle 3	Location 0
18	Aisle 9	Location 35
19	Aisle 0	Location 43
20	Aisle 1	Location 14
Order 43	number of articles 22	due date 377.521
0	Aisle 5	Location 26
1	Aisle 2	Location 36
2	Aisle 1	Location 19
3	Aisle 1	Location 6
4	Aisle 0	Location 21
5	Aisle 5	Location 10
6	Aisle 1	Location 11
7	Aisle 4	Location 16
8	Aisle 19	Location 35
9	Aisle 0	Location 35
10	Aisle 0	Location 29
11	Aisle 0	Location 37
12	Aisle 0	Location 15
13	Aisle 5	Location 7
14	Aisle 12	Location 5
15	Aisle 2	Location 3
16	Aisle 1	Location 41
17	Aisle 4	Location 30
18	Aisle 4	Location 2
19	Aisle 1	Location 17
20	Aisle 0	Location 42
21	Aisle 1	Location 37
Order 44	number of articles 11	due date 242.521
0	Aisle 12	Location 13
1	Aisle 12	Location 20
2	Aisle 1	Location 13
3	Aisle 5	Location 27
4	Aisle 2	Location 20
5	Aisle 1	Location 14
6	Aisle 1	Location 24
7	Aisle 3	Location 24
8	Aisle 1	Location 19
9	Aisle 3	Location 11
10	Aisle 3	Location 23
Order 45	number of articles 5	due date 328.521
0	Aisle 3	Location 11
1	Aisle 1	Location 0
2	Aisle 0	Location 17
3	Aisle 1	Location 38
4	Aisle 10	Location 15
Order 46	number of articles 16	due date 41.5208
0	Aisle 11	Location 9
1	Aisle 1	Location 41
2	Aisle 2	Location 16
3	Aisle 1	Location 17
4	Aisle 0	Location 35
5	Aisle 0	Location 37
6	Aisle 3	Location 20
7	Aisle 4	Location 24
8	Aisle 4	Location 23
9	Aisle 5	Location 6
10	Aisle 4	Location 26
11	Aisle 1	Location 10
12	Aisle 3	Location 2
13	Aisle 19	Location 16
14	Aisle 1	Location 14
15	Aisle 3	Location 19
Order 47	number of articles 6	due date 181.521
0	Aisle 1	Location 37
1	Aisle 2	Location 8
2	Aisle 0	Location 16
3	Aisle 12	Location 16
4	Aisle 2	Location 12
5	Aisle 5	Location 13
Order 48	number of articles 11	due date 425.521
0	Aisle 5	Location 31
1	Aisle 5	Location 41
2	Aisle 3	Location 10
3	Aisle 2	Location 22
4	Aisle 1	Location 34
5	Aisle 5	Location 13
6	Aisle 3	Location 2
7	Aisle 0	Location 44
8	Aisle 0	Location 6
9	Aisle 7	Location 30
10	Aisle 0	Location 28
Order 49	number of articles 19	due date 417.521
0	Aisle 1	Location 10
1	Aisle 1	Location 28
2	Aisle 2	Location 5
3	Aisle 4	Location 31
4	Aisle 0	Location 40
5	Aisle 15	Location 34
6	Aisle 6	Location 32
7	Aisle 3	Location 23
8	Aisle 4	Location 42
9	Aisle 0	Location 4
10	Aisle 18	Location 10
11	Aisle 0	Location 23
12	Aisle 0	Location 33
13	Aisle 4	Location 24
14	Aisle 0	Location 43
15	Aisle 0	Location 7
16	Aisle 18	Location 25
17	Aisle 1	Location 40
18	Aisle 12	Location 9
Order 50	number of articles 19	due date 12.5208
0	Aisle 1	Location 38
1	Aisle 1	Location 11
2	Aisle 0	Location 1
3	Aisle 0	Location 10
4	Aisle 2	Location 18
5	Aisle 16	Location 20
6	Aisle 0	Location 9
7	Aisle 11	Location 42
8	Aisle 2	Location 39
9	Aisle 1	Location 15
10	Aisle 4	Location 31
11	Aisle 1	Location 26
12	Aisle 1	Location 33
13	Aisle 9	Location 43
14	Aisle 0	Location 0
15	Aisle 1	Location 18
16	Aisle 3	Location 14
17	Aisle 0	Location 40
18	Aisle 2	Location 38
Order 51	number of articles 5	due date 498.521
0	Aisle 2	Location 31
1	Aisle 18	Location 15
2	Aisle 1	Location 15
3	Aisle 1	Location 17
4	Aisle 0	Location 43
Order 52	number of articles 11	due date 568.521
0	Aisle 0	Location 22
1	Aisle 2	Location 1
2	Aisle 2	Location 24
3	Aisle 1	Location 15
4	Aisle 1	Location 2
5	Aisle 1	Location 24
6	Aisle 1	Location 14
7	Aisle 17	Location 37
8	Aisle 3	Location 37
9	Aisle 1	Location 32
10	Aisle 4	Location 18
Order 53	number of articles 21	due date 323.521
0	Aisle 1	Location 15
1	Aisle 5	Location 14
2	Aisle 1	Location 16
3	Aisle 1	Location 1
4	Aisle 3	Location 42
5	Aisle 6	Location 15
6	Aisle 2	Location 15
7	Aisle 0	Location 2
8	Aisle 1	Location 17
9	Aisle 2	Location 9
10	Aisle 0	Location 27
11	Aisle 2	Location 26
12	Aisle 1	Location 42
13	Aisle 5	Location 24
14	Aisle 3	Location 1
15	Aisle 0	Location 36
16	Aisle 8	Location 0
17	Aisle 3	Location 20
18	Aisle 1	Location 25
19	Aisle 2	Location 6
20	Aisle 0	Location 6
Order 54	number of articles 23	due date 439.521
0	Aisle 0	Location 42
1	Aisle 4	Location 11
2	Aisle 0	Location 35
3	Aisle 3	Location 3
4	Aisle 2	Location 21
5	Aisle 15	Location 42
6	Aisle 15	Location 35
7	Aisle 1	Location 26
8	Aisle 5	Location 37
9	Aisle 2	Location 19
10	Aisle 1	Location 37
11	Aisle 4	Location 0
12	Aisle 1	Location 16
13	Aisle 17	Location 23
14	Aisle 0	Location 43
15	Aisle 0	Location 0
16	Aisle 2	Location 35
17	Aisle 1	Location 3
18	Aisle 0	Location 31
19	Aisle 0	Location 18
20	Aisle 1	Location 38
21	Aisle 3	Location 29
22	Aisle 2	Location 25
Order 55	number of articles 21	due date 16.5208
0	Aisle 0	Location 40
1	Aisle 1	Location 33
2	Aisle 1	Location 40
3	Aisle 4	Location 26
4	Aisle 4	Location 37
5	Aisle 1	Location 4
6	Aisle 0	Location 3
7	Aisle 19	Location 5
8	Aisle 1	Location 19
9	Aisle 16	Location 1
10	Aisle 1	Location 25
11	Aisle 0	Location 39
12	Aisle 0	Location 29
13	Aisle 0	Location 13
14	Aisle 0	Location 22
15	Aisle 1	Location 31
16	Aisle 1	Location 24
17	Aisle 1	Location 37
18	Aisle 5	Location 15
19	Aisle 5	Location 13
20	Aisle 4	Location 0
Order 56	number of articles 18	due date 537.521
0	Aisle 4	Location 16
1	Aisle 15	Location 31
2	Aisle 1	Location 36
3	Aisle 0	Location 6
4	Aisle 1	Location 30
5	Aisle 2	Location 44
6	Aisle 1	Location 10
7	Aisle 1	Location 24
8	Aisle 1	Location 7
9	Aisle 3	Location 16
10	Aisle 1	Location 23
11	Aisle 1	Location 32
12	Aisle 0	Location 0
13	Aisle 1	Location 4
14	Aisle 10	Location 34
15	Aisle 0	Location 34
16	Aisle 2	Location 2
17	Aisle 14	Location 5
Order 57	number of articles 13	due date 201.521
0	Aisle 6	Location 29
1	Aisle 4	Location 44
2	Aisle 2	Location 0
3	Aisle 13	Location 4
4	Aisle 0	Location 16
5	Aisle 2	Location 5
6	Aisle 5	Location 10
7	Aisle 1	Location 0
8	Aisle 5	Location 19
9	Aisle 4	Location 26
10	Aisle 0	Location 44
11	Aisle 1	Location 2
12	Aisle 10	Location 19
Order 58	number of articles 22	due date 123.521
0	Aisle 1	Location 2
1	Aisle 1	Location 6
2	Aisle 1	Location 42
3	Aisle 2	Location 29
4	Aisle 1	Location 7
5	Aisle 2	Location 26
6	Aisle 0	Location 9
7	Aisle 1	Location 5
8	Aisle 4	Location 37
9	Aisle 5	Location 8
10	Aisle 1	Location 37
11	Aisle 0	Location 44
12	Aisle 2	Location 43
13	Aisle 1	Location 21
14	Aisle 11	Location 44
15	Aisle 0	Location 29
16	Aisle 1	Location 36
17	Aisle 4	Location 41
18	Aisle 1	Location 11
19	Aisle 3	Location 36
20	Aisle 1	Location 23
21	Aisle 1	Location 32
Order 59	number of articles 12	due date 607.521
0	Aisle 0	Location 21
1	Aisle 1	Location 25
2	Aisle 14	Location 24
3	Aisle 0	Location 0
4	Aisle 4	Location 9
5	Aisle 4	Location 7
