Order 0	number of articles 10	due date 116.458
2	Aisle 0	Location 12
3	Aisle 0	Location 38
4	Aisle 0	Location 28
5	Aisle 0	Location 32
6	Aisle 1	Location 37
7	Aisle 0	Location 9
8	Aisle 8	Location 31
9	Aisle 0	Location 5
10	Aisle 19	Location 13
11	Aisle 3	Location 26
12	Aisle 15	Location 33
13	Aisle 16	Location 8
14	Aisle 0	Location 4
15	Aisle 0	Location 26
16	Aisle 1	Location 27
17	Aisle 0	Location 43
Order 17	number of articles 14	due date 93.4583
0	Aisle 2	Location 13
1	Aisle 4	Location 36
2	Aisle 1	Location 21
3	Aisle 3	Location 25
4	Aisle 2	Location 11
5	Aisle 2	Location 38
6	Aisle 0	Location 42
7	Aisle 3	Location 19
8	Aisle 0	Location 0
9	Aisle 5	Location 20
10	Aisle 2	Location 22
11	Aisle 1	Location 23
12	Aisle 0	Location 17
13	Aisle 1	Location 34
Order 18	number of articles 11	due date 124.458
0	Aisle 3	Location 27
1	Aisle 13	Location 43
2	Aisle 14	Location 32
3	Aisle 1	Location 10
4	Aisle 0	Location 27
5	Aisle 4	Location 9
6	Aisle 3	Location 18
7	Aisle 0	Location 33
8	Aisle 1	Location 42
9	Aisle 0	Location 14
10	Aisle 5	Location 28
Order 19	number of articles 11	due date 66.4583
0	Aisle 0	Location 44
1	Aisle 2	Location 35
2	Aisle 1	Location 31
3	Aisle 0	Location 18
4	Aisle 15	Location 43
5	Aisle 2	Location 26
6	Aisle 1	Location 43
7	Aisle 4	Location 35
8	Aisle 3	Location 0
9	Aisle 2	Location 2
10	Aisle 3	Location 28
