Order 0	number of articles 15	due date 708.167
2	Aisle 2	Location 16
3	Aisle 1	Location 15
4	Aisle 0	Location 28
5	Aisle 0	Location 37
6	Aisle 1	Location 41
7	Aisle 4	Location 15
8	Aisle 2	Location 22
9	Aisle 5	Location 2
10	Aisle 1	Location 28
11	Aisle 0	Location 18
12	Aisle 0	Location 3
13	Aisle 1	Location 13
14	Aisle 0	Location 29
15	Aisle 0	Location 27
16	Aisle 7	Location 24
17	Aisle 12	Location 29
18	Aisle 1	Location 42
19	Aisle 18	Location 18
20	Aisle 1	Location 30
Order 7	number of articles 23	due date 691.167
0	Aisle 5	Location 43
1	Aisle 2	Location 35
2	Aisle 1	Location 1
3	Aisle 1	Location 18
4	Aisle 4	Location 13
5	Aisle 1	Location 11
6	Aisle 5	Location 34
7	Aisle 4	Location 28
8	Aisle 14	Location 20
9	Aisle 0	Location 13
10	Aisle 0	Location 41
11	Aisle 5	Location 42
12	Aisle 0	Location 20
13	Aisle 0	Location 17
14	Aisle 2	Location 11
15	Aisle 1	Location 38
16	Aisle 0	Location 10
17	Aisle 1	Location 4
18	Aisle 5	Location 28
19	Aisle 0	Location 4
20	Aisle 0	Location 39
21	Aisle 1	Location 28
22	Aisle 1	Location 26
Order 8	number of articles 11	due date 499.167
0	Aisle 9	Location 6
1	Aisle 4	Location 13
2	Aisle 4	Location 36
3	Aisle 0	Location 10
4	Aisle 2	Location 3
5	Aisle 5	Location 39
6	Aisle 14	Location 0
7	Aisle 1	Location 41
8	Aisle 5	Location 40
9	Aisle 3	Location 31
10	Aisle 3	Location 28
Order 9	number of articles 5	due date 88.1667
0	Aisle 2	Location 34
1	Aisle 5	Location 24
2	Aisle 3	Location 5
3	Aisle 0	Location 37
4	Aisle 3	Location 43
Order 10	number of articles 13	due date 736.167
0	Aisle 5	Location 44
1	Aisle 1	Location 6
2	Aisle 2	Location 5
3	Aisle 13	Location 29
4	Aisle 1	Location 18
5	Aisle 0	Location 4
6	Aisle 1	Location 24
7	Aisle 4	Location 31
8	Aisle 0	Location 11
9	Aisle 2	Location 9
10	Aisle 1	Location 27
11	Aisle 3	Location 17
12	Aisle 1	Location 8
Order 11	number of articles 5	due date 19.1667
0	Aisle 2	Location 18
1	Aisle 2	Location 42
2	Aisle 6	Location 31
3	Aisle 5	Location 16
4	Aisle 2	Location 24
Order 12	number of articles 18	due date 481.167
0	Aisle 5	Location 35
1	Aisle 8	Location 27
2	Aisle 4	Location 20
3	Aisle 8	Location 8
4	Aisle 4	Location 26
5	Aisle 0	Location 26
6	Aisle 0	Location 40
7	Aisle 3	Location 14
8	Aisle 3	Location 31
9	Aisle 0	Location 43
10	Aisle 1	Location 21
11	Aisle 3	Location 21
12	Aisle 3	Location 12
13	Aisle 13	Location 36
14	Aisle 4	Location 28
15	Aisle 3	Location 18
16	Aisle 3	Location 37
17	Aisle 0	Location 28
Order 13	number of articles 18	due date 217.167
0	Aisle 14	Location 39
1	Aisle 3	Location 33
2	Aisle 0	Location 10
3	Aisle 4	Location 11
4	Aisle 3	Location 32
5	Aisle 1	Location 11
6	Aisle 0	Location 11
7	Aisle 4	Location 43
8	Aisle 0	Location 20
9	Aisle 5	Location 31
10	Aisle 0	Location 5
11	Aisle 18	Location 35
12	Aisle 1	Location 18
13	Aisle 1	Location 42
14	Aisle 4	Location 20
15	Aisle 4	Location 30
16	Aisle 2	Location 17
17	Aisle 1	Location 37
Order 14	number of articles 11	due date 343.167
0	Aisle 2	Location 29
1	Aisle 0	Location 9
2	Aisle 0	Location 4
3	Aisle 0	Location 3
4	Aisle 1	Location 21
5	Aisle 0	Location 39
6	Aisle 11	Location 8
7	Aisle 5	Location 29
8	Aisle 1	Location 38
9	Aisle 5	Location 35
10	Aisle 1	Location 16
Order 15	number of articles 14	due date 697.167
0	Aisle 2	Location 37
1	Aisle 1	Location 15
2	Aisle 1	Location 44
3	Aisle 18	Location 31
4	Aisle 3	Location 36
5	Aisle 0	Location 36
6	Aisle 2	Location 2
7	Aisle 15	Location 16
8	Aisle 4	Location 35
9	Aisle 5	Location 40
10	Aisle 13	Location 31
11	Aisle 2	Location 30
12	Aisle 13	Location 40
13	Aisle 4	Location 10
Order 16	number of articles 18	due date 230.167
0	Aisle 0	Location 10
1	Aisle 0	Location 30
2	Aisle 1	Location 25
3	Aisle 1	Location 8
4	Aisle 4	Location 4
5	Aisle 0	Location 43
6	Aisle 1	Location 22
7	Aisle 2	Location 1
8	Aisle 3	Location 41
9	Aisle 0	Location 41
10	Aisle 0	Location 5
11	Aisle 4	Location 1
12	Aisle 1	Location 2
13	Aisle 1	Location 21
14	Aisle 1	Location 7
15	Aisle 1	Location 24
16	Aisle 0	Location 6
17	Aisle 0	Location 19
Order 17	number of articles 23	due date 519.167
0	Aisle 0	Location 14
1	Aisle 12	Location 35
2	Aisle 3	Location 23
3	Aisle 0	Location 2
4	Aisle 1	Location 40
5	Aisle 3	Location 26
6	Aisle 1	Location 20
7	Aisle 3	Location 32
8	Aisle 3	Location 1
9	Aisle 0	Location 38
10	Aisle 0	Location 7
11	Aisle 0	Location 32
12	Aisle 4	Location 19
13	Aisle 1	Location 21
14	Aisle 1	Location 7
15	Aisle 2	Location 2
16	Aisle 5	Location 31
17	Aisle 2	Location 11
18	Aisle 1	Location 25
19	Aisle 1	Location 29
20	Aisle 0	Location 43
21	Aisle 3	Location 10
22	Aisle 0	Location 6
Order 18	number of articles 6	due date 638.167
0	Aisle 3	Location 18
1	Aisle 3	Location 11
2	Aisle 2	Location 44
3	Aisle 1	Location 34
4	Aisle 0	Location 9
5	Aisle 0	Location 10
Order 19	number of articles 10	due date 57.1667
0	Aisle 1	Location 34
1	Aisle 4	Location 44
2	Aisle 14	Location 31
3	Aisle 0	Location 0
4	Aisle 0	Location 20
5	Aisle 1	Location 33
6	Aisle 5	Location 9
7	Aisle 1	Location 36
8	Aisle 3	Location 43
9	Aisle 11	Location 22
Order 20	number of articles 15	due date 412.167
0	Aisle 0	Location 41
1	Aisle 2	Location 30
2	Aisle 2	Location 25
3	Aisle 1	Location 12
4	Aisle 2	Location 42
5	Aisle 0	Location 23
6	Aisle 1	Location 19
7	Aisle 3	Location 7
8	Aisle 2	Location 29
9	Aisle 1	Location 10
10	Aisle 5	Location 9
11	Aisle 5	Location 8
12	Aisle 2	Location 11
13	Aisle 4	Location 33
14	Aisle 5	Location 37
Order 21	number of articles 22	due date 390.167
0	Aisle 0	Location 38
1	Aisle 1	Location 35
2	Aisle 3	Location 24
3	Aisle 1	Location 36
4	Aisle 3	Location 8
5	Aisle 1	Location 22
6	Aisle 5	Location 17
7	Aisle 1	Location 16
8	Aisle 1	Location 28
9	Aisle 4	Location 1
10	Aisle 3	Location 37
11	Aisle 1	Location 8
12	Aisle 5	Location 36
13	Aisle 5	Location 21
14	Aisle 15	Location 1
15	Aisle 5	Location 16
16	Aisle 0	Location 34
17	Aisle 0	Location 26
18	Aisle 1	Location 12
19	Aisle 1	Location 6
20	Aisle 4	Location 34
21	Aisle 0	Location 36
Order 22	number of articles 20	due date 8.16667
0	Aisle 0	Location 41
1	Aisle 5	Location 32
2	Aisle 2	Location 18
3	Aisle 8	Location 14
4	Aisle 5	Location 42
5	Aisle 0	Location 43
6	Aisle 1	Location 22
7	Aisle 2	Location 35
8	Aisle 12	Location 6
9	Aisle 5	Location 4
10	Aisle 1	Location 7
11	Aisle 15	Location 9
12	Aisle 11	Location 42
13	Aisle 1	Location 35
14	Aisle 2	Location 22
15	Aisle 0	Location 35
16	Aisle 3	Location 35
17	Aisle 1	Location 39
18	Aisle 4	Location 11
19	Aisle 2	Location 32
Order 23	number of articles 20	due date 182.167
0	Aisle 0	Location 14
1	Aisle 15	Location 11
2	Aisle 8	Location 19
3	Aisle 0	Location 28
4	Aisle 2	Location 17
5	Aisle 4	Location 40
6	Aisle 1	Location 21
7	Aisle 2	Location 16
8	Aisle 5	Location 12
9	Aisle 1	Location 39
10	Aisle 0	Location 37
11	Aisle 1	Location 12
12	Aisle 4	Location 27
13	Aisle 1	Location 38
14	Aisle 1	Location 42
15	Aisle 4	Location 35
16	Aisle 0	Location 27
17	Aisle 1	Location 35
18	Aisle 5	Location 27
19	Aisle 3	Location 23
Order 24	number of articles 9	due date 751.167
0	Aisle 2	Location 14
1	Aisle 0	Location 28
2	Aisle 1	Location 42
3	Aisle 0	Location 35
4	Aisle 4	Location 20
5	Aisle 0	Location 21
6	Aisle 3	Location 12
7	Aisle 3	Location 0
8	Aisle 3	Location 40
Order 25	number of articles 5	due date 651.167
0	Aisle 0	Location 24
1	Aisle 0	Location 33
2	Aisle 10	Location 1
3	Aisle 0	Location 21
4	Aisle 4	Location 28
Order 26	number of articles 12	due date 589.167
0	Aisle 3	Location 4
1	Aisle 5	Location 19
2	Aisle 0	Location 10
3	Aisle 4	Location 44
4	Aisle 3	Location 41
5	Aisle 4	Location 15
6	Aisle 4	Location 2
7	Aisle 13	Location 33
8	Aisle 1	Location 38
9	Aisle 17	Location 0
10	Aisle 1	Location 44
11	Aisle 3	Location 44
Order 27	number of articles 13	due date 687.167
0	Aisle 16	Location 20
1	Aisle 3	Location 12
2	Aisle 2	Location 9
3	Aisle 0	Location 8
4	Aisle 3	Location 1
5	Aisle 3	Location 19
6	Aisle 0	Location 26
7	Aisle 1	Location 32
8	Aisle 3	Location 16
9	Aisle 0	Location 17
10	Aisle 1	Location 21
11	Aisle 0	Location 3
12	Aisle 2	Location 20
Order 28	number of articles 19	due date 108.167
0	Aisle 2	Location 1
1	Aisle 1	Location 29
2	Aisle 18	Location 11
3	Aisle 10	Location 1
4	Aisle 1	Location 1
5	Aisle 0	Location 10
6	Aisle 5	Location 7
7	Aisle 0	Location 24
8	Aisle 0	Location 44
9	Aisle 0	Location 2
10	Aisle 1	Location 42
11	Aisle 17	Location 40
12	Aisle 4	Location 26
13	Aisle 0	Location 6
14	Aisle 8	Location 12
15	Aisle 1	Location 41
16	Aisle 0	Location 1
17	Aisle 5	Location 36
18	Aisle 1	Location 26
Order 29	number of articles 12	due date 34.1667
0	Aisle 19	Location 6
1	Aisle 0	Location 30
2	Aisle 1	Location 29
3	Aisle 17	Location 5
4	Aisle 10	Location 6
5	Aisle 12	Location 17
6	Aisle 0	Location 16
7	Aisle 0	Location 11
8	Aisle 10	Location 0
9	Aisle 0	Location 28
10	Aisle 1	Location 32
11	Aisle 3	Location 35
Order 30	number of articles 10	due date 405.167
0	Aisle 0	Location 27
1	Aisle 4	Location 34
2	Aisle 1	Location 43
3	Aisle 1	Location 38
4	Aisle 15	Location 44
5	Aisle 3	Location 34
6	Aisle 0	Location 7
7	Aisle 1	Location 35
8	Aisle 2	Location 42
9	Aisle 0	Location 35
Order 31	number of articles 23	due date 268.167
0	Aisle 4	Location 1
1	Aisle 1	Location 13
2	Aisle 0	Location 32
3	Aisle 0	Location 3
4	Aisle 2	Location 2
5	Aisle 0	Location 34
6	Aisle 4	Location 30
7	Aisle 4	Location 26
8	Aisle 4	Location 0
9	Aisle 14	Location 31
10	Aisle 1	Location 8
11	Aisle 6	Location 34
12	Aisle 4	Location 44
13	Aisle 4	Location 40
14	Aisle 0	Location 4
15	Aisle 2	Location 27
16	Aisle 0	Location 13
17	Aisle 5	Location 31
18	Aisle 0	Location 12
19	Aisle 5	Location 35
20	Aisle 5	Location 11
21	Aisle 10	Location 35
22	Aisle 0	Location 11
Order 32	number of articles 21	due date 520.167
0	Aisle 0	Location 17
1	Aisle 5	Location 7
2	Aisle 8	Location 10
3	Aisle 6	Location 31
4	Aisle 0	Location 26
5	Aisle 6	Location 29
6	Aisle 0	Location 37
7	Aisle 0	Location 14
8	Aisle 1	Location 37
9	Aisle 1	Location 23
10	Aisle 4	Location 34
11	Aisle 1	Location 24
12	Aisle 4	Location 16
13	Aisle 1	Location 43
14	Aisle 0	Location 33
15	Aisle 1	Location 25
16	Aisle 10	Location 18
17	Aisle 8	Location 33
18	Aisle 0	Location 34
19	Aisle 2	Location 19
20	Aisle 4	Location 23
Order 33	number of articles 7	due date 486.167
0	Aisle 3	Location 1
1	Aisle 1	Location 34
2	Aisle 3	Location 16
3	Aisle 9	Location 11
4	Aisle 3	Location 31
5	Aisle 0	Location 32
6	Aisle 19	Location 12
Order 34	number of articles 22	due date 446.167
0	Aisle 0	Location 36
1	Aisle 1	Location 0
2	Aisle 0	Location 26
3	Aisle 0	Location 38
4	Aisle 4	Location 20
5	Aisle 10	Location 29
6	Aisle 2	Location 15
7	Aisle 4	Location 21
8	Aisle 0	Location 2
9	Aisle 5	Location 14
10	Aisle 0	Location 8
11	Aisle 1	Location 4
12	Aisle 1	Location 43
13	Aisle 1	Location 30
14	Aisle 3	Location 42
15	Aisle 3	Location 30
16	Aisle 5	Location 15
17	Aisle 1	Location 12
18	Aisle 1	Location 34
19	Aisle 5	Location 44
20	Aisle 1	Location 22
21	Aisle 0	Location 15
Order 35	number of articles 20	due date 617.167
0	Aisle 9	Location 9
1	Aisle 4	Location 40
2	Aisle 0	Location 19
3	Aisle 1	Location 28
4	Aisle 2	Location 36
5	Aisle 0	Location 30
6	Aisle 16	Location 9
7	Aisle 1	Location 23
8	Aisle 2	Location 43
9	Aisle 1	Location 8
10	Aisle 0	Location 29
11	Aisle 1	Location 40
12	Aisle 1	Location 9
13	Aisle 2	Location 22
14	Aisle 2	Location 12
15	Aisle 17	Location 7
16	Aisle 1	Location 6
17	Aisle 0	Location 5
18	Aisle 0	Location 0
19	Aisle 2	Location 31
Order 36	number of articles 17	due date 282.167
0	Aisle 0	Location 6
1	Aisle 0	Location 25
2	Aisle 1	Location 42
3	Aisle 1	Location 30
4	Aisle 0	Location 26
5	Aisle 3	Location 14
6	Aisle 0	Location 15
7	Aisle 10	Location 16
8	Aisle 3	Location 0
9	Aisle 1	Location 0
10	Aisle 1	Location 26
11	Aisle 1	Location 1
12	Aisle 3	Location 27
13	Aisle 2	Location 43
14	Aisle 5	Location 38
15	Aisle 0	Location 31
16	Aisle 1	Location 35
Order 37	number of articles 5	due date 428.167
0	Aisle 4	Location 5
1	Aisle 4	Location 31
2	Aisle 0	Location 15
3	Aisle 5	Location 40
4	Aisle 4	Location 21
Order 38	number of articles 10	due date 192.167
0	Aisle 0	Location 36
1	Aisle 2	Location 26
2	Aisle 0	Location 23
3	Aisle 3	Location 20
4	Aisle 1	Location 9
5	Aisle 3	Location 16
6	Aisle 4	Location 1
7	Aisle 1	Location 32
8	Aisle 0	Location 25
9	Aisle 0	Location 30
Order 39	number of articles 11	due date 570.167
0	Aisle 0	Location 26
1	Aisle 4	Location 38
2	Aisle 0	Location 41
3	Aisle 15	Location 35
4	Aisle 17	Location 19
5	Aisle 3	Location 6
6	Aisle 1	Location 44
7	Aisle 5	Location 32
8	Aisle 0	Location 3
9	Aisle 7	Location 41
10	Aisle 12	Location 27
Order 40	number of articles 9	due date 196.167
0	Aisle 9	Location 36
1	Aisle 4	Location 42
2	Aisle 4	Location 40
3	Aisle 1	Location 6
4	Aisle 3	Location 34
5	Aisle 1	Location 38
6	Aisle 1	Location 19
7	Aisle 5	Location 39
8	Aisle 4	Location 19
Order 41	number of articles 13	due date 770.167
0	Aisle 6	Location 20
1	Aisle 0	Location 24
2	Aisle 1	Location 39
3	Aisle 3	Location 29
4	Aisle 2	Location 37
5	Aisle 1	Location 41
6	Aisle 0	Location 36
7	Aisle 0	Location 29
8	Aisle 5	Location 44
9	Aisle 1	Location 43
10	Aisle 3	Location 21
11	Aisle 0	Location 13
12	Aisle 1	Location 27
Order 42	number of articles 5	due date 367.167
0	Aisle 0	Location 37
1	Aisle 1	Location 9
2	Aisle 10	Location 12
3	Aisle 1	Location 0
4	Aisle 14	Location 39
Order 43	number of articles 14	due date 393.167
0	Aisle 12	Location 22
1	Aisle 0	Location 10
2	Aisle 4	Location 17
3	Aisle 3	Location 23
4	Aisle 0	Location 2
5	Aisle 2	Location 18
6	Aisle 4	Location 20
7	Aisle 1	Location 13
8	Aisle 1	Location 32
9	Aisle 2	Location 4
10	Aisle 0	Location 44
11	Aisle 0	Location 36
12	Aisle 1	Location 0
13	Aisle 5	Location 32
Order 44	number of articles 14	due date 270.167
0	Aisle 1	Location 35
1	Aisle 1	Location 22
2	Aisle 0	Location 14
3	Aisle 1	Location 18
4	Aisle 1	Location 7
5	Aisle 1	Location 6
6	Aisle 1	Location 33
7	Aisle 3	Location 15
8	Aisle 0	Location 30
9	Aisle 5	Location 17
10	Aisle 1	Location 15
11	Aisle 16	Location 31
12	Aisle 13	Location 8
13	Aisle 5	Location 3
Order 45	number of articles 5	due date 523.167
0	Aisle 2	Location 0
1	Aisle 2	Location 24
2	Aisle 4	Location 27
3	Aisle 0	Location 11
4	Aisle 0	Location 27
Order 46	number of articles 11	due date 585.167
0	Aisle 2	Location 9
1	Aisle 2	Location 44
2	Aisle 3	Location 39
3	Aisle 0	Location 40
4	Aisle 18	Location 37
5	Aisle 9	Location 3
6	Aisle 5	Location 5
7	Aisle 3	Location 20
8	Aisle 0	Location 8
9	Aisle 2	Location 32
10	Aisle 4	Location 19
Order 47	number of articles 22	due date 75.1667
0	Aisle 17	Location 13
1	Aisle 1	Location 5
2	Aisle 0	Location 43
3	Aisle 16	Location 17
4	Aisle 15	Location 9
5	Aisle 0	Location 15
6	Aisle 0	Location 18
7	Aisle 2	Location 33
8	Aisle 0	Location 22
9	Aisle 15	Location 30
10	Aisle 1	Location 36
11	Aisle 1	Location 31
12	Aisle 1	Location 17
13	Aisle 5	Location 8
14	Aisle 2	Location 32
15	Aisle 3	Location 26
16	Aisle 5	Location 40
17	Aisle 0	Location 14
18	Aisle 0	Location 37
19	Aisle 0	Location 1
20	Aisle 0	Location 42
21	Aisle 15	Location 37
Order 48	number of articles 11	due date 740.167
0	Aisle 18	Location 13
1	Aisle 8	Location 9
2	Aisle 0	Location 15
3	Aisle 0	Location 1
4	Aisle 0	Location 25
5	Aisle 5	Location 17
6	Aisle 1	Location 13
7	Aisle 1	Location 44
8	Aisle 0	Location 30
9	Aisle 1	Location 18
10	Aisle 1	Location 24
Order 49	number of articles 10	due date 454.167
0	Aisle 5	Location 18
1	Aisle 3	Location 23
2	Aisle 0	Location 24
3	Aisle 0	Location 21
4	Aisle 2	Location 41
5	Aisle 9	Location 42
6	Aisle 3	Location 17
7	Aisle 16	Location 30
8	Aisle 5	Location 12
9	Aisle 3	Location 18
Order 50	number of articles 17	due date 81.1667
0	Aisle 3	Location 42
1	Aisle 0	Location 36
2	Aisle 1	Location 42
3	Aisle 0	Location 15
4	Aisle 1	Location 3
5	Aisle 0	Location 3
6	Aisle 1	Location 2
7	Aisle 8	Location 39
8	Aisle 1	Location 33
9	Aisle 4	Location 8
10	Aisle 1	Location 24
11	Aisle 2	Location 31
12	Aisle 5	Location 8
13	Aisle 0	Location 12
14	Aisle 1	Location 37
15	Aisle 5	Location 11
16	Aisle 5	Location 40
Order 51	number of articles 23	due date 737.167
0	Aisle 1	Location 8
1	Aisle 0	Location 8
2	Aisle 1	Location 7
3	Aisle 1	Location 35
4	Aisle 4	Location 7
5	Aisle 0	Location 1
6	Aisle 5	Location 41
7	Aisle 2	Location 40
8	Aisle 0	Location 30
9	Aisle 0	Location 0
10	Aisle 1	Location 40
11	Aisle 3	Location 5
12	Aisle 1	Location 26
13	Aisle 0	Location 28
14	Aisle 1	Location 2
15	Aisle 1	Location 36
16	Aisle 5	Location 37
17	Aisle 0	Location 34
18	Aisle 2	Location 26
19	Aisle 1	Location 6
20	Aisle 4	Location 21
21	Aisle 1	Location 23
22	Aisle 5	Location 19
Order 52	number of articles 16	due date 386.167
0	Aisle 1	Location 35
1	Aisle 0	Location 37
2	Aisle 1	Location 1
3	Aisle 0	Location 13
4	Aisle 2	Location 25
5	Aisle 0	Location 44
6	Aisle 0	Location 40
7	Aisle 17	Location 42
8	Aisle 15	Location 29
9	Aisle 17	Location 11
10	Aisle 0	Location 1
11	Aisle 4	Location 22
12	Aisle 2	Location 42
13	Aisle 7	Location 5
14	Aisle 1	Location 26
15	Aisle 0	Location 18
Order 53	number of articles 12	due date 233.167
0	Aisle 12	Location 37
1	Aisle 3	Location 3
2	Aisle 5	Location 40
3	Aisle 2	Location 0
4	Aisle 0	Location 19
5	Aisle 1	Location 19
6	Aisle 1	Location 11
7	Aisle 5	Location 27
8	Aisle 3	Location 27
9	Aisle 1	Location 44
10	Aisle 1	Location 34
11	Aisle 1	Location 35
Order 54	number of articles 20	due date 723.167
0	Aisle 4	Location 22
1	Aisle 1	Location 6
2	Aisle 0	Location 13
3	Aisle 0	Location 21
4	Aisle 3	Location 40
5	Aisle 1	Location 32
6	Aisle 3	Location 4
7	Aisle 1	Location 11
8	Aisle 1	Location 1
9	Aisle 17	Location 41
10	Aisle 1	Location 4
11	Aisle 2	Location 29
12	Aisle 3	Location 10
13	Aisle 0	Location 30
14	Aisle 0	Location 26
15	Aisle 1	Location 18
16	Aisle 1	Location 12
17	Aisle 0	Location 40
18	Aisle 5	Location 33
19	Aisle 3	Location 13
Order 55	number of articles 21	due date 38.1667
0	Aisle 5	Location 7
1	Aisle 12	Location 22
2	Aisle 1	Location 6
3	Aisle 1	Location 40
4	Aisle 0	Location 11
5	Aisle 4	Location 42
6	Aisle 0	Location 14
7	Aisle 5	Location 26
8	Aisle 0	Location 22
9	Aisle 1	Location 39
10	Aisle 3	Location 25
11	Aisle 2	Location 20
12	Aisle 3	Location 3
13	Aisle 3	Location 12
14	Aisle 2	Location 12
15	Aisle 1	Location 27
16	Aisle 3	Location 26
17	Aisle 5	Location 34
18	Aisle 0	Location 39
19	Aisle 0	Location 41
20	Aisle 0	Location 6
Order 56	number of articles 21	due date 84.1667
0	Aisle 4	Location 26
1	Aisle 0	Location 41
2	Aisle 1	Location 10
3	Aisle 10	Location 34
4	Aisle 5	Location 15
5	Aisle 6	Location 8
6	Aisle 1	Location 2
7	Aisle 5	Location 22
8	Aisle 0	Location 21
9	Aisle 5	Location 36
10	Aisle 3	Location 44
11	Aisle 1	Location 19
12	Aisle 1	Location 7
13	Aisle 0	Location 26
14	Aisle 0	Location 4
15	Aisle 1	Location 9
16	Aisle 4	Location 14
17	Aisle 10	Location 28
18	Aisle 0	Location 22
19	Aisle 1	Location 3
20	Aisle 5	Location 38
Order 57	number of articles 9	due date 472.167
0	Aisle 0	Location 41
1	Aisle 5	Location 39
2	Aisle 1	Location 32
3	Aisle 0	Location 33
4	Aisle 1	Location 9
5	Aisle 0	Location 43
6	Aisle 16	Location 8
7	Aisle 4	Location 19
8	Aisle 10	Location 9
Order 58	number of articles 11	due date 48.1667
0	Aisle 2	Location 36
1	Aisle 1	Location 24
2	Aisle 7	Location 6
3	Aisle 7	Location 19
4	Aisle 3	Location 29
5	Aisle 10	Location 6
6	Aisle 3	Location 41
7	Aisle 0	Location 40
8	Aisle 1	Location 3
9	Aisle 0	Location 38
10	Aisle 0	Location 22
Order 59	number of articles 19	due date 412.167
0	Aisle 5	Location 23
1	Aisle 18	Location 22
2	Aisle 1	Location 29
3	Aisle 3	Location 35
4	Aisle 1	Location 1
5	Aisle 1	Location 25
6	Aisle 16	Location 14
7	Aisle 1	Location 23
8	Aisle 2	Location 21
9	Aisle 3	Location 37
10	Aisle 18	Location 3
11	Aisle 0	Location 17
12	Aisle 0	Location 4
13	Aisle 0	Location 19
14	Aisle 0	Location 38
15	Aisle 14	Location 9
16	Aisle 1	Location 2
17	Aisle 2	Location 29
18	Aisle 2	Location 4
Order 60	number of articles 14	due date 562.167
0	Aisle 5	Location 0
1	Aisle 4	Location 37
2	Aisle 5	Location 42
3	Aisle 1	Location 30
4	Aisle 0	Location 31
5	Aisle 15	Location 41
6	Aisle 1	Location 21
7	Aisle 0	Location 21
8	Aisle 1	Location 5
9	Aisle 0	Location 38
10	Aisle 0	Location 16
11	Aisle 5	Location 2
12	Aisle 5	Location 3
13	Aisle 1	Location 10
Order 61	number of articles 9	due date 139.167
0	Aisle 2	Location 2
1	Aisle 4	Location 26
2	Aisle 1	Location 40
3	Aisle 0	Location 37
4	Aisle 1	Location 37
5	Aisle 1	Location 13
6	Aisle 13	Location 41
7	Aisle 13	Location 13
8	Aisle 2	Location 27
Order 62	number of articles 22	due date 284.167
0	Aisle 1	Location 13
1	Aisle 2	Location 23
2	Aisle 0	Location 1
3	Aisle 0	Location 21
4	Aisle 17	Location 21
5	Aisle 3	Location 4
6	Aisle 5	Location 34
7	Aisle 0	Location 13
8	Aisle 3	Location 24
9	Aisle 0	Location 41
10	Aisle 1	Location 31
11	Aisle 0	Location 32
12	Aisle 1	Location 27
13	Aisle 3	Location 28
14	Aisle 1	Location 7
15	Aisle 2	Location 10
16	Aisle 5	Location 20
17	Aisle 1	Location 39
18	Aisle 3	Location 5
19	Aisle 0	Location 3
20	Aisle 3	Location 42
21	Aisle 5	Location 14
Order 63	number of articles 22	due date 605.167
