Order 0	number of articles 13	due date 68.6458
5	Aisle 2	Location 28
6	Aisle 1	Location 34
7	Aisle 1	Location 18
8	Aisle 1	Location 0
9	Aisle 0	Location 35
10	Aisle 4	Location 25
11	Aisle 2	Location 44
12	Aisle 5	Location 12
Order 16	number of articles 17	due date 126.646
0	Aisle 0	Location 27
1	Aisle 1	Location 38
2	Aisle 1	Location 30
3	Aisle 4	Location 28
4	Aisle 0	Location 21
5	Aisle 2	Location 41
6	Aisle 4	Location 10
7	Aisle 0	Location 32
8	Aisle 1	Location 35
9	Aisle 0	Location 2
10	Aisle 0	Location 17
11	Aisle 1	Location 10
12	Aisle 1	Location 18
13	Aisle 13	Location 9
14	Aisle 2	Location 18
15	Aisle 5	Location 21
16	Aisle 0	Location 33
Order 17	number of articles 24	due date 176.646
0	Aisle 3	Location 1
1	Aisle 4	Location 20
2	Aisle 0	Location 0
3	Aisle 13	Location 20
4	Aisle 3	Location 17
5	Aisle 4	Location 1
6	Aisle 5	Location 43
7	Aisle 6	Location 30
8	Aisle 1	Location 18
9	Aisle 4	Location 4
10	Aisle 0	Location 33
11	Aisle 0	Location 37
12	Aisle 18	Location 6
13	Aisle 0	Location 12
14	Aisle 1	Location 25
15	Aisle 0	Location 11
16	Aisle 0	Location 23
17	Aisle 1	Location 43
18	Aisle 5	Location 44
19	Aisle 5	Location 26
20	Aisle 0	Location 36
21	Aisle 1	Location 28
22	Aisle 0	Location 29
23	Aisle 0	Location 24
Order 18	number of articles 17	due date 125.646
0	Aisle 1	Location 35
1	Aisle 3	Location 31
2	Aisle 0	Location 7
3	Aisle 1	Location 21
4	Aisle 2	Location 19
5	Aisle 3	Location 15
6	Aisle 5	Location 30
7	Aisle 5	Location 37
8	Aisle 5	Location 19
9	Aisle 3	Location 30
10	Aisle 16	Location 15
11	Aisle 0	Location 41
12	Aisle 5	Location 17
13	Aisle 3	Location 44
14	Aisle 2	Location 38
15	Aisle 1	Location 16
16	Aisle 0	Location 19
Order 19	number of articles 20	due date 14.6458
0	Aisle 1	Location 9
1	Aisle 4	Location 9
2	Aisle 0	Location 37
3	Aisle 5	Location 43
4	Aisle 14	Location 6
5	Aisle 5	Location 34
6	Aisle 19	Location 13
7	Aisle 1	Location 27
8	Aisle 1	Location 4
9	Aisle 0	Location 24
10	Aisle 3	Location 9
11	Aisle 2	Location 39
12	Aisle 1	Location 21
13	Aisle 1	Location 32
14	Aisle 2	Location 19
15	Aisle 1	Location 44
16	Aisle 2	Location 13
17	Aisle 5	Location 18
18	Aisle 4	Location 12
19	Aisle 0	Location 32
