Order 0	number of articles 12	due date 323.042
4	Aisle 0	Location 29
5	Aisle 2	Location 13
6	Aisle 0	Location 32
7	Aisle 1	Location 31
8	Aisle 0	Location 35
9	Aisle 0	Location 9
10	Aisle 0	Location 10
11	Aisle 0	Location 20
12	Aisle 5	Location 8
13	Aisle 0	Location 33
14	Aisle 0	Location 13
Order 21	number of articles 13	due date 86.0417
0	Aisle 4	Location 21
1	Aisle 4	Location 44
2	Aisle 1	Location 28
3	Aisle 0	Location 1
4	Aisle 0	Location 7
5	Aisle 0	Location 9
6	Aisle 0	Location 27
7	Aisle 1	Location 15
8	Aisle 1	Location 2
9	Aisle 2	Location 30
10	Aisle 0	Location 32
11	Aisle 2	Location 4
12	Aisle 0	Location 37
Order 22	number of articles 9	due date 93.0417
0	Aisle 0	Location 16
1	Aisle 4	Location 13
2	Aisle 0	Location 11
3	Aisle 5	Location 31
4	Aisle 4	Location 29
5	Aisle 0	Location 30
6	Aisle 1	Location 12
7	Aisle 1	Location 41
8	Aisle 1	Location 43
Order 23	number of articles 16	due date 419.042
0	Aisle 1	Location 28
1	Aisle 12	Location 32
2	Aisle 3	Location 33
3	Aisle 5	Location 29
4	Aisle 0	Location 42
5	Aisle 3	Location 22
6	Aisle 0	Location 12
7	Aisle 1	Location 20
8	Aisle 0	Location 14
9	Aisle 1	Location 3
10	Aisle 1	Location 15
11	Aisle 0	Location 43
12	Aisle 5	Location 0
13	Aisle 4	Location 34
14	Aisle 0	Location 27
15	Aisle 0	Location 9
Order 24	number of articles 14	due date 577.042
0	Aisle 3	Location 44
1	Aisle 0	Location 37
2	Aisle 1	Location 5
3	Aisle 1	Location 30
4	Aisle 1	Location 23
5	Aisle 0	Location 27
6	Aisle 3	Location 35
7	Aisle 0	Location 38
8	Aisle 0	Location 10
9	Aisle 4	Location 28
10	Aisle 1	Location 1
11	Aisle 5	Location 36
12	Aisle 7	Location 8
13	Aisle 19	Location 43
Order 25	number of articles 11	due date 251.042
0	Aisle 2	Location 7
1	Aisle 11	Location 14
2	Aisle 7	Location 7
3	Aisle 1	Location 43
4	Aisle 1	Location 0
5	Aisle 0	Location 5
6	Aisle 0	Location 16
7	Aisle 1	Location 13
8	Aisle 1	Location 11
9	Aisle 0	Location 14
10	Aisle 4	Location 27
Order 26	number of articles 12	due date 90.0417
0	Aisle 0	Location 2
1	Aisle 11	Location 35
2	Aisle 0	Location 14
3	Aisle 0	Location 20
4	Aisle 14	Location 10
5	Aisle 1	Location 18
6	Aisle 0	Location 43
7	Aisle 1	Location 43
8	Aisle 0	Location 7
9	Aisle 5	Location 3
10	Aisle 8	Location 11
11	Aisle 1	Location 25
Order 27	number of articles 16	due date 575.042
0	Aisle 4	Location 27
1	Aisle 0	Location 5
2	Aisle 1	Location 1
3	Aisle 1	Location 43
4	Aisle 11	Location 33
5	Aisle 1	Location 41
6	Aisle 5	Location 38
7	Aisle 3	Location 11
8	Aisle 3	Location 4
9	Aisle 0	Location 1
10	Aisle 0	Location 10
11	Aisle 4	Location 40
12	Aisle 4	Location 4
13	Aisle 0	Location 6
14	Aisle 6	Location 26
15	Aisle 13	Location 19
Order 28	number of articles 20	due date 496.042
0	Aisle 4	Location 8
1	Aisle 7	Location 31
2	Aisle 1	Location 10
3	Aisle 5	Location 34
4	Aisle 0	Location 24
5	Aisle 5	Location 30
6	Aisle 0	Location 35
7	Aisle 8	Location 19
8	Aisle 5	Location 25
9	Aisle 3	Location 16
10	Aisle 0	Location 25
11	Aisle 1	Location 15
12	Aisle 9	Location 13
13	Aisle 1	Location 24
14	Aisle 1	Location 14
15	Aisle 5	Location 40
16	Aisle 13	Location 33
17	Aisle 5	Location 4
18	Aisle 4	Location 35
19	Aisle 3	Location 25
Order 29	number of articles 17	due date 28.0417
0	Aisle 0	Location 26
1	Aisle 4	Location 20
2	Aisle 4	Location 6
3	Aisle 1	Location 13
4	Aisle 1	Location 20
5	Aisle 1	Location 18
6	Aisle 3	Location 20
7	Aisle 1	Location 0
8	Aisle 0	Location 11
9	Aisle 1	Location 40
10	Aisle 15	Location 22
11	Aisle 3	Location 30
12	Aisle 4	Location 18
13	Aisle 2	Location 20
14	Aisle 3	Location 5
15	Aisle 0	Location 20
16	Aisle 1	Location 7
Order 30	number of articles 10	due date 482.042
0	Aisle 2	Location 1
1	Aisle 2	Location 37
2	Aisle 2	Location 44
3	Aisle 3	Location 36
4	Aisle 3	Location 30
5	Aisle 0	Location 13
6	Aisle 9	Location 10
7	Aisle 4	Location 6
8	Aisle 1	Location 7
9	Aisle 3	Location 0
Order 31	number of articles 5	due date 434.042
0	Aisle 0	Location 28
1	Aisle 2	Location 24
2	Aisle 5	Location 27
3	Aisle 0	Location 25
4	Aisle 4	Location 6
Order 32	number of articles 12	due date 151.042
0	Aisle 0	Location 6
1	Aisle 0	Location 34
2	Aisle 1	Location 31
3	Aisle 3	Location 42
4	Aisle 1	Location 29
5	Aisle 4	Location 20
6	Aisle 5	Location 22
7	Aisle 0	Location 3
8	Aisle 3	Location 28
9	Aisle 4	Location 23
10	Aisle 4	Location 7
11	Aisle 0	Location 16
Order 33	number of articles 5	due date 85.0417
0	Aisle 0	Location 17
1	Aisle 5	Location 29
2	Aisle 0	Location 34
3	Aisle 4	Location 5
4	Aisle 9	Location 22
Order 34	number of articles 11	due date 408.042
0	Aisle 2	Location 19
1	Aisle 0	Location 37
2	Aisle 2	Location 20
3	Aisle 0	Location 38
4	Aisle 5	Location 41
5	Aisle 0	Location 44
6	Aisle 5	Location 5
7	Aisle 0	Location 28
8	Aisle 18	Location 32
9	Aisle 5	Location 9
10	Aisle 0	Location 22
Order 35	number of articles 9	due date 458.042
0	Aisle 2	Location 23
1	Aisle 4	Location 23
2	Aisle 0	Location 34
3	Aisle 18	Location 24
4	Aisle 0	Location 27
5	Aisle 13	Location 44
6	Aisle 1	Location 13
7	Aisle 0	Location 11
8	Aisle 0	Location 31
Order 36	number of articles 11	due date 196.042
0	Aisle 2	Location 26
1	Aisle 3	Location 40
2	Aisle 3	Location 23
3	Aisle 0	Location 38
4	Aisle 0	Location 31
5	Aisle 3	Location 27
6	Aisle 1	Location 21
7	Aisle 1	Location 44
8	Aisle 5	Location 15
9	Aisle 0	Location 9
10	Aisle 2	Location 27
Order 37	number of articles 18	due date 96.0417
0	Aisle 1	Location 23
1	Aisle 1	Location 5
2	Aisle 5	Location 7
3	Aisle 1	Location 0
4	Aisle 3	Location 37
5	Aisle 4	Location 25
6	Aisle 2	Location 18
7	Aisle 0	Location 23
8	Aisle 16	Location 23
9	Aisle 2	Location 9
10	Aisle 0	Location 43
11	Aisle 1	Location 32
12	Aisle 3	Location 28
13	Aisle 0	Location 19
14	Aisle 2	Location 41
15	Aisle 1	Location 21
16	Aisle 2	Location 25
17	Aisle 1	Location 28
Order 38	number of articles 17	due date 429.042
0	Aisle 4	Location 8
1	Aisle 4	Location 28
2	Aisle 0	Location 42
3	Aisle 1	Location 27
4	Aisle 5	Location 10
5	Aisle 4	Location 31
6	Aisle 1	Location 39
7	Aisle 1	Location 18
8	Aisle 5	Location 44
9	Aisle 5	Location 28
10	Aisle 4	Location 6
11	Aisle 6	Location 7
12	Aisle 2	Location 21
13	Aisle 0	Location 3
14	Aisle 4	Location 37
15	Aisle 1	Location 34
16	Aisle 12	Location 35
Order 39	number of articles 13	due date 77.0417
0	Aisle 1	Location 37
1	Aisle 1	Location 29
2	Aisle 2	Location 23
3	Aisle 1	Location 36
4	Aisle 5	Location 22
5	Aisle 4	Location 4
6	Aisle 5	Location 10
7	Aisle 1	Location 1
8	Aisle 1	Location 10
9	Aisle 0	Location 3
10	Aisle 3	Location 27
11	Aisle 4	Location 9
12	Aisle 5	Location 18
Order 40	number of articles 22	due date 313.042
0	Aisle 2	Location 19
1	Aisle 1	Location 4
2	Aisle 0	Location 17
3	Aisle 0	Location 9
4	Aisle 0	Location 26
5	Aisle 0	Location 40
6	Aisle 0	Location 23
7	Aisle 0	Location 14
8	Aisle 1	Location 1
9	Aisle 4	Location 19
10	Aisle 5	Location 21
11	Aisle 0	Location 31
12	Aisle 1	Location 40
13	Aisle 1	Location 43
14	Aisle 0	Location 20
15	Aisle 0	Location 8
16	Aisle 1	Location 9
17	Aisle 0	Location 37
18	Aisle 1	Location 10
19	Aisle 0	Location 7
20	Aisle 0	Location 5
21	Aisle 1	Location 5
Order 41	number of articles 19	due date 190.042
0	Aisle 1	Location 30
1	Aisle 17	Location 12
2	Aisle 5	Location 27
3	Aisle 1	Location 29
4	Aisle 1	Location 24
5	Aisle 0	Location 41
6	Aisle 1	Location 39
7	Aisle 1	Location 43
8	Aisle 4	Location 21
9	Aisle 5	Location 4
10	Aisle 14	Location 1
11	Aisle 0	Location 6
12	Aisle 17	Location 25
13	Aisle 1	Location 10
14	Aisle 0	Location 17
15	Aisle 9	Location 27
16	Aisle 13	Location 14
17	Aisle 7	Location 23
18	Aisle 3	Location 27
Order 42	number of articles 10	due date 131.042
0	Aisle 4	Location 30
1	Aisle 1	Location 16
2	Aisle 1	Location 25
3	Aisle 5	Location 13
4	Aisle 2	Location 18
5	Aisle 4	Location 9
6	Aisle 1	Location 27
7	Aisle 1	Location 23
8	Aisle 1	Location 36
9	Aisle 1	Location 13
Order 43	number of articles 10	due date 285.042
0	Aisle 5	Location 24
1	Aisle 18	Location 31
2	Aisle 4	Location 23
3	Aisle 2	Location 19
4	Aisle 3	Location 40
5	Aisle 1	Location 21
6	Aisle 5	Location 28
7	Aisle 1	Location 33
8	Aisle 0	Location 23
9	Aisle 4	Location 6
Order 44	number of articles 17	due date 457.042
0	Aisle 1	Location 3
1	Aisle 12	Location 30
2	Aisle 3	Location 10
3	Aisle 0	Location 9
4	Aisle 0	Location 0
5	Aisle 0	Location 21
6	Aisle 1	Location 9
7	Aisle 1	Location 41
8	Aisle 19	Location 3
9	Aisle 10	Location 41
10	Aisle 2	Location 19
11	Aisle 3	Location 37
12	Aisle 5	Location 6
13	Aisle 17	Location 34
14	Aisle 3	Location 9
15	Aisle 1	Location 18
16	Aisle 5	Location 19
Order 45	number of articles 15	due date 147.042
0	Aisle 5	Location 28
1	Aisle 1	Location 0
2	Aisle 2	Location 25
3	Aisle 19	Location 12
4	Aisle 4	Location 28
5	Aisle 1	Location 14
6	Aisle 12	Location 42
7	Aisle 2	Location 4
8	Aisle 0	Location 23
9	Aisle 4	Location 27
10	Aisle 4	Location 2
11	Aisle 1	Location 7
12	Aisle 1	Location 40
13	Aisle 3	Location 4
14	Aisle 0	Location 41
Order 46	number of articles 6	due date 611.042
0	Aisle 3	Location 40
1	Aisle 4	Location 38
2	Aisle 5	Location 14
3	Aisle 4	Location 40
4	Aisle 4	Location 17
5	Aisle 2	Location 33
Order 47	number of articles 7	due date 183.042
0	Aisle 0	Location 26
1	Aisle 2	Location 27
2	Aisle 3	Location 25
3	Aisle 3	Location 39
4	Aisle 1	Location 9
5	Aisle 3	Location 8
6	Aisle 1	Location 40
Order 48	number of articles 14	due date 583.042
0	Aisle 2	Location 24
1	Aisle 2	Location 19
2	Aisle 18	Location 32
3	Aisle 0	Location 36
4	Aisle 3	Location 44
5	Aisle 6	Location 11
6	Aisle 18	Location 33
7	Aisle 9	Location 3
8	Aisle 2	Location 39
9	Aisle 1	Location 22
10	Aisle 5	Location 2
11	Aisle 6	Location 25
12	Aisle 1	Location 24
13	Aisle 9	Location 11
Order 49	number of articles 21	due date 454.042
0	Aisle 3	Location 8
1	Aisle 4	Location 24
2	Aisle 1	Location 19
3	Aisle 3	Location 5
4	Aisle 1	Location 39
5	Aisle 5	Location 3
6	Aisle 1	Location 34
7	Aisle 3	Location 31
8	Aisle 1	Location 29
9	Aisle 1	Location 7
10	Aisle 0	Location 13
11	Aisle 0	Location 34
12	Aisle 0	Location 0
13	Aisle 5	Location 41
14	Aisle 5	Location 42
15	Aisle 5	Location 4
16	Aisle 0	Location 14
17	Aisle 2	Location 14
18	Aisle 1	Location 3
19	Aisle 1	Location 22
20	Aisle 0	Location 12
Order 50	number of articles 16	due date 361.042
0	Aisle 0	Location 14
1	Aisle 0	Location 29
2	Aisle 1	Location 5
3	Aisle 0	Location 27
4	Aisle 12	Location 1
5	Aisle 5	Location 29
6	Aisle 3	Location 33
7	Aisle 2	Location 37
8	Aisle 3	Location 14
9	Aisle 19	Location 37
10	Aisle 4	Location 36
11	Aisle 0	Location 31
12	Aisle 0	Location 24
13	Aisle 12	Location 24
14	Aisle 1	Location 35
15	Aisle 3	Location 6
Order 51	number of articles 6	due date 327.042
0	Aisle 5	Location 29
1	Aisle 1	Location 28
2	Aisle 10	Location 12
3	Aisle 17	Location 39
4	Aisle 18	Location 9
5	Aisle 5	Location 26
Order 52	number of articles 13	due date 625.042
0	Aisle 1	Location 37
1	Aisle 1	Location 0
2	Aisle 1	Location 17
3	Aisle 4	Location 18
4	Aisle 1	Location 19
5	Aisle 0	Location 21
6	Aisle 5	Location 12
7	Aisle 8	Location 9
8	Aisle 8	Location 36
9	Aisle 4	Location 16
10	Aisle 5	Location 26
11	Aisle 0	Location 28
12	Aisle 15	Location 40
Order 53	number of articles 18	due date 173.042
0	Aisle 1	Location 43
1	Aisle 5	Location 12
2	Aisle 5	Location 34
3	Aisle 4	Location 24
4	Aisle 2	Location 35
5	Aisle 1	Location 1
6	Aisle 1	Location 44
7	Aisle 2	Location 19
8	Aisle 0	Location 23
9	Aisle 3	Location 40
10	Aisle 17	Location 21
11	Aisle 1	Location 11
12	Aisle 5	Location 27
13	Aisle 0	Location 24
14	Aisle 1	Location 3
15	Aisle 10	Location 29
16	Aisle 0	Location 9
17	Aisle 5	Location 36
Order 54	number of articles 17	due date 81.0417
0	Aisle 0	Location 30
1	Aisle 12	Location 14
2	Aisle 19	Location 42
3	Aisle 2	Location 8
4	Aisle 18	Location 11
5	Aisle 3	Location 1
6	Aisle 3	Location 13
7	Aisle 2	Location 1
8	Aisle 1	Location 27
9	Aisle 1	Location 3
10	Aisle 15	Location 2
11	Aisle 1	Location 5
12	Aisle 2	Location 14
13	Aisle 0	Location 9
14	Aisle 18	Location 44
15	Aisle 1	Location 6
16	Aisle 11	Location 0
Order 55	number of articles 13	due date 526.042
0	Aisle 1	Location 41
1	Aisle 0	Location 12
2	Aisle 1	Location 40
3	Aisle 2	Location 42
4	Aisle 10	Location 31
5	Aisle 1	Location 20
6	Aisle 2	Location 0
7	Aisle 2	Location 43
8	Aisle 16	Location 44
9	Aisle 1	Location 11
10	Aisle 5	Location 44
11	Aisle 0	Location 1
12	Aisle 0	Location 18
Order 56	number of articles 10	due date 244.042
0	Aisle 0	Location 37
1	Aisle 3	Location 4
2	Aisle 0	Location 29
3	Aisle 1	Location 2
4	Aisle 2	Location 43
5	Aisle 3	Location 14
6	Aisle 4	Location 26
7	Aisle 5	Location 33
8	Aisle 3	Location 26
9	Aisle 1	Location 4
Order 57	number of articles 12	due date 184.042
0	Aisle 0	Location 43
1	Aisle 4	Location 43
2	Aisle 0	Location 17
3	Aisle 5	Location 29
4	Aisle 8	Location 36
5	Aisle 2	Location 39
6	Aisle 8	Location 28
7	Aisle 12	Location 18
8	Aisle 3	Location 43
9	Aisle 11	Location 6
10	Aisle 4	Location 1
11	Aisle 15	Location 36
Order 58	number of articles 20	due date 62.0417
0	Aisle 0	Location 20
1	Aisle 13	Location 10
2	Aisle 1	Location 23
3	Aisle 0	Location 9
4	Aisle 4	Location 42
5	Aisle 3	Location 21
6	Aisle 0	Location 27
7	Aisle 12	Location 3
8	Aisle 0	Location 17
9	Aisle 0	Location 29
10	Aisle 3	Location 35
11	Aisle 0	Location 14
12	Aisle 11	Location 18
13	Aisle 0	Location 30
14	Aisle 0	Location 42
15	Aisle 0	Location 36
16	Aisle 11	Location 29
17	Aisle 4	Location 1
18	Aisle 0	Location 18
19	Aisle 1	Location 34
Order 59	number of articles 5	due date 237.042
0	Aisle 0	Location 28
1	Aisle 5	Location 24
2	Aisle 1	Location 39
3	Aisle 2	Location 40
4	Aisle 3	Location 14
