Order 0	number of articles 11	due date 166.292
16	Aisle 3	Location 0
17	Aisle 0	Location 28
18	Aisle 1	Location 43
19	Aisle 4	Location 22
20	Aisle 7	Location 22
21	Aisle 3	Location 11
Order 5	number of articles 21	due date 208.292
0	Aisle 5	Location 28
1	Aisle 8	Location 41
2	Aisle 1	Location 40
3	Aisle 5	Location 20
4	Aisle 1	Location 33
5	Aisle 0	Location 29
6	Aisle 3	Location 19
7	Aisle 0	Location 34
8	Aisle 18	Location 12
9	Aisle 4	Location 42
10	Aisle 2	Location 35
11	Aisle 1	Location 18
12	Aisle 1	Location 7
13	Aisle 0	Location 39
14	Aisle 0	Location 1
15	Aisle 0	Location 40
16	Aisle 9	Location 17
17	Aisle 0	Location 19
18	Aisle 0	Location 23
19	Aisle 1	Location 12
20	Aisle 1	Location 3
Order 6	number of articles 20	due date 88.2917
0	Aisle 0	Location 2
1	Aisle 1	Location 12
2	Aisle 2	Location 4
3	Aisle 3	Location 29
4	Aisle 4	Location 31
5	Aisle 0	Location 11
6	Aisle 2	Location 18
7	Aisle 1	Location 26
8	Aisle 1	Location 21
9	Aisle 1	Location 10
10	Aisle 0	Location 32
11	Aisle 1	Location 17
12	Aisle 2	Location 0
13	Aisle 1	Location 28
14	Aisle 8	Location 35
15	Aisle 1	Location 41
16	Aisle 5	Location 27
17	Aisle 6	Location 44
18	Aisle 1	Location 42
19	Aisle 2	Location 2
Order 7	number of articles 22	due date 190.292
0	Aisle 12	Location 28
1	Aisle 4	Location 3
2	Aisle 1	Location 28
3	Aisle 0	Location 25
4	Aisle 1	Location 12
5	Aisle 3	Location 19
6	Aisle 5	Location 13
7	Aisle 1	Location 18
8	Aisle 5	Location 6
9	Aisle 3	Location 38
10	Aisle 1	Location 38
11	Aisle 0	Location 40
12	Aisle 0	Location 20
13	Aisle 1	Location 25
14	Aisle 1	Location 17
15	Aisle 0	Location 36
16	Aisle 0	Location 26
17	Aisle 1	Location 33
18	Aisle 0	Location 14
19	Aisle 1	Location 16
20	Aisle 0	Location 22
21	Aisle 1	Location 13
Order 8	number of articles 11	due date 229.292
0	Aisle 4	Location 38
1	Aisle 18	Location 26
2	Aisle 1	Location 28
3	Aisle 4	Location 16
4	Aisle 2	Location 37
5	Aisle 0	Location 33
6	Aisle 17	Location 43
7	Aisle 0	Location 24
8	Aisle 1	Location 30
9	Aisle 8	Location 31
10	Aisle 0	Location 28
Order 9	number of articles 6	due date 101.292
0	Aisle 0	Location 4
1	Aisle 1	Location 42
2	Aisle 1	Location 26
3	Aisle 0	Location 35
4	Aisle 0	Location 2
5	Aisle 2	Location 1
Order 10	number of articles 13	due date 203.292
0	Aisle 4	Location 19
1	Aisle 4	Location 43
2	Aisle 6	Location 32
3	Aisle 5	Location 17
4	Aisle 1	Location 39
5	Aisle 0	Location 4
6	Aisle 16	Location 33
7	Aisle 2	Location 37
8	Aisle 13	Location 0
9	Aisle 0	Location 6
10	Aisle 0	Location 8
11	Aisle 2	Location 20
12	Aisle 1	Location 16
Order 11	number of articles 5	due date 186.292
0	Aisle 1	Location 11
1	Aisle 5	Location 8
2	Aisle 9	Location 30
3	Aisle 10	Location 28
4	Aisle 2	Location 27
Order 12	number of articles 18	due date 25.2917
0	Aisle 2	Location 36
1	Aisle 4	Location 26
2	Aisle 0	Location 6
3	Aisle 5	Location 1
4	Aisle 9	Location 14
5	Aisle 2	Location 37
6	Aisle 2	Location 9
7	Aisle 0	Location 44
8	Aisle 0	Location 38
9	Aisle 4	Location 1
10	Aisle 5	Location 17
11	Aisle 16	Location 32
12	Aisle 0	Location 9
13	Aisle 0	Location 21
14	Aisle 0	Location 35
15	Aisle 0	Location 39
16	Aisle 3	Location 40
17	Aisle 5	Location 14
Order 13	number of articles 18	due date 192.292
0	Aisle 0	Location 23
1	Aisle 5	Location 5
2	Aisle 0	Location 18
3	Aisle 0	Location 6
4	Aisle 1	Location 19
5	Aisle 5	Location 37
6	Aisle 0	Location 15
7	Aisle 1	Location 12
8	Aisle 1	Location 0
9	Aisle 0	Location 43
10	Aisle 5	Location 21
11	Aisle 2	Location 27
12	Aisle 4	Location 30
13	Aisle 5	Location 27
14	Aisle 4	Location 8
15	Aisle 3	Location 7
16	Aisle 2	Location 21
17	Aisle 1	Location 41
Order 14	number of articles 24	due date 90.2917
0	Aisle 2	Location 15
1	Aisle 1	Location 12
2	Aisle 4	Location 2
3	Aisle 2	Location 25
4	Aisle 1	Location 16
5	Aisle 5	Location 13
6	Aisle 19	Location 8
7	Aisle 1	Location 21
8	Aisle 0	Location 20
9	Aisle 3	Location 1
10	Aisle 1	Location 8
11	Aisle 1	Location 1
12	Aisle 2	Location 29
13	Aisle 5	Location 11
14	Aisle 1	Location 13
15	Aisle 4	Location 10
16	Aisle 0	Location 44
17	Aisle 0	Location 3
18	Aisle 5	Location 33
19	Aisle 0	Location 31
20	Aisle 5	Location 25
21	Aisle 3	Location 21
22	Aisle 18	Location 25
23	Aisle 4	Location 22
Order 15	number of articles 7	due date 61.2917
0	Aisle 1	Location 27
1	Aisle 4	Location 0
2	Aisle 1	Location 19
3	Aisle 0	Location 24
4	Aisle 1	Location 36
5	Aisle 4	Location 40
6	Aisle 1	Location 34
Order 16	number of articles 21	due date 49.2917
0	Aisle 4	Location 34
1	Aisle 0	Location 41
2	Aisle 2	Location 33
3	Aisle 1	Location 43
4	Aisle 2	Location 18
5	Aisle 0	Location 29
6	Aisle 15	Location 4
7	Aisle 1	Location 13
8	Aisle 0	Location 40
9	Aisle 3	Location 16
10	Aisle 5	Location 1
11	Aisle 0	Location 38
12	Aisle 0	Location 28
13	Aisle 1	Location 26
14	Aisle 1	Location 25
15	Aisle 0	Location 17
16	Aisle 4	Location 21
17	Aisle 0	Location 15
18	Aisle 4	Location 6
19	Aisle 1	Location 37
20	Aisle 0	Location 30
Order 17	number of articles 11	due date 91.2917
0	Aisle 0	Location 2
1	Aisle 1	Location 30
2	Aisle 1	Location 22
3	Aisle 2	Location 4
4	Aisle 1	Location 38
5	Aisle 3	Location 8
6	Aisle 16	Location 19
7	Aisle 1	Location 14
8	Aisle 2	Location 14
9	Aisle 2	Location 8
10	Aisle 0	Location 26
Order 18	number of articles 12	due date 14.2917
0	Aisle 3	Location 15
1	Aisle 0	Location 4
2	Aisle 5	Location 31
3	Aisle 5	Location 22
4	Aisle 0	Location 22
5	Aisle 5	Location 4
6	Aisle 5	Location 43
7	Aisle 2	Location 3
8	Aisle 4	Location 37
9	Aisle 1	Location 3
10	Aisle 0	Location 0
11	Aisle 5	Location 0
Order 19	number of articles 10	due date 68.2917
0	Aisle 11	Location 20
1	Aisle 9	Location 34
2	Aisle 3	Location 21
3	Aisle 0	Location 14
4	Aisle 3	Location 25
5	Aisle 2	Location 29
6	Aisle 1	Location 17
7	Aisle 2	Location 13
8	Aisle 0	Location 27
9	Aisle 0	Location 28
Order 20	number of articles 24	due date 198.292
0	Aisle 11	Location 8
1	Aisle 2	Location 21
2	Aisle 0	Location 11
3	Aisle 3	Location 16
4	Aisle 4	Location 28
5	Aisle 5	Location 27
6	Aisle 1	Location 28
7	Aisle 1	Location 6
8	Aisle 4	Location 42
9	Aisle 1	Location 24
10	Aisle 2	Location 20
11	Aisle 0	Location 24
12	Aisle 2	Location 31
13	Aisle 5	Location 9
14	Aisle 1	Location 22
15	Aisle 1	Location 13
16	Aisle 0	Location 26
17	Aisle 1	Location 43
18	Aisle 0	Location 5
19	Aisle 0	Location 41
20	Aisle 0	Location 43
21	Aisle 0	Location 21
22	Aisle 2	Location 17
23	Aisle 1	Location 7
Order 21	number of articles 17	due date 234.292
0	Aisle 4	Location 8
1	Aisle 4	Location 19
2	Aisle 0	Location 11
3	Aisle 1	Location 35
4	Aisle 12	Location 3
5	Aisle 3	Location 19
6	Aisle 2	Location 2
7	Aisle 9	Location 5
8	Aisle 4	Location 25
9	Aisle 0	Location 4
10	Aisle 2	Location 15
11	Aisle 0	Location 27
12	Aisle 0	Location 37
13	Aisle 0	Location 10
14	Aisle 2	Location 26
15	Aisle 18	Location 20
16	Aisle 1	Location 16
Order 22	number of articles 10	due date 95.2917
0	Aisle 19	Location 35
1	Aisle 3	Location 42
2	Aisle 5	Location 17
3	Aisle 1	Location 39
4	Aisle 5	Location 14
5	Aisle 0	Location 36
6	Aisle 0	Location 1
7	Aisle 12	Location 4
8	Aisle 2	Location 26
9	Aisle 1	Location 41
Order 23	number of articles 18	due date 204.292
0	Aisle 0	Location 22
1	Aisle 1	Location 5
2	Aisle 1	Location 17
3	Aisle 1	Location 31
4	Aisle 14	Location 15
5	Aisle 17	Location 2
6	Aisle 0	Location 17
7	Aisle 12	Location 12
8	Aisle 1	Location 34
9	Aisle 0	Location 20
10	Aisle 1	Location 20
11	Aisle 1	Location 40
12	Aisle 2	Location 21
13	Aisle 1	Location 22
14	Aisle 5	Location 20
15	Aisle 0	Location 13
16	Aisle 2	Location 10
17	Aisle 14	Location 44
Order 24	number of articles 5	due date 198.292
0	Aisle 0	Location 30
1	Aisle 17	Location 19
2	Aisle 1	Location 16
3	Aisle 13	Location 17
4	Aisle 4	Location 34
Order 25	number of articles 9	due date 99.2917
0	Aisle 19	Location 13
1	Aisle 1	Location 26
2	Aisle 13	Location 31
3	Aisle 0	Location 29
4	Aisle 3	Location 35
5	Aisle 1	Location 20
6	Aisle 4	Location 23
7	Aisle 11	Location 20
8	Aisle 0	Location 5
Order 26	number of articles 9	due date 252.292
0	Aisle 3	Location 33
1	Aisle 12	Location 43
2	Aisle 1	Location 3
3	Aisle 1	Location 42
4	Aisle 15	Location 35
5	Aisle 16	Location 35
6	Aisle 0	Location 26
7	Aisle 5	Location 22
8	Aisle 1	Location 8
Order 27	number of articles 15	due date 23.2917
0	Aisle 5	Location 41
1	Aisle 4	Location 11
2	Aisle 3	Location 10
3	Aisle 1	Location 3
4	Aisle 0	Location 17
5	Aisle 2	Location 18
6	Aisle 0	Location 29
7	Aisle 1	Location 19
8	Aisle 2	Location 1
9	Aisle 0	Location 14
10	Aisle 0	Location 30
11	Aisle 0	Location 38
12	Aisle 1	Location 38
13	Aisle 12	Location 41
14	Aisle 5	Location 32
Order 28	number of articles 18	due date 7.29167
0	Aisle 1	Location 38
1	Aisle 0	Location 32
2	Aisle 5	Location 43
3	Aisle 0	Location 20
4	Aisle 5	Location 2
5	Aisle 1	Location 14
6	Aisle 0	Location 25
7	Aisle 16	Location 19
8	Aisle 7	Location 42
9	Aisle 1	Location 26
10	Aisle 1	Location 4
11	Aisle 1	Location 18
12	Aisle 0	Location 14
13	Aisle 2	Location 8
14	Aisle 3	Location 28
15	Aisle 1	Location 3
16	Aisle 1	Location 39
17	Aisle 1	Location 42
Order 29	number of articles 16	due date 74.2917
0	Aisle 4	Location 11
1	Aisle 2	Location 19
2	Aisle 1	Location 24
3	Aisle 1	Location 7
4	Aisle 1	Location 15
5	Aisle 1	Location 9
6	Aisle 0	Location 34
7	Aisle 0	Location 28
8	Aisle 0	Location 27
9	Aisle 1	Location 22
10	Aisle 3	Location 21
11	Aisle 13	Location 35
12	Aisle 5	Location 21
13	Aisle 0	Location 18
14	Aisle 1	Location 31
15	Aisle 2	Location 5
Order 30	number of articles 22	due date 241.292
0	Aisle 1	Location 19
1	Aisle 1	Location 15
2	Aisle 0	Location 5
3	Aisle 1	Location 42
4	Aisle 4	Location 37
5	Aisle 0	Location 32
6	Aisle 3	Location 4
7	Aisle 0	Location 21
8	Aisle 0	Location 33
9	Aisle 5	Location 18
10	Aisle 1	Location 40
11	Aisle 1	Location 26
12	Aisle 1	Location 14
13	Aisle 4	Location 41
14	Aisle 2	Location 18
15	Aisle 0	Location 44
16	Aisle 2	Location 29
17	Aisle 5	Location 24
18	Aisle 0	Location 0
19	Aisle 3	Location 16
20	Aisle 0	Location 17
21	Aisle 4	Location 34
Order 31	number of articles 16	due date 152.292
0	Aisle 2	Location 29
1	Aisle 0	Location 9
2	Aisle 1	Location 27
3	Aisle 7	Location 23
4	Aisle 3	Location 42
5	Aisle 0	Location 24
6	Aisle 2	Location 42
7	Aisle 2	Location 16
8	Aisle 0	Location 4
9	Aisle 1	Location 0
10	Aisle 0	Location 43
11	Aisle 3	Location 32
12	Aisle 10	Location 13
13	Aisle 1	Location 10
14	Aisle 0	Location 36
15	Aisle 2	Location 8
Order 32	number of articles 22	due date 180.292
0	Aisle 1	Location 32
1	Aisle 4	Location 12
2	Aisle 1	Location 6
3	Aisle 0	Location 20
4	Aisle 1	Location 17
5	Aisle 2	Location 38
6	Aisle 0	Location 29
7	Aisle 1	Location 5
8	Aisle 6	Location 37
9	Aisle 0	Location 12
10	Aisle 4	Location 23
11	Aisle 0	Location 17
12	Aisle 0	Location 34
13	Aisle 1	Location 35
14	Aisle 0	Location 26
15	Aisle 18	Location 35
16	Aisle 1	Location 30
17	Aisle 18	Location 29
18	Aisle 4	Location 10
19	Aisle 0	Location 1
20	Aisle 14	Location 18
21	Aisle 0	Location 24
Order 33	number of articles 22	due date 211.292
0	Aisle 0	Location 17
1	Aisle 4	Location 23
2	Aisle 4	Location 39
3	Aisle 3	Location 10
4	Aisle 1	Location 35
5	Aisle 5	Location 20
6	Aisle 9	Location 22
7	Aisle 5	Location 7
8	Aisle 1	Location 4
9	Aisle 0	Location 42
10	Aisle 2	Location 35
11	Aisle 0	Location 18
12	Aisle 4	Location 41
13	Aisle 2	Location 19
14	Aisle 2	Location 29
15	Aisle 1	Location 19
16	Aisle 1	Location 33
17	Aisle 0	Location 40
18	Aisle 4	Location 17
19	Aisle 1	Location 11
20	Aisle 0	Location 14
21	Aisle 0	Location 20
Order 34	number of articles 7	due date 104.292
0	Aisle 1	Location 17
1	Aisle 6	Location 42
2	Aisle 2	Location 36
3	Aisle 5	Location 29
4	Aisle 0	Location 35
5	Aisle 1	Location 25
6	Aisle 7	Location 31
Order 35	number of articles 9	due date 109.292
0	Aisle 0	Location 2
1	Aisle 2	Location 1
2	Aisle 3	Location 11
3	Aisle 2	Location 25
4	Aisle 2	Location 38
5	Aisle 3	Location 19
6	Aisle 2	Location 26
7	Aisle 3	Location 29
8	Aisle 4	Location 22
Order 36	number of articles 9	due date 269.292
0	Aisle 10	Location 8
1	Aisle 11	Location 4
2	Aisle 0	Location 20
3	Aisle 5	Location 37
4	Aisle 0	Location 23
5	Aisle 1	Location 42
6	Aisle 1	Location 3
7	Aisle 2	Location 22
8	Aisle 1	Location 35
Order 37	number of articles 8	due date 130.292
0	Aisle 5	Location 5
1	Aisle 3	Location 31
2	Aisle 0	Location 18
3	Aisle 3	Location 12
4	Aisle 0	Location 0
5	Aisle 13	Location 3
6	Aisle 1	Location 38
7	Aisle 0	Location 35
Order 38	number of articles 11	due date 265.292
0	Aisle 1	Location 37
1	Aisle 13	Location 17
2	Aisle 14	Location 6
3	Aisle 5	Location 9
4	Aisle 0	Location 8
5	Aisle 8	Location 42
6	Aisle 12	Location 28
7	Aisle 13	Location 34
8	Aisle 5	Location 4
9	Aisle 2	Location 17
10	Aisle 1	Location 28
Order 39	number of articles 23	due date 127.292
0	Aisle 0	Location 5
1	Aisle 1	Location 38
2	Aisle 0	Location 38
3	Aisle 1	Location 5
4	Aisle 0	Location 30
5	Aisle 18	Location 29
6	Aisle 2	Location 25
7	Aisle 0	Location 29
8	Aisle 16	Location 40
9	Aisle 0	Location 6
10	Aisle 1	Location 6
11	Aisle 0	Location 9
12	Aisle 0	Location 32
13	Aisle 4	Location 11
14	Aisle 4	Location 40
15	Aisle 3	Location 32
16	Aisle 3	Location 0
17	Aisle 5	Location 12
18	Aisle 5	Location 18
19	Aisle 1	Location 1
20	Aisle 1	Location 21
21	Aisle 2	Location 10
22	Aisle 0	Location 4
