Order 0	number of articles 16	due date 198.542
Order 5	number of articles 19	due date 63.5417
0	Aisle 5	Location 18
1	Aisle 3	Location 2
2	Aisle 1	Location 4
3	Aisle 16	Location 8
4	Aisle 4	Location 0
5	Aisle 0	Location 33
6	Aisle 0	Location 30
7	Aisle 0	Location 37
8	Aisle 3	Location 1
9	Aisle 1	Location 21
10	Aisle 1	Location 44
11	Aisle 5	Location 5
12	Aisle 9	Location 14
13	Aisle 1	Location 31
14	Aisle 9	Location 28
15	Aisle 0	Location 38
16	Aisle 0	Location 4
17	Aisle 2	Location 36
18	Aisle 0	Location 10
Order 6	number of articles 15	due date 35.5417
0	Aisle 2	Location 30
1	Aisle 2	Location 23
2	Aisle 5	Location 10
3	Aisle 1	Location 16
4	Aisle 3	Location 18
5	Aisle 0	Location 41
6	Aisle 1	Location 37
7	Aisle 0	Location 8
8	Aisle 2	Location 6
9	Aisle 1	Location 8
10	Aisle 0	Location 10
11	Aisle 2	Location 8
12	Aisle 1	Location 31
13	Aisle 3	Location 11
14	Aisle 8	Location 37
Order 7	number of articles 13	due date 200.542
0	Aisle 10	Location 34
1	Aisle 1	Location 37
2	Aisle 1	Location 29
3	Aisle 15	Location 3
4	Aisle 3	Location 7
5	Aisle 5	Location 9
6	Aisle 0	Location 12
7	Aisle 0	Location 15
8	Aisle 0	Location 5
9	Aisle 0	Location 19
10	Aisle 1	Location 23
11	Aisle 5	Location 20
12	Aisle 1	Location 10
Order 8	number of articles 18	due date 100.542
0	Aisle 1	Location 43
1	Aisle 1	Location 40
2	Aisle 3	Location 42
3	Aisle 0	Location 25
4	Aisle 0	Location 15
5	Aisle 1	Location 7
6	Aisle 1	Location 41
7	Aisle 0	Location 21
8	Aisle 0	Location 32
9	Aisle 5	Location 30
10	Aisle 5	Location 28
11	Aisle 3	Location 4
12	Aisle 0	Location 20
13	Aisle 1	Location 35
14	Aisle 0	Location 36
15	Aisle 2	Location 5
16	Aisle 0	Location 17
17	Aisle 3	Location 27
Order 9	number of articles 12	due date 114.542
0	Aisle 1	Location 27
1	Aisle 2	Location 25
2	Aisle 0	Location 11
3	Aisle 3	Location 5
4	Aisle 0	Location 1
5	Aisle 3	Location 30
6	Aisle 2	Location 15
7	Aisle 1	Location 37
8	Aisle 0	Location 37
9	Aisle 15	Location 18
10	Aisle 5	Location 21
11	Aisle 2	Location 28
Order 10	number of articles 9	due date 118.542
0	Aisle 5	Location 42
1	Aisle 4	Location 15
2	Aisle 0	Location 28
3	Aisle 2	Location 12
4	Aisle 2	Location 13
5	Aisle 1	Location 5
6	Aisle 0	Location 3
7	Aisle 1	Location 24
8	Aisle 1	Location 22
Order 11	number of articles 18	due date 35.5417
0	Aisle 2	Location 21
1	Aisle 0	Location 18
2	Aisle 0	Location 43
3	Aisle 4	Location 34
4	Aisle 2	Location 12
5	Aisle 2	Location 19
6	Aisle 18	Location 43
7	Aisle 5	Location 0
8	Aisle 3	Location 44
9	Aisle 12	Location 26
10	Aisle 9	Location 42
11	Aisle 1	Location 15
12	Aisle 16	Location 41
13	Aisle 19	Location 2
14	Aisle 4	Location 38
15	Aisle 16	Location 6
16	Aisle 3	Location 1
17	Aisle 1	Location 10
Order 12	number of articles 14	due date 105.542
0	Aisle 8	Location 29
1	Aisle 1	Location 37
2	Aisle 3	Location 34
3	Aisle 0	Location 6
4	Aisle 3	Location 5
5	Aisle 0	Location 5
6	Aisle 0	Location 10
7	Aisle 1	Location 20
8	Aisle 3	Location 35
9	Aisle 1	Location 31
10	Aisle 0	Location 24
11	Aisle 1	Location 24
12	Aisle 2	Location 16
13	Aisle 2	Location 31
Order 13	number of articles 20	due date 138.542
0	Aisle 5	Location 30
1	Aisle 0	Location 23
2	Aisle 2	Location 31
3	Aisle 1	Location 33
4	Aisle 5	Location 9
5	Aisle 5	Location 19
6	Aisle 2	Location 19
7	Aisle 4	Location 28
8	Aisle 4	Location 25
9	Aisle 4	Location 27
10	Aisle 0	Location 21
11	Aisle 2	Location 2
12	Aisle 15	Location 38
13	Aisle 3	Location 28
14	Aisle 1	Location 27
15	Aisle 12	Location 12
16	Aisle 0	Location 6
17	Aisle 1	Location 26
18	Aisle 1	Location 30
19	Aisle 4	Location 22
Order 14	number of articles 23	due date 8.54167
0	Aisle 0	Location 20
1	Aisle 13	Location 35
2	Aisle 0	Location 18
3	Aisle 1	Location 20
4	Aisle 0	Location 11
5	Aisle 2	Location 15
6	Aisle 0	Location 28
7	Aisle 3	Location 21
8	Aisle 0	Location 30
9	Aisle 7	Location 6
10	Aisle 0	Location 7
11	Aisle 4	Location 4
12	Aisle 17	Location 28
13	Aisle 13	Location 18
14	Aisle 0	Location 32
15	Aisle 5	Location 25
16	Aisle 3	Location 30
17	Aisle 2	Location 24
18	Aisle 5	Location 2
19	Aisle 18	Location 25
20	Aisle 1	Location 41
21	Aisle 0	Location 33
22	Aisle 5	Location 39
Order 15	number of articles 22	due date 35.5417
0	Aisle 0	Location 44
1	Aisle 0	Location 30
2	Aisle 0	Location 0
3	Aisle 3	Location 14
4	Aisle 0	Location 14
5	Aisle 5	Location 25
6	Aisle 1	Location 14
7	Aisle 4	Location 24
8	Aisle 5	Location 22
9	Aisle 0	Location 11
10	Aisle 0	Location 10
11	Aisle 1	Location 24
12	Aisle 12	Location 28
13	Aisle 0	Location 18
14	Aisle 4	Location 25
15	Aisle 3	Location 17
16	Aisle 2	Location 18
17	Aisle 1	Location 7
18	Aisle 3	Location 7
19	Aisle 1	Location 11
20	Aisle 1	Location 28
21	Aisle 1	Location 38
Order 16	number of articles 12	due date 209.542
0	Aisle 18	Location 42
1	Aisle 1	Location 24
2	Aisle 1	Location 29
3	Aisle 4	Location 29
4	Aisle 3	Location 11
5	Aisle 0	Location 0
6	Aisle 1	Location 31
7	Aisle 5	Location 4
8	Aisle 2	Location 26
9	Aisle 3	Location 33
10	Aisle 1	Location 41
11	Aisle 0	Location 23
Order 17	number of articles 7	due date 201.542
0	Aisle 0	Location 17
1	Aisle 1	Location 36
2	Aisle 1	Location 25
3	Aisle 1	Location 3
4	Aisle 1	Location 14
5	Aisle 4	Location 34
6	Aisle 4	Location 29
Order 18	number of articles 12	due date 33.5417
0	Aisle 0	Location 14
1	Aisle 4	Location 36
2	Aisle 5	Location 13
3	Aisle 5	Location 11
4	Aisle 1	Location 2
5	Aisle 5	Location 6
6	Aisle 0	Location 19
7	Aisle 0	Location 31
8	Aisle 0	Location 41
9	Aisle 3	Location 32
10	Aisle 1	Location 8
11	Aisle 4	Location 15
Order 19	number of articles 21	due date 10.5417
0	Aisle 5	Location 13
1	Aisle 0	Location 40
2	Aisle 1	Location 0
3	Aisle 4	Location 20
4	Aisle 1	Location 33
5	Aisle 12	Location 19
6	Aisle 2	Location 20
7	Aisle 0	Location 35
8	Aisle 0	Location 19
9	Aisle 5	Location 24
10	Aisle 0	Location 13
11	Aisle 1	Location 5
12	Aisle 2	Location 33
13	Aisle 1	Location 16
14	Aisle 0	Location 10
15	Aisle 3	Location 4
16	Aisle 1	Location 28
17	Aisle 5	Location 36
18	Aisle 1	Location 25
19	Aisle 3	Location 5
20	Aisle 15	Location 28
