Order 0	number of articles 13	due date 187.375
0	Aisle 9	Location 30
1	Aisle 0	Location 35
2	Aisle 0	Location 4
3	Aisle 5	Location 3
4	Aisle 8	Location 38
5	Aisle 3	Location 9
6	Aisle 4	Location 34
7	Aisle 5	Location 14
8	Aisle 1	Location 41
9	Aisle 2	Location 38
10	Aisle 19	Location 39
11	Aisle 2	Location 14
12	Aisle 2	Location 37
13	Aisle 2	Location 39
14	Aisle 4	Location 42
15	Aisle 0	Location 15
16	Aisle 4	Location 32
17	Aisle 2	Location 24
18	Aisle 4	Location 0
19	Aisle 9	Location 44
Order 8	number of articles 13	due date 410.375
0	Aisle 0	Location 13
1	Aisle 4	Location 35
2	Aisle 2	Location 4
3	Aisle 1	Location 35
4	Aisle 1	Location 29
5	Aisle 1	Location 37
6	Aisle 4	Location 9
7	Aisle 1	Location 14
8	Aisle 0	Location 19
9	Aisle 1	Location 25
10	Aisle 4	Location 8
11	Aisle 0	Location 42
12	Aisle 3	Location 42
Order 9	number of articles 5	due date 116.375
0	Aisle 2	Location 6
1	Aisle 4	Location 0
2	Aisle 2	Location 35
3	Aisle 0	Location 2
4	Aisle 14	Location 9
Order 10	number of articles 9	due date 207.375
0	Aisle 2	Location 5
1	Aisle 5	Location 7
2	Aisle 5	Location 26
3	Aisle 1	Location 39
4	Aisle 1	Location 27
5	Aisle 1	Location 32
6	Aisle 4	Location 6
7	Aisle 3	Location 16
8	Aisle 4	Location 1
Order 11	number of articles 21	due date 253.375
0	Aisle 5	Location 22
1	Aisle 3	Location 28
2	Aisle 10	Location 28
3	Aisle 1	Location 9
4	Aisle 5	Location 24
5	Aisle 3	Location 34
6	Aisle 13	Location 28
7	Aisle 5	Location 1
8	Aisle 4	Location 34
9	Aisle 0	Location 39
10	Aisle 3	Location 44
11	Aisle 1	Location 24
12	Aisle 5	Location 17
13	Aisle 3	Location 11
14	Aisle 1	Location 15
15	Aisle 1	Location 20
16	Aisle 0	Location 12
17	Aisle 0	Location 5
18	Aisle 0	Location 41
19	Aisle 1	Location 13
20	Aisle 0	Location 36
Order 12	number of articles 15	due date 409.375
0	Aisle 0	Location 0
1	Aisle 5	Location 41
2	Aisle 1	Location 9
3	Aisle 1	Location 17
4	Aisle 2	Location 3
5	Aisle 5	Location 35
6	Aisle 1	Location 33
7	Aisle 1	Location 24
8	Aisle 0	Location 9
9	Aisle 2	Location 33
10	Aisle 3	Location 41
11	Aisle 4	Location 19
12	Aisle 0	Location 24
13	Aisle 0	Location 27
14	Aisle 4	Location 27
Order 13	number of articles 15	due date 324.375
0	Aisle 3	Location 14
1	Aisle 1	Location 8
2	Aisle 0	Location 24
3	Aisle 7	Location 17
4	Aisle 2	Location 11
5	Aisle 5	Location 23
6	Aisle 0	Location 14
7	Aisle 0	Location 5
8	Aisle 13	Location 38
9	Aisle 1	Location 38
10	Aisle 1	Location 15
11	Aisle 1	Location 23
12	Aisle 1	Location 13
13	Aisle 5	Location 17
14	Aisle 3	Location 43
Order 14	number of articles 12	due date 420.375
0	Aisle 7	Location 27
1	Aisle 1	Location 41
2	Aisle 2	Location 34
3	Aisle 0	Location 2
4	Aisle 2	Location 44
5	Aisle 4	Location 15
6	Aisle 4	Location 16
7	Aisle 16	Location 19
8	Aisle 1	Location 34
9	Aisle 5	Location 35
10	Aisle 11	Location 7
11	Aisle 8	Location 8
Order 15	number of articles 18	due date 298.375
0	Aisle 0	Location 23
1	Aisle 2	Location 26
2	Aisle 13	Location 29
3	Aisle 1	Location 30
4	Aisle 13	Location 33
5	Aisle 14	Location 34
6	Aisle 5	Location 8
7	Aisle 3	Location 41
8	Aisle 0	Location 7
9	Aisle 0	Location 8
10	Aisle 2	Location 4
11	Aisle 1	Location 13
12	Aisle 1	Location 19
13	Aisle 10	Location 10
14	Aisle 0	Location 42
15	Aisle 0	Location 25
16	Aisle 1	Location 39
17	Aisle 0	Location 30
Order 16	number of articles 19	due date 26.375
0	Aisle 5	Location 34
1	Aisle 0	Location 6
2	Aisle 1	Location 17
3	Aisle 0	Location 16
4	Aisle 0	Location 2
5	Aisle 1	Location 0
6	Aisle 19	Location 12
7	Aisle 2	Location 11
8	Aisle 2	Location 42
9	Aisle 1	Location 38
10	Aisle 4	Location 5
11	Aisle 2	Location 22
12	Aisle 0	Location 36
13	Aisle 3	Location 0
14	Aisle 4	Location 34
15	Aisle 1	Location 26
16	Aisle 0	Location 1
17	Aisle 3	Location 43
18	Aisle 1	Location 12
Order 17	number of articles 18	due date 108.375
0	Aisle 10	Location 21
1	Aisle 4	Location 8
2	Aisle 2	Location 17
3	Aisle 1	Location 10
4	Aisle 5	Location 22
5	Aisle 1	Location 18
6	Aisle 0	Location 25
7	Aisle 5	Location 7
8	Aisle 5	Location 24
9	Aisle 2	Location 15
10	Aisle 13	Location 8
11	Aisle 3	Location 44
12	Aisle 1	Location 16
13	Aisle 0	Location 33
14	Aisle 5	Location 41
15	Aisle 0	Location 28
16	Aisle 4	Location 37
17	Aisle 1	Location 31
Order 18	number of articles 12	due date 24.375
0	Aisle 0	Location 43
1	Aisle 3	Location 35
2	Aisle 1	Location 37
3	Aisle 2	Location 14
4	Aisle 0	Location 24
5	Aisle 0	Location 13
6	Aisle 1	Location 15
7	Aisle 2	Location 33
8	Aisle 19	Location 30
9	Aisle 1	Location 9
10	Aisle 1	Location 5
11	Aisle 0	Location 12
Order 19	number of articles 15	due date 323.375
0	Aisle 0	Location 16
1	Aisle 1	Location 23
2	Aisle 0	Location 7
3	Aisle 1	Location 0
4	Aisle 0	Location 32
5	Aisle 5	Location 41
6	Aisle 5	Location 6
7	Aisle 1	Location 20
8	Aisle 3	Location 35
9	Aisle 0	Location 5
10	Aisle 0	Location 23
11	Aisle 3	Location 36
12	Aisle 15	Location 39
13	Aisle 0	Location 3
14	Aisle 0	Location 29
Order 20	number of articles 5	due date 65.375
0	Aisle 5	Location 5
1	Aisle 3	Location 14
2	Aisle 1	Location 28
3	Aisle 1	Location 44
4	Aisle 0	Location 11
Order 21	number of articles 12	due date 27.375
0	Aisle 3	Location 13
1	Aisle 0	Location 29
2	Aisle 4	Location 37
3	Aisle 1	Location 34
4	Aisle 1	Location 27
5	Aisle 1	Location 38
6	Aisle 4	Location 24
7	Aisle 17	Location 39
8	Aisle 1	Location 25
9	Aisle 1	Location 31
10	Aisle 1	Location 21
11	Aisle 5	Location 25
Order 22	number of articles 16	due date 228.375
0	Aisle 0	Location 36
1	Aisle 4	Location 3
2	Aisle 0	Location 22
3	Aisle 0	Location 28
4	Aisle 0	Location 16
5	Aisle 1	Location 37
6	Aisle 3	Location 21
7	Aisle 9	Location 14
8	Aisle 1	Location 10
9	Aisle 1	Location 42
10	Aisle 2	Location 7
11	Aisle 0	Location 27
12	Aisle 4	Location 12
13	Aisle 4	Location 16
14	Aisle 0	Location 12
15	Aisle 1	Location 17
Order 23	number of articles 6	due date 279.375
0	Aisle 1	Location 34
1	Aisle 1	Location 7
2	Aisle 0	Location 19
3	Aisle 2	Location 3
4	Aisle 3	Location 1
5	Aisle 1	Location 37
Order 24	number of articles 6	due date 107.375
0	Aisle 2	Location 11
1	Aisle 11	Location 11
2	Aisle 1	Location 2
3	Aisle 14	Location 2
4	Aisle 0	Location 42
5	Aisle 0	Location 15
Order 25	number of articles 6	due date 110.375
0	Aisle 10	Location 44
1	Aisle 4	Location 5
2	Aisle 1	Location 38
3	Aisle 5	Location 44
4	Aisle 0	Location 6
5	Aisle 2	Location 34
Order 26	number of articles 16	due date 125.375
0	Aisle 7	Location 20
1	Aisle 0	Location 40
2	Aisle 1	Location 41
3	Aisle 2	Location 32
4	Aisle 15	Location 2
5	Aisle 4	Location 39
6	Aisle 14	Location 18
7	Aisle 6	Location 8
8	Aisle 0	Location 19
9	Aisle 3	Location 21
10	Aisle 5	Location 9
11	Aisle 5	Location 30
12	Aisle 2	Location 34
13	Aisle 1	Location 38
14	Aisle 18	Location 1
15	Aisle 1	Location 25
Order 27	number of articles 7	due date 160.375
0	Aisle 5	Location 34
1	Aisle 0	Location 39
2	Aisle 0	Location 28
3	Aisle 2	Location 17
4	Aisle 5	Location 40
5	Aisle 4	Location 32
6	Aisle 1	Location 18
Order 28	number of articles 22	due date 96.375
0	Aisle 0	Location 1
1	Aisle 5	Location 31
2	Aisle 1	Location 34
3	Aisle 0	Location 3
4	Aisle 1	Location 31
5	Aisle 3	Location 25
6	Aisle 1	Location 33
7	Aisle 0	Location 27
8	Aisle 4	Location 6
9	Aisle 1	Location 40
10	Aisle 0	Location 4
11	Aisle 17	Location 33
12	Aisle 7	Location 32
13	Aisle 0	Location 44
14	Aisle 1	Location 19
15	Aisle 4	Location 16
16	Aisle 8	Location 3
17	Aisle 2	Location 32
18	Aisle 1	Location 41
19	Aisle 2	Location 4
20	Aisle 1	Location 11
21	Aisle 1	Location 28
Order 29	number of articles 13	due date 155.375
0	Aisle 0	Location 22
1	Aisle 14	Location 26
2	Aisle 3	Location 29
3	Aisle 4	Location 18
4	Aisle 2	Location 8
5	Aisle 1	Location 32
6	Aisle 1	Location 40
7	Aisle 0	Location 18
8	Aisle 12	Location 12
9	Aisle 17	Location 20
10	Aisle 2	Location 0
11	Aisle 6	Location 4
12	Aisle 0	Location 12
Order 30	number of articles 7	due date 335.375
0	Aisle 0	Location 1
1	Aisle 1	Location 12
2	Aisle 0	Location 4
3	Aisle 13	Location 22
4	Aisle 1	Location 5
5	Aisle 0	Location 12
6	Aisle 0	Location 35
Order 31	number of articles 11	due date 136.375
0	Aisle 0	Location 8
1	Aisle 4	Location 36
2	Aisle 0	Location 40
3	Aisle 1	Location 9
4	Aisle 10	Location 1
5	Aisle 1	Location 31
6	Aisle 5	Location 17
7	Aisle 1	Location 1
8	Aisle 0	Location 12
9	Aisle 3	Location 34
10	Aisle 13	Location 41
Order 32	number of articles 16	due date 256.375
0	Aisle 0	Location 27
1	Aisle 2	Location 13
2	Aisle 13	Location 23
3	Aisle 1	Location 13
4	Aisle 4	Location 37
5	Aisle 4	Location 15
6	Aisle 1	Location 38
7	Aisle 1	Location 7
8	Aisle 2	Location 4
9	Aisle 0	Location 28
10	Aisle 2	Location 26
11	Aisle 3	Location 26
12	Aisle 19	Location 28
13	Aisle 1	Location 23
14	Aisle 0	Location 3
15	Aisle 5	Location 23
Order 33	number of articles 19	due date 60.375
0	Aisle 0	Location 44
1	Aisle 0	Location 35
2	Aisle 1	Location 21
3	Aisle 9	Location 30
4	Aisle 0	Location 1
5	Aisle 1	Location 1
6	Aisle 0	Location 34
7	Aisle 2	Location 5
8	Aisle 0	Location 40
9	Aisle 3	Location 7
10	Aisle 5	Location 8
11	Aisle 0	Location 28
12	Aisle 15	Location 32
13	Aisle 0	Location 20
14	Aisle 4	Location 12
15	Aisle 1	Location 19
16	Aisle 9	Location 42
17	Aisle 3	Location 43
18	Aisle 3	Location 37
Order 34	number of articles 13	due date 123.375
0	Aisle 1	Location 34
1	Aisle 3	Location 38
2	Aisle 0	Location 5
3	Aisle 1	Location 31
4	Aisle 4	Location 20
5	Aisle 1	Location 40
6	Aisle 1	Location 12
7	Aisle 1	Location 19
8	Aisle 0	Location 14
9	Aisle 3	Location 10
10	Aisle 5	Location 43
11	Aisle 1	Location 24
12	Aisle 0	Location 40
Order 35	number of articles 10	due date 27.375
0	Aisle 17	Location 8
1	Aisle 1	Location 34
2	Aisle 1	Location 3
3	Aisle 2	Location 9
4	Aisle 5	Location 21
5	Aisle 2	Location 14
6	Aisle 0	Location 28
7	Aisle 2	Location 23
8	Aisle 3	Location 0
9	Aisle 0	Location 12
Order 36	number of articles 11	due date 192.375
0	Aisle 5	Location 43
1	Aisle 4	Location 2
2	Aisle 1	Location 10
3	Aisle 2	Location 13
4	Aisle 1	Location 7
5	Aisle 3	Location 35
6	Aisle 1	Location 42
7	Aisle 1	Location 6
8	Aisle 0	Location 9
9	Aisle 4	Location 5
10	Aisle 1	Location 2
Order 37	number of articles 17	due date 320.375
0	Aisle 1	Location 19
1	Aisle 1	Location 9
2	Aisle 0	Location 26
3	Aisle 0	Location 29
4	Aisle 5	Location 38
5	Aisle 1	Location 38
6	Aisle 4	Location 12
7	Aisle 4	Location 3
8	Aisle 0	Location 30
9	Aisle 1	Location 13
10	Aisle 4	Location 42
11	Aisle 1	Location 26
12	Aisle 2	Location 17
13	Aisle 3	Location 5
14	Aisle 1	Location 11
15	Aisle 0	Location 13
16	Aisle 1	Location 32
Order 38	number of articles 13	due date 359.375
0	Aisle 5	Location 30
1	Aisle 3	Location 13
2	Aisle 3	Location 33
3	Aisle 1	Location 13
4	Aisle 5	Location 10
5	Aisle 1	Location 15
6	Aisle 4	Location 13
7	Aisle 1	Location 3
8	Aisle 0	Location 6
9	Aisle 0	Location 42
10	Aisle 2	Location 15
11	Aisle 0	Location 7
12	Aisle 1	Location 14
Order 39	number of articles 24	due date 12.375
0	Aisle 3	Location 11
1	Aisle 15	Location 44
2	Aisle 0	Location 44
3	Aisle 0	Location 14
4	Aisle 6	Location 8
5	Aisle 5	Location 10
6	Aisle 0	Location 29
7	Aisle 1	Location 20
8	Aisle 1	Location 17
9	Aisle 1	Location 16
10	Aisle 4	Location 39
11	Aisle 0	Location 36
12	Aisle 2	Location 19
13	Aisle 2	Location 1
14	Aisle 5	Location 14
15	Aisle 11	Location 28
16	Aisle 1	Location 34
17	Aisle 2	Location 5
18	Aisle 12	Location 4
19	Aisle 0	Location 43
20	Aisle 1	Location 13
21	Aisle 1	Location 30
22	Aisle 0	Location 30
23	Aisle 1	Location 23
