Order 0	number of articles 16	due date 148.521
0	Aisle 2	Location 31
1	Aisle 2	Location 39
2	Aisle 0	Location 41
3	Aisle 1	Location 29
4	Aisle 3	Location 32
5	Aisle 5	Location 30
6	Aisle 0	Location 12
7	Aisle 17	Location 4
8	Aisle 1	Location 44
9	Aisle 0	Location 14
10	Aisle 5	Location 0
Order 6	number of articles 8	due date 13.5208
0	Aisle 2	Location 37
1	Aisle 2	Location 1
2	Aisle 4	Location 18
3	Aisle 0	Location 3
4	Aisle 1	Location 0
5	Aisle 1	Location 32
6	Aisle 1	Location 7
7	Aisle 17	Location 16
Order 7	number of articles 8	due date 34.5208
0	Aisle 15	Location 36
1	Aisle 0	Location 3
2	Aisle 1	Location 20
3	Aisle 7	Location 9
4	Aisle 1	Location 30
5	Aisle 1	Location 38
6	Aisle 3	Location 29
7	Aisle 5	Location 15
Order 8	number of articles 24	due date 157.521
0	Aisle 2	Location 14
1	Aisle 0	Location 9
2	Aisle 7	Location 11
3	Aisle 12	Location 7
4	Aisle 1	Location 4
5	Aisle 5	Location 0
6	Aisle 5	Location 14
7	Aisle 4	Location 43
8	Aisle 3	Location 25
9	Aisle 0	Location 12
10	Aisle 4	Location 27
11	Aisle 1	Location 21
12	Aisle 1	Location 12
13	Aisle 5	Location 2
14	Aisle 0	Location 2
15	Aisle 4	Location 26
16	Aisle 1	Location 20
17	Aisle 0	Location 14
18	Aisle 0	Location 5
19	Aisle 0	Location 42
20	Aisle 3	Location 7
21	Aisle 0	Location 44
22	Aisle 2	Location 43
23	Aisle 4	Location 1
Order 9	number of articles 18	due date 65.5208
0	Aisle 0	Location 21
1	Aisle 9	Location 36
2	Aisle 4	Location 17
3	Aisle 2	Location 27
4	Aisle 3	Location 29
5	Aisle 0	Location 37
6	Aisle 9	Location 21
7	Aisle 9	Location 24
8	Aisle 6	Location 2
9	Aisle 4	Location 22
10	Aisle 0	Location 14
11	Aisle 1	Location 23
12	Aisle 1	Location 15
13	Aisle 5	Location 28
14	Aisle 0	Location 10
15	Aisle 4	Location 43
16	Aisle 4	Location 30
17	Aisle 0	Location 27
Order 10	number of articles 15	due date 164.521
0	Aisle 1	Location 22
1	Aisle 3	Location 18
2	Aisle 3	Location 39
3	Aisle 0	Location 36
4	Aisle 10	Location 4
5	Aisle 6	Location 20
6	Aisle 0	Location 4
7	Aisle 2	Location 18
8	Aisle 0	Location 33
9	Aisle 0	Location 28
10	Aisle 1	Location 28
11	Aisle 5	Location 23
12	Aisle 19	Location 20
13	Aisle 0	Location 39
14	Aisle 2	Location 15
Order 11	number of articles 20	due date 34.5208
0	Aisle 5	Location 35
1	Aisle 7	Location 38
2	Aisle 0	Location 13
3	Aisle 3	Location 10
4	Aisle 0	Location 6
5	Aisle 4	Location 31
6	Aisle 4	Location 5
7	Aisle 3	Location 13
8	Aisle 1	Location 39
9	Aisle 6	Location 29
10	Aisle 0	Location 5
11	Aisle 19	Location 39
12	Aisle 19	Location 10
13	Aisle 4	Location 24
14	Aisle 3	Location 39
15	Aisle 12	Location 14
16	Aisle 2	Location 3
17	Aisle 1	Location 43
18	Aisle 0	Location 36
19	Aisle 11	Location 34
Order 12	number of articles 19	due date 34.5208
0	Aisle 1	Location 14
1	Aisle 2	Location 4
2	Aisle 4	Location 11
3	Aisle 18	Location 26
4	Aisle 1	Location 7
5	Aisle 1	Location 28
6	Aisle 0	Location 20
7	Aisle 7	Location 43
8	Aisle 0	Location 40
9	Aisle 1	Location 29
10	Aisle 1	Location 34
11	Aisle 0	Location 30
12	Aisle 4	Location 14
13	Aisle 1	Location 26
14	Aisle 5	Location 44
15	Aisle 17	Location 25
16	Aisle 0	Location 0
17	Aisle 0	Location 34
18	Aisle 1	Location 19
Order 13	number of articles 8	due date 190.521
0	Aisle 3	Location 6
1	Aisle 1	Location 0
2	Aisle 0	Location 25
3	Aisle 4	Location 8
4	Aisle 2	Location 17
5	Aisle 2	Location 9
6	Aisle 9	Location 14
7	Aisle 3	Location 27
Order 14	number of articles 7	due date 181.521
0	Aisle 0	Location 43
1	Aisle 2	Location 44
2	Aisle 0	Location 35
3	Aisle 5	Location 13
4	Aisle 2	Location 10
5	Aisle 5	Location 22
6	Aisle 3	Location 17
Order 15	number of articles 17	due date 149.521
0	Aisle 0	Location 14
1	Aisle 0	Location 36
2	Aisle 1	Location 18
3	Aisle 1	Location 41
4	Aisle 3	Location 18
5	Aisle 0	Location 35
6	Aisle 8	Location 38
7	Aisle 1	Location 21
8	Aisle 1	Location 38
9	Aisle 0	Location 43
10	Aisle 4	Location 32
11	Aisle 1	Location 9
12	Aisle 5	Location 18
13	Aisle 2	Location 19
14	Aisle 1	Location 10
15	Aisle 1	Location 43
16	Aisle 2	Location 22
Order 16	number of articles 8	due date 139.521
0	Aisle 2	Location 32
1	Aisle 1	Location 17
2	Aisle 1	Location 32
3	Aisle 2	Location 20
4	Aisle 0	Location 9
5	Aisle 5	Location 25
6	Aisle 0	Location 6
7	Aisle 0	Location 38
Order 17	number of articles 19	due date 182.521
0	Aisle 0	Location 27
1	Aisle 16	Location 32
2	Aisle 0	Location 24
3	Aisle 0	Location 16
4	Aisle 1	Location 25
5	Aisle 4	Location 28
6	Aisle 1	Location 1
7	Aisle 1	Location 27
8	Aisle 0	Location 38
9	Aisle 0	Location 3
10	Aisle 6	Location 41
11	Aisle 1	Location 35
12	Aisle 0	Location 37
13	Aisle 19	Location 3
14	Aisle 1	Location 37
15	Aisle 2	Location 17
16	Aisle 13	Location 11
17	Aisle 1	Location 26
18	Aisle 0	Location 9
Order 18	number of articles 18	due date 171.521
0	Aisle 17	Location 37
1	Aisle 4	Location 16
2	Aisle 2	Location 23
3	Aisle 2	Location 8
4	Aisle 0	Location 0
5	Aisle 3	Location 40
6	Aisle 2	Location 15
7	Aisle 1	Location 4
8	Aisle 1	Location 30
9	Aisle 1	Location 32
10	Aisle 1	Location 7
11	Aisle 3	Location 15
12	Aisle 1	Location 20
13	Aisle 1	Location 15
14	Aisle 0	Location 21
15	Aisle 3	Location 12
16	Aisle 0	Location 25
17	Aisle 5	Location 5
Order 19	number of articles 18	due date 79.5208
0	Aisle 3	Location 36
1	Aisle 5	Location 39
2	Aisle 0	Location 17
3	Aisle 0	Location 5
4	Aisle 15	Location 38
5	Aisle 4	Location 19
6	Aisle 0	Location 14
7	Aisle 5	Location 9
8	Aisle 1	Location 32
9	Aisle 3	Location 23
10	Aisle 3	Location 9
11	Aisle 5	Location 16
12	Aisle 2	Location 5
13	Aisle 0	Location 1
14	Aisle 5	Location 3
15	Aisle 17	Location 5
16	Aisle 0	Location 20
17	Aisle 5	Location 31
